N = 5;
T = 14;
K = 3;
C = 219.0;
furnance = 2;
color = 5;
machines = [4 5 6];
products = [468 131 401 44 79];
MINik = [[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0]];
MAXik = [[16.0 16.0 0.0],[16.0 16.0 20.0],[16.0 16.0 0.0],[16.0 16.0 20.0],[16.0 16.0 20.0]];
Pik = [[3.92497056 3.92497056 3.92497056],[2.5795224 2.5795224 2.5795224],[2.49887232 2.49887232 2.49887232],[3.328416 3.328416 3.328416],[2.9699712000000003 2.9699712000000003 2.9699712000000003]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 150.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 231.0 0.0 0.0 0.0 0.0 0.0 0.0 99.0],[0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 95.0],[0.0 0.0 0.0 0.0 0.0 0.0 85.0 0.0 0.0 0.0 0.0 0.0 0.0 149.0],[0.0 0.0 0.0 0.0 0.0 0.0 242.0 0.0 0.0 0.0 0.0 0.0 0.0 252.0]];
Sijk = [[[0.0 0.0 0.0],[5.0 9.0 10.0],[5.0 8.0 1.0E9],[7.0 10.0 13.0],[9.0 6.0 7.0]]
[[12.0 11.0 1.0E9],[0.0 0.0 0.0],[8.0 6.0 1.0E9],[6.0 7.0 13.0],[9.0 5.0 9.0]]
[[8.0 8.0 1.0E9],[9.0 5.0 6.0],[0.0 0.0 0.0],[11.0 8.0 11.0],[8.0 7.0 12.0]]
[[9.0 11.0 1.0E9],[7.0 5.0 11.0],[6.0 7.0 1.0E9],[0.0 0.0 0.0],[7.0 6.0 12.0]]
[[9.0 8.0 1.0E9],[7.0 6.0 8.0],[7.0 5.0 1.0E9],[9.0 6.0 8.0],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[5.0 9.0 10.0],[5.0 8.0 1.0E9],[7.0 10.0 13.0],[9.0 6.0 7.0]]
[[12.0 11.0 1.0E9],[0.0 0.0 0.0],[8.0 6.0 1.0E9],[6.0 7.0 13.0],[9.0 5.0 9.0]]
[[8.0 8.0 1.0E9],[9.0 5.0 6.0],[0.0 0.0 0.0],[11.0 8.0 11.0],[8.0 7.0 12.0]]
[[9.0 11.0 1.0E9],[7.0 5.0 11.0],[6.0 7.0 1.0E9],[0.0 0.0 0.0],[7.0 6.0 12.0]]
[[9.0 8.0 1.0E9],[7.0 6.0 8.0],[7.0 5.0 1.0E9],[9.0 6.0 8.0],[0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
