N = 20;
T = 7;
K = 3;
C = 219.0;
furnance = 2;
color = 2;
machines = [4 5 6];
products = [157 130 465 413 187 467 167 411 190 109 71 53 166 73 418 146 240 423 126 136];
MINik = [[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0]];
MAXik = [[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 0.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 20.0],[16.0 16.0 20.0]];
Pik = [[2.88036 2.88036 2.88036],[2.6499312 2.6499312 2.6499312],[4.4933616 4.4933616 4.4933616],[4.3781472 4.3781472 4.3781472],[3.6868608000000003 3.6868608000000003 3.6868608000000003],[4.4933616 4.4933616 4.4933616],[4.576572 4.576572 4.576572],[3.936492 3.936492 3.936492],[3.4820352000000003 3.4820352000000003 3.4820352000000003],[1.12014 1.12014 1.12014],[2.0066508 2.0066508 2.0066508],[1.36209024 1.36209024 1.36209024],[5.408676 5.408676 5.408676],[2.128266 2.128266 2.128266],[4.4933616 4.4933616 4.4933616],[2.112264 2.112264 2.112264],[3.2089130640000003 3.2089130640000003 3.2089130640000003],[4.4933616 4.4933616 4.4933616],[2.5616001600000002 2.5616001600000002 2.5616001600000002],[2.784348 2.784348 2.784348]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 14.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0],[0.0 0.0 0.0 0.0 0.0 0.0 21.0],[0.0 0.0 0.0 0.0 0.0 0.0 61.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 61.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0]];
Sijk = [[[0.0 0.0 0.0],[5.0 9.0 11.0],[10.0 10.0 1.0E9],[14.0 8.0 1.0E9],[7.0 9.0 1.0E9],[13.0 8.0 1.0E9],[9.0 9.0 1.0E9],[10.0 12.0 1.0E9],[8.0 11.0 1.0E9],[3.0 3.0 4.0],[7.0 4.0 8.0],[5.0 3.0 4.0],[9.0 8.0 1.0E9],[7.0 7.0 7.0],[13.0 15.0 11.0],[6.0 7.0 6.0],[7.0 8.0 10.0],[15.0 12.0 9.0],[8.0 7.0 7.0],[5.0 7.0 11.0]]
[[9.0 9.0 12.0],[0.0 0.0 0.0],[12.0 10.0 1.0E9],[8.0 14.0 1.0E9],[8.0 7.0 1.0E9],[15.0 10.0 1.0E9],[11.0 11.0 1.0E9],[13.0 11.0 1.0E9],[9.0 8.0 1.0E9],[2.0 4.0 3.0],[5.0 7.0 7.0],[3.0 3.0 5.0],[11.0 10.0 1.0E9],[5.0 5.0 7.0],[13.0 10.0 10.0],[5.0 5.0 5.0],[9.0 6.0 8.0],[8.0 9.0 14.0],[5.0 6.0 9.0],[9.0 6.0 6.0]]
[[9.0 9.0 11.0],[8.0 7.0 8.0],[0.0 0.0 0.0],[13.0 11.0 1.0E9],[8.0 11.0 1.0E9],[11.0 8.0 1.0E9],[11.0 15.0 1.0E9],[12.0 8.0 1.0E9],[10.0 11.0 1.0E9],[4.0 4.0 3.0],[5.0 5.0 7.0],[5.0 4.0 3.0],[14.0 11.0 1.0E9],[6.0 5.0 8.0],[12.0 14.0 9.0],[6.0 5.0 6.0],[7.0 7.0 7.0],[9.0 12.0 14.0],[7.0 6.0 7.0],[5.0 5.0 8.0]]
[[7.0 7.0 12.0],[5.0 6.0 10.0],[11.0 14.0 1.0E9],[0.0 0.0 0.0],[11.0 8.0 1.0E9],[12.0 14.0 1.0E9],[8.0 9.0 1.0E9],[8.0 12.0 1.0E9],[11.0 10.0 1.0E9],[4.0 3.0 3.0],[4.0 4.0 8.0],[3.0 3.0 5.0],[11.0 14.0 1.0E9],[5.0 4.0 8.0],[10.0 11.0 13.0],[4.0 7.0 5.0],[7.0 6.0 12.0],[13.0 10.0 14.0],[6.0 7.0 10.0],[8.0 6.0 11.0]]
[[9.0 9.0 12.0],[7.0 6.0 10.0],[9.0 12.0 1.0E9],[10.0 9.0 1.0E9],[0.0 0.0 0.0],[15.0 13.0 1.0E9],[13.0 12.0 1.0E9],[10.0 9.0 1.0E9],[7.0 7.0 1.0E9],[3.0 3.0 4.0],[5.0 7.0 7.0],[4.0 5.0 6.0],[13.0 12.0 1.0E9],[6.0 5.0 6.0],[11.0 11.0 9.0],[4.0 5.0 8.0],[8.0 9.0 11.0],[10.0 15.0 14.0],[9.0 5.0 7.0],[6.0 8.0 11.0]]
[[7.0 5.0 11.0],[9.0 9.0 10.0],[13.0 10.0 1.0E9],[13.0 8.0 1.0E9],[8.0 11.0 1.0E9],[0.0 0.0 0.0],[14.0 14.0 1.0E9],[11.0 8.0 1.0E9],[7.0 8.0 1.0E9],[3.0 3.0 4.0],[7.0 6.0 7.0],[5.0 4.0 3.0],[14.0 12.0 1.0E9],[5.0 4.0 7.0],[11.0 8.0 11.0],[7.0 7.0 5.0],[10.0 10.0 9.0],[13.0 10.0 13.0],[5.0 7.0 7.0],[7.0 7.0 6.0]]
[[8.0 8.0 9.0],[7.0 5.0 6.0],[8.0 11.0 1.0E9],[9.0 10.0 1.0E9],[11.0 9.0 1.0E9],[11.0 11.0 1.0E9],[0.0 0.0 0.0],[8.0 11.0 1.0E9],[7.0 10.0 1.0E9],[3.0 4.0 4.0],[5.0 7.0 6.0],[3.0 5.0 4.0],[11.0 9.0 1.0E9],[7.0 7.0 6.0],[10.0 10.0 10.0],[7.0 5.0 5.0],[7.0 10.0 9.0],[12.0 13.0 9.0],[7.0 7.0 8.0],[9.0 7.0 10.0]]
[[7.0 9.0 10.0],[8.0 7.0 9.0],[10.0 12.0 1.0E9],[11.0 11.0 1.0E9],[8.0 9.0 1.0E9],[11.0 14.0 1.0E9],[10.0 14.0 1.0E9],[0.0 0.0 0.0],[10.0 10.0 1.0E9],[3.0 3.0 3.0],[7.0 6.0 5.0],[4.0 4.0 5.0],[14.0 10.0 1.0E9],[6.0 6.0 5.0],[9.0 10.0 14.0],[6.0 7.0 6.0],[7.0 10.0 7.0],[10.0 14.0 14.0],[8.0 5.0 9.0],[5.0 9.0 6.0]]
[[5.0 9.0 10.0],[5.0 7.0 6.0],[12.0 13.0 1.0E9],[11.0 10.0 1.0E9],[9.0 10.0 1.0E9],[12.0 14.0 1.0E9],[10.0 11.0 1.0E9],[12.0 8.0 1.0E9],[0.0 0.0 0.0],[4.0 3.0 3.0],[5.0 6.0 5.0],[3.0 3.0 4.0],[12.0 15.0 1.0E9],[5.0 5.0 5.0],[9.0 12.0 14.0],[5.0 5.0 6.0],[8.0 6.0 9.0],[11.0 10.0 10.0],[8.0 7.0 7.0],[8.0 6.0 10.0]]
[[7.0 6.0 10.0],[5.0 7.0 9.0],[9.0 13.0 1.0E9],[8.0 12.0 1.0E9],[9.0 10.0 1.0E9],[12.0 11.0 1.0E9],[10.0 9.0 1.0E9],[8.0 11.0 1.0E9],[10.0 7.0 1.0E9],[0.0 0.0 0.0],[6.0 6.0 7.0],[3.0 3.0 4.0],[13.0 9.0 1.0E9],[5.0 6.0 5.0],[12.0 8.0 12.0],[5.0 6.0 6.0],[6.0 7.0 13.0],[12.0 14.0 13.0],[6.0 5.0 8.0],[7.0 9.0 9.0]]
[[5.0 9.0 9.0],[6.0 8.0 6.0],[14.0 15.0 1.0E9],[12.0 10.0 1.0E9],[9.0 9.0 1.0E9],[10.0 13.0 1.0E9],[8.0 11.0 1.0E9],[11.0 12.0 1.0E9],[9.0 8.0 1.0E9],[3.0 4.0 4.0],[0.0 0.0 0.0],[3.0 5.0 4.0],[11.0 8.0 1.0E9],[7.0 7.0 7.0],[14.0 10.0 9.0],[7.0 7.0 8.0],[8.0 10.0 10.0],[9.0 10.0 15.0],[5.0 7.0 10.0],[8.0 7.0 8.0]]
