N = 5;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 3;
machines = [4 5 6 7 8];
products = [243 226 66 133 220];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0]];
Pik = [[3.3460182 3.3460182 3.3460182 3.3460182 3.3460182],[2.92068504 2.92068504 2.92068504 2.92068504 2.92068504],[2.8675584 2.8675584 2.8675584 2.8675584 2.8675584],[2.784348 2.784348 2.784348 2.784348 2.784348],[2.784348 2.784348 2.784348 2.784348 2.784348]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 406.0 0.0 0.0 0.0 0.0 0.0 0.0 407.0],[0.0 0.0 0.0 0.0 0.0 0.0 243.0 0.0 0.0 0.0 0.0 0.0 0.0 93.0],[0.0 0.0 0.0 0.0 0.0 0.0 330.0 0.0 0.0 0.0 0.0 0.0 0.0 406.0],[0.0 0.0 0.0 0.0 0.0 0.0 374.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 80.0 0.0 0.0 0.0 0.0 0.0 0.0 80.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[8.0 6.0 10.0 9.0 9.0],[8.0 6.0 9.0 11.0 10.0],[6.0 7.0 10.0 9.0 9.0],[8.0 9.0 1.0E9 8.0 10.0]]
[[11.0 8.0 1.0E9 9.0 11.0],[0.0 0.0 0.0 0.0 0.0],[7.0 5.0 12.0 10.0 11.0],[9.0 9.0 10.0 8.0 10.0],[5.0 5.0 1.0E9 7.0 7.0]]
[[11.0 9.0 1.0E9 8.0 10.0],[8.0 10.0 8.0 7.0 10.0],[0.0 0.0 0.0 0.0 0.0],[6.0 7.0 11.0 9.0 7.0],[5.0 8.0 1.0E9 6.0 9.0]]
[[9.0 10.0 1.0E9 10.0 12.0],[5.0 8.0 10.0 9.0 10.0],[9.0 8.0 12.0 10.0 8.0],[0.0 0.0 0.0 0.0 0.0],[5.0 9.0 1.0E9 6.0 10.0]]
[[7.0 9.0 1.0E9 12.0 9.0],[9.0 9.0 7.0 10.0 9.0],[9.0 6.0 9.0 6.0 7.0],[9.0 6.0 11.0 7.0 10.0],[0.0 0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0 0.0],[8.0 6.0 10.0 9.0 9.0],[8.0 6.0 9.0 11.0 10.0],[6.0 7.0 10.0 9.0 9.0],[8.0 9.0 1.0E9 8.0 10.0]]
[[11.0 8.0 1.0E9 9.0 11.0],[0.0 0.0 0.0 0.0 0.0],[7.0 5.0 12.0 10.0 11.0],[9.0 9.0 10.0 8.0 10.0],[5.0 5.0 1.0E9 7.0 7.0]]
[[11.0 9.0 1.0E9 8.0 10.0],[8.0 10.0 8.0 7.0 10.0],[0.0 0.0 0.0 0.0 0.0],[6.0 7.0 11.0 9.0 7.0],[5.0 8.0 1.0E9 6.0 9.0]]
[[9.0 10.0 1.0E9 10.0 12.0],[5.0 8.0 10.0 9.0 10.0],[9.0 8.0 12.0 10.0 8.0],[0.0 0.0 0.0 0.0 0.0],[5.0 9.0 1.0E9 6.0 10.0]]
[[7.0 9.0 1.0E9 12.0 9.0],[9.0 9.0 7.0 10.0 9.0],[9.0 6.0 9.0 6.0 7.0],[9.0 6.0 11.0 7.0 10.0],[0.0 0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
