N = 14;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 6;
machines = [4 5];
products = [201 111 161 120 183 205 182 175 11 54 176 23 159 117];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[5.28066 5.28066],[4.032504 4.032504],[4.1477184 4.1477184],[2.88036 2.88036],[3.744468 3.744468],[5.28066 5.28066],[4.1541192 4.1541192],[3.648456 3.648456],[3.84048 3.84048],[4.390948799999999 4.390948799999999],[4.3781472 4.3781472],[3.7252656 3.7252656],[4.390948799999999 4.390948799999999],[3.888486 3.888486]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 60.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0]];
Sijk = [[[0.0 0.0],[9.0 10.0],[9.0 10.0],[7.0 9.0],[7.0 9.0],[9.0 9.0],[9.0 8.0],[7.0 11.0],[7.0 13.0],[8.0 9.0],[11.0 9.0],[8.0 10.0],[12.0 14.0],[8.0 10.0]]
[[9.0 14.0],[0.0 0.0],[12.0 12.0],[8.0 7.0],[8.0 12.0],[13.0 11.0],[13.0 12.0],[7.0 7.0],[7.0 9.0],[10.0 11.0],[9.0 12.0],[8.0 8.0],[12.0 13.0],[7.0 12.0]]
[[14.0 15.0],[11.0 10.0],[0.0 0.0],[9.0 7.0],[10.0 7.0],[8.0 10.0],[10.0 9.0],[7.0 8.0],[10.0 8.0],[13.0 9.0],[10.0 9.0],[12.0 12.0],[11.0 11.0],[10.0 7.0]]
[[8.0 10.0],[13.0 11.0],[13.0 12.0],[0.0 0.0],[8.0 8.0],[10.0 10.0],[12.0 11.0],[7.0 7.0],[9.0 11.0],[12.0 10.0],[9.0 14.0],[6.0 11.0],[13.0 10.0],[12.0 11.0]]
[[11.0 13.0],[7.0 11.0],[14.0 13.0],[6.0 8.0],[0.0 0.0],[11.0 13.0],[10.0 9.0],[7.0 9.0],[10.0 12.0],[10.0 9.0],[11.0 9.0],[12.0 7.0],[12.0 11.0],[11.0 8.0]]
[[14.0 11.0],[9.0 9.0],[9.0 12.0],[7.0 8.0],[12.0 12.0],[0.0 0.0],[13.0 9.0],[6.0 11.0],[8.0 10.0],[8.0 11.0],[14.0 11.0],[8.0 9.0],[10.0 11.0],[13.0 13.0]]
[[8.0 13.0],[7.0 7.0],[7.0 8.0],[7.0 8.0],[10.0 9.0],[14.0 13.0],[0.0 0.0],[12.0 9.0],[8.0 12.0],[8.0 13.0],[14.0 10.0],[12.0 9.0],[9.0 14.0],[8.0 10.0]]
