N = 20;
T = 14;
K = 2;
C = 146.0;
furnance = 2;
color = 1;
machines = [4 5];
products = [141 431 121 116 436 124 425 168 56 443 140 132 72 67 4 78 74 252 178 145];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[2.6755344 2.6755344],[2.9571696000000003 2.9571696000000003],[2.88036 2.88036],[3.456432 3.456432],[4.4149518 4.4149518],[2.3938992000000003 2.3938992000000003],[4.4933616 4.4933616],[4.576572 4.576572],[4.16052 4.16052],[3.7636704 3.7636704],[2.9379672 2.9379672],[2.5795224 2.5795224],[2.128266 2.128266],[2.4579072 2.4579072],[4.464558 4.464558],[1.856232 1.856232],[2.128266 2.128266],[3.6868608000000003 3.6868608000000003],[4.9094136 4.9094136],[3.1107888 3.1107888]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0]];
Sijk = [[[0.0 0.0],[5.0 5.0],[7.0 8.0],[10.0 9.0],[13.0 10.0],[7.0 5.0],[13.0 8.0],[9.0 15.0],[8.0 13.0],[8.0 13.0],[10.0 10.0],[7.0 6.0],[6.0 4.0],[7.0 5.0],[11.0 13.0],[5.0 5.0],[4.0 6.0],[8.0 8.0],[9.0 8.0],[7.0 6.0]]
[[7.0 6.0],[0.0 0.0],[7.0 7.0],[10.0 10.0],[10.0 12.0],[6.0 5.0],[9.0 9.0],[15.0 8.0],[7.0 10.0],[12.0 12.0],[6.0 7.0],[7.0 7.0],[5.0 7.0],[6.0 5.0],[15.0 13.0],[6.0 6.0],[6.0 5.0],[8.0 8.0],[9.0 11.0],[8.0 7.0]]
[[5.0 6.0],[9.0 9.0],[0.0 0.0],[7.0 6.0],[14.0 14.0],[6.0 7.0],[14.0 11.0],[11.0 9.0],[8.0 10.0],[7.0 9.0],[7.0 10.0],[7.0 7.0],[6.0 5.0],[7.0 7.0],[8.0 10.0],[5.0 6.0],[5.0 7.0],[9.0 12.0],[11.0 11.0],[6.0 7.0]]
[[5.0 9.0],[6.0 6.0],[8.0 8.0],[0.0 0.0],[11.0 10.0],[4.0 5.0],[8.0 13.0],[10.0 14.0],[9.0 9.0],[10.0 8.0],[8.0 5.0],[6.0 5.0],[6.0 4.0],[6.0 7.0],[9.0 14.0],[5.0 5.0],[7.0 7.0],[7.0 9.0],[14.0 14.0],[6.0 9.0]]
[[7.0 6.0],[5.0 7.0],[7.0 6.0],[10.0 7.0],[0.0 0.0],[5.0 8.0],[12.0 10.0],[15.0 12.0],[10.0 11.0],[10.0 10.0],[10.0 5.0],[8.0 8.0],[4.0 5.0],[7.0 5.0],[15.0 10.0],[4.0 6.0],[6.0 5.0],[7.0 8.0],[10.0 9.0],[6.0 6.0]]
[[6.0 8.0],[10.0 8.0],[8.0 6.0],[11.0 7.0],[9.0 9.0],[0.0 0.0],[10.0 11.0],[13.0 9.0],[8.0 8.0],[9.0 8.0],[9.0 5.0],[7.0 8.0],[4.0 4.0],[5.0 6.0],[14.0 10.0],[6.0 6.0],[5.0 4.0],[9.0 12.0],[10.0 12.0],[6.0 10.0]]
[[9.0 6.0],[6.0 5.0],[7.0 8.0],[11.0 7.0],[14.0 12.0],[7.0 5.0],[0.0 0.0],[15.0 12.0],[7.0 10.0],[9.0 9.0],[6.0 9.0],[8.0 8.0],[6.0 7.0],[5.0 5.0],[13.0 9.0],[5.0 5.0],[7.0 7.0],[12.0 12.0],[14.0 10.0],[9.0 9.0]]
