N = 14;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 2;
machines = [4 5];
products = [173 109 73 240 411 465 136 130 167 157 126 166 418 413];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[4.3781472 4.3781472],[1.12014 1.12014],[2.128266 2.128266],[3.2089130640000003 3.2089130640000003],[3.936492 3.936492],[4.4933616 4.4933616],[2.784348 2.784348],[2.6499312 2.6499312],[4.576572 4.576572],[2.88036 2.88036],[2.5616001600000002 2.5616001600000002],[5.408676 5.408676],[4.4933616 4.4933616],[4.3781472 4.3781472]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 14.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0]];
Sijk = [[[0.0 0.0],[3.0 2.0],[5.0 4.0],[9.0 6.0],[11.0 12.0],[12.0 9.0],[8.0 6.0],[8.0 8.0],[12.0 15.0],[8.0 7.0],[8.0 8.0],[9.0 8.0],[13.0 11.0],[12.0 8.0]]
[[11.0 14.0],[0.0 0.0],[4.0 4.0],[6.0 6.0],[8.0 8.0],[10.0 11.0],[9.0 7.0],[8.0 6.0],[13.0 8.0],[6.0 7.0],[8.0 5.0],[12.0 15.0],[11.0 9.0],[10.0 12.0]]
[[12.0 10.0],[3.0 3.0],[0.0 0.0],[8.0 9.0],[9.0 12.0],[8.0 10.0],[7.0 8.0],[6.0 9.0],[9.0 14.0],[7.0 9.0],[7.0 5.0],[8.0 12.0],[10.0 11.0],[9.0 14.0]]
[[9.0 14.0],[3.0 3.0],[5.0 7.0],[0.0 0.0],[11.0 10.0],[8.0 14.0],[7.0 6.0],[6.0 9.0],[8.0 13.0],[9.0 7.0],[8.0 7.0],[14.0 8.0],[14.0 11.0],[8.0 14.0]]
[[12.0 14.0],[2.0 4.0],[5.0 4.0],[7.0 9.0],[0.0 0.0],[9.0 8.0],[5.0 6.0],[7.0 8.0],[10.0 9.0],[5.0 7.0],[8.0 6.0],[14.0 10.0],[14.0 12.0],[10.0 11.0]]
[[14.0 10.0],[4.0 2.0],[6.0 4.0],[9.0 9.0],[11.0 8.0],[0.0 0.0],[8.0 9.0],[8.0 7.0],[9.0 13.0],[5.0 7.0],[6.0 8.0],[12.0 8.0],[12.0 11.0],[11.0 13.0]]
[[8.0 14.0],[2.0 3.0],[4.0 7.0],[7.0 7.0],[11.0 9.0],[10.0 13.0],[0.0 0.0],[8.0 6.0],[14.0 10.0],[6.0 8.0],[6.0 9.0],[13.0 14.0],[11.0 12.0],[8.0 8.0]]
[[14.0 12.0],[4.0 2.0],[5.0 6.0],[6.0 9.0],[10.0 7.0],[15.0 10.0],[6.0 7.0],[0.0 0.0],[13.0 13.0],[7.0 6.0],[5.0 5.0],[12.0 12.0],[9.0 10.0],[10.0 10.0]]
[[9.0 13.0],[3.0 3.0],[6.0 5.0],[7.0 8.0],[7.0 9.0],[14.0 14.0],[9.0 7.0],[8.0 7.0],[0.0 0.0],[9.0 6.0],[5.0 5.0],[13.0 9.0],[12.0 11.0],[14.0 12.0]]
[[9.0 8.0],[3.0 3.0],[6.0 6.0],[6.0 10.0],[12.0 12.0],[14.0 14.0],[8.0 7.0],[9.0 7.0],[9.0 8.0],[0.0 0.0],[8.0 6.0],[8.0 12.0],[9.0 11.0],[14.0 10.0]]
[[14.0 14.0],[4.0 2.0],[5.0 5.0],[11.0 9.0],[9.0 8.0],[13.0 11.0],[7.0 6.0],[7.0 8.0],[13.0 12.0],[7.0 6.0],[0.0 0.0],[10.0 12.0],[11.0 11.0],[13.0 11.0]]
[[10.0 13.0],[3.0 4.0],[6.0 5.0],[6.0 6.0],[13.0 13.0],[11.0 14.0],[9.0 6.0],[5.0 6.0],[14.0 12.0],[8.0 8.0],[6.0 7.0],[0.0 0.0],[10.0 9.0],[8.0 9.0]]
[[11.0 8.0],[3.0 4.0],[5.0 4.0],[7.0 7.0],[8.0 11.0],[8.0 10.0],[6.0 5.0],[8.0 6.0],[13.0 12.0],[9.0 5.0],[9.0 5.0],[12.0 9.0],[0.0 0.0],[11.0 12.0]]
[[13.0 9.0],[3.0 4.0],[4.0 5.0],[8.0 7.0],[12.0 8.0],[8.0 12.0],[6.0 8.0],[9.0 8.0],[9.0 12.0],[7.0 7.0],[8.0 7.0],[11.0 12.0],[14.0 11.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[3.0 2.0],[5.0 4.0],[9.0 6.0],[11.0 12.0],[12.0 9.0],[8.0 6.0],[8.0 8.0],[12.0 15.0],[8.0 7.0],[8.0 8.0],[9.0 8.0],[13.0 11.0],[12.0 8.0]]
[[11.0 14.0],[0.0 0.0],[4.0 4.0],[6.0 6.0],[8.0 8.0],[10.0 11.0],[9.0 7.0],[8.0 6.0],[13.0 8.0],[6.0 7.0],[8.0 5.0],[12.0 15.0],[11.0 9.0],[10.0 12.0]]
[[12.0 10.0],[3.0 3.0],[0.0 0.0],[8.0 9.0],[9.0 12.0],[8.0 10.0],[7.0 8.0],[6.0 9.0],[9.0 14.0],[7.0 9.0],[7.0 5.0],[8.0 12.0],[10.0 11.0],[9.0 14.0]]
[[9.0 14.0],[3.0 3.0],[5.0 7.0],[0.0 0.0],[11.0 10.0],[8.0 14.0],[7.0 6.0],[6.0 9.0],[8.0 13.0],[9.0 7.0],[8.0 7.0],[14.0 8.0],[14.0 11.0],[8.0 14.0]]
[[12.0 14.0],[2.0 4.0],[5.0 4.0],[7.0 9.0],[0.0 0.0],[9.0 8.0],[5.0 6.0],[7.0 8.0],[10.0 9.0],[5.0 7.0],[8.0 6.0],[14.0 10.0],[14.0 12.0],[10.0 11.0]]
[[14.0 10.0],[4.0 2.0],[6.0 4.0],[9.0 9.0],[11.0 8.0],[0.0 0.0],[8.0 9.0],[8.0 7.0],[9.0 13.0],[5.0 7.0],[6.0 8.0],[12.0 8.0],[12.0 11.0],[11.0 13.0]]
[[8.0 14.0],[2.0 3.0],[4.0 7.0],[7.0 7.0],[11.0 9.0],[10.0 13.0],[0.0 0.0],[8.0 6.0],[14.0 10.0],[6.0 8.0],[6.0 9.0],[13.0 14.0],[11.0 12.0],[8.0 8.0]]
[[14.0 12.0],[4.0 2.0],[5.0 6.0],[6.0 9.0],[10.0 7.0],[15.0 10.0],[6.0 7.0],[0.0 0.0],[13.0 13.0],[7.0 6.0],[5.0 5.0],[12.0 12.0],[9.0 10.0],[10.0 10.0]]
[[9.0 13.0],[3.0 3.0],[6.0 5.0],[7.0 8.0],[7.0 9.0],[14.0 14.0],[9.0 7.0],[8.0 7.0],[0.0 0.0],[9.0 6.0],[5.0 5.0],[13.0 9.0],[12.0 11.0],[14.0 12.0]]
[[9.0 8.0],[3.0 3.0],[6.0 6.0],[6.0 10.0],[12.0 12.0],[14.0 14.0],[8.0 7.0],[9.0 7.0],[9.0 8.0],[0.0 0.0],[8.0 6.0],[8.0 12.0],[9.0 11.0],[14.0 10.0]]
[[14.0 14.0],[4.0 2.0],[5.0 5.0],[11.0 9.0],[9.0 8.0],[13.0 11.0],[7.0 6.0],[7.0 8.0],[13.0 12.0],[7.0 6.0],[0.0 0.0],[10.0 12.0],[11.0 11.0],[13.0 11.0]]
[[10.0 13.0],[3.0 4.0],[6.0 5.0],[6.0 6.0],[13.0 13.0],[11.0 14.0],[9.0 6.0],[5.0 6.0],[14.0 12.0],[8.0 8.0],[6.0 7.0],[0.0 0.0],[10.0 9.0],[8.0 9.0]]
[[11.0 8.0],[3.0 4.0],[5.0 4.0],[7.0 7.0],[8.0 11.0],[8.0 10.0],[6.0 5.0],[8.0 6.0],[13.0 12.0],[9.0 5.0],[9.0 5.0],[12.0 9.0],[0.0 0.0],[11.0 12.0]]
[[13.0 9.0],[3.0 4.0],[4.0 5.0],[8.0 7.0],[12.0 8.0],[8.0 12.0],[6.0 8.0],[9.0 8.0],[9.0 12.0],[7.0 7.0],[8.0 7.0],[11.0 12.0],[14.0 11.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
