N = 20;
T = 7;
K = 4;
C = 292.0;
furnance = 2;
color = 1;
machines = [4 5 6 7];
products = [132 118 147 178 4 229 141 78 9 149 138 67 72 116 121 76 87 85 140 142];
MINik = [[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0]];
MAXik = [[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0]];
Pik = [[2.5795224 2.5795224 2.5795224 2.5795224],[2.88036 2.88036 2.88036 2.88036],[3.48971616 3.48971616 3.48971616 3.48971616],[4.9094136 4.9094136 4.9094136 4.9094136],[4.464558 4.464558 4.464558 4.464558],[2.9162044799999998 2.9162044799999998 2.9162044799999998 2.9162044799999998],[2.6755344 2.6755344 2.6755344 2.6755344],[1.856232 1.856232 1.856232 1.856232],[3.36042 3.36042 3.36042 3.36042],[2.6627327999999997 2.6627327999999997 2.6627327999999997 2.6627327999999997],[2.7856281600000004 2.7856281600000004 2.7856281600000004 2.7856281600000004],[2.4579072 2.4579072 2.4579072 2.4579072],[2.128266 2.128266 2.128266 2.128266],[3.456432 3.456432 3.456432 3.456432],[2.88036 2.88036 2.88036 2.88036],[3.3028128 3.3028128 3.3028128 3.3028128],[2.0130516000000003 2.0130516000000003 2.0130516000000003 2.0130516000000003],[1.632204 1.632204 1.632204 1.632204],[2.9379672 2.9379672 2.9379672 2.9379672],[2.5347168 2.5347168 2.5347168 2.5347168]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 83.0],[0.0 0.0 0.0 0.0 0.0 0.0 78.0],[0.0 0.0 0.0 0.0 0.0 0.0 83.0],[0.0 0.0 0.0 0.0 0.0 0.0 79.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0],[0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 84.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 82.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0],[0.0 0.0 0.0 0.0 0.0 0.0 20.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 83.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[8.0 9.0 7.0 9.0],[10.0 9.0 11.0 13.0],[11.0 10.0 1.0E9 14.0],[13.0 10.0 1.0E9 9.0],[7.0 6.0 8.0 6.0],[8.0 6.0 7.0 7.0],[4.0 4.0 6.0 5.0],[7.0 8.0 13.0 9.0],[8.0 8.0 6.0 10.0],[5.0 7.0 6.0 10.0],[5.0 5.0 8.0 10.0],[6.0 5.0 8.0 5.0],[8.0 12.0 14.0 13.0],[5.0 5.0 8.0 8.0],[6.0 10.0 1.0E9 9.0],[6.0 7.0 8.0 8.0],[4.0 5.0 4.0 5.0],[9.0 7.0 7.0 11.0],[8.0 5.0 8.0 9.0]]
[[8.0 5.0 10.0 9.0],[0.0 0.0 0.0 0.0],[11.0 11.0 13.0 10.0],[10.0 8.0 1.0E9 11.0],[9.0 14.0 1.0E9 13.0],[7.0 10.0 8.0 10.0],[7.0 5.0 8.0 10.0],[4.0 4.0 4.0 7.0],[6.0 6.0 7.0 12.0],[6.0 7.0 10.0 9.0],[6.0 6.0 10.0 7.0],[7.0 7.0 8.0 7.0],[5.0 4.0 5.0 9.0],[8.0 7.0 9.0 7.0],[8.0 8.0 7.0 10.0],[11.0 11.0 1.0E9 8.0],[4.0 6.0 7.0 8.0],[5.0 5.0 5.0 4.0],[6.0 8.0 8.0 7.0],[6.0 7.0 10.0 7.0]]
[[5.0 5.0 8.0 6.0],[5.0 8.0 12.0 9.0],[0.0 0.0 0.0 0.0],[13.0 10.0 1.0E9 14.0],[15.0 11.0 1.0E9 11.0],[10.0 8.0 12.0 12.0],[7.0 5.0 9.0 8.0],[6.0 5.0 7.0 7.0],[8.0 9.0 12.0 11.0],[9.0 7.0 7.0 11.0],[6.0 9.0 11.0 7.0],[7.0 7.0 6.0 9.0],[6.0 5.0 8.0 5.0],[11.0 8.0 10.0 9.0],[7.0 8.0 7.0 11.0],[7.0 7.0 1.0E9 12.0],[6.0 5.0 7.0 6.0],[5.0 4.0 7.0 4.0],[9.0 10.0 8.0 8.0],[6.0 7.0 10.0 8.0]]
[[7.0 5.0 8.0 7.0],[8.0 5.0 8.0 7.0],[10.0 9.0 9.0 10.0],[0.0 0.0 0.0 0.0],[13.0 14.0 1.0E9 12.0],[9.0 9.0 9.0 8.0],[7.0 5.0 7.0 7.0],[5.0 4.0 6.0 7.0],[8.0 7.0 13.0 8.0],[6.0 8.0 9.0 8.0],[5.0 5.0 10.0 9.0],[5.0 7.0 8.0 6.0],[7.0 6.0 5.0 8.0],[11.0 7.0 14.0 12.0],[9.0 8.0 6.0 9.0],[10.0 9.0 1.0E9 11.0],[5.0 4.0 5.0 8.0],[4.0 4.0 6.0 6.0],[6.0 9.0 8.0 7.0],[6.0 8.0 6.0 9.0]]
[[7.0 9.0 6.0 9.0],[7.0 10.0 11.0 8.0],[8.0 9.0 8.0 13.0],[10.0 12.0 1.0E9 9.0],[0.0 0.0 0.0 0.0],[6.0 8.0 8.0 10.0],[6.0 6.0 6.0 10.0],[6.0 4.0 4.0 6.0],[11.0 10.0 10.0 9.0],[5.0 7.0 11.0 9.0],[6.0 6.0 9.0 10.0],[7.0 5.0 7.0 7.0],[5.0 7.0 8.0 6.0],[10.0 9.0 14.0 9.0],[9.0 7.0 6.0 7.0],[10.0 9.0 1.0E9 13.0],[7.0 6.0 6.0 8.0],[5.0 3.0 7.0 6.0],[10.0 7.0 9.0 9.0],[5.0 7.0 8.0 10.0]]
[[6.0 5.0 6.0 11.0],[8.0 5.0 10.0 9.0],[8.0 10.0 8.0 8.0],[11.0 11.0 1.0E9 15.0],[11.0 8.0 1.0E9 12.0],[0.0 0.0 0.0 0.0],[8.0 6.0 8.0 11.0],[3.0 6.0 4.0 6.0],[11.0 11.0 9.0 11.0],[6.0 7.0 10.0 8.0],[9.0 6.0 7.0 11.0],[6.0 4.0 8.0 7.0],[6.0 7.0 8.0 5.0],[6.0 11.0 8.0 13.0],[9.0 8.0 9.0 10.0],[10.0 9.0 1.0E9 13.0],[6.0 6.0 8.0 5.0],[3.0 4.0 6.0 4.0],[9.0 8.0 11.0 8.0],[8.0 6.0 8.0 6.0]]
