N = 5;
T = 7;
K = 5;
C = 365.0;
furnance = 2;
color = 5;
machines = [4 5 6 7 8];
products = [42 79 399 426 444];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0]];
Pik = [[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[2.9699712000000003 2.9699712000000003 2.9699712000000003 2.9699712000000003 2.9699712000000003],[2.9811726000000003 2.9811726000000003 2.9811726000000003 2.9811726000000003 2.9811726000000003],[3.9172896 3.9172896 3.9172896 3.9172896 3.9172896],[2.16027 2.16027 2.16027 2.16027 2.16027]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 283.0],[0.0 0.0 0.0 0.0 0.0 0.0 392.0],[0.0 0.0 0.0 0.0 0.0 0.0 85.0],[0.0 0.0 0.0 0.0 0.0 0.0 350.0],[0.0 0.0 0.0 0.0 0.0 0.0 62.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[9.0 10.0 8.0 10.0 11.0],[7.0 6.0 8.0 9.0 12.0],[10.0 10.0 1.0E9 9.0 15.0],[7.0 6.0 6.0 8.0 5.0]]
[[8.0 7.0 1.0E9 13.0 11.0],[0.0 0.0 0.0 0.0 0.0],[6.0 7.0 10.0 8.0 7.0],[9.0 8.0 1.0E9 10.0 11.0],[7.0 7.0 7.0 7.0 7.0]]
[[12.0 8.0 1.0E9 11.0 14.0],[7.0 6.0 11.0 11.0 7.0],[0.0 0.0 0.0 0.0 0.0],[12.0 10.0 1.0E9 12.0 8.0],[7.0 5.0 5.0 9.0 8.0]]
[[8.0 8.0 1.0E9 8.0 14.0],[7.0 10.0 9.0 7.0 7.0],[8.0 10.0 9.0 11.0 7.0],[0.0 0.0 0.0 0.0 0.0],[7.0 6.0 8.0 8.0 7.0]]
[[8.0 8.0 1.0E9 8.0 9.0],[8.0 8.0 9.0 10.0 8.0],[7.0 8.0 6.0 9.0 12.0],[8.0 9.0 1.0E9 11.0 12.0],[0.0 0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0 0.0],[9.0 10.0 8.0 10.0 11.0],[7.0 6.0 8.0 9.0 12.0],[10.0 10.0 1.0E9 9.0 15.0],[7.0 6.0 6.0 8.0 5.0]]
[[8.0 7.0 1.0E9 13.0 11.0],[0.0 0.0 0.0 0.0 0.0],[6.0 7.0 10.0 8.0 7.0],[9.0 8.0 1.0E9 10.0 11.0],[7.0 7.0 7.0 7.0 7.0]]
[[12.0 8.0 1.0E9 11.0 14.0],[7.0 6.0 11.0 11.0 7.0],[0.0 0.0 0.0 0.0 0.0],[12.0 10.0 1.0E9 12.0 8.0],[7.0 5.0 5.0 9.0 8.0]]
[[8.0 8.0 1.0E9 8.0 14.0],[7.0 10.0 9.0 7.0 7.0],[8.0 10.0 9.0 11.0 7.0],[0.0 0.0 0.0 0.0 0.0],[7.0 6.0 8.0 8.0 7.0]]
[[8.0 8.0 1.0E9 8.0 9.0],[8.0 8.0 9.0 10.0 8.0],[7.0 8.0 6.0 9.0 12.0],[8.0 9.0 1.0E9 11.0 12.0],[0.0 0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
