N = 5;
T = 14;
K = 2;
C = 146.0;
furnance = 2;
color = 5;
machines = [4 5];
products = [412 435 228 268 457];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[4.3781472 4.3781472],[4.4149518 4.4149518],[2.5059132 2.5059132],[4.128516 4.128516],[2.6659332 2.6659332]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 166.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 159.0 0.0 0.0 0.0 0.0 0.0 0.0 113.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 52.0 0.0 0.0 0.0 0.0 0.0 0.0 162.0],[0.0 0.0 0.0 0.0 0.0 0.0 68.0 0.0 0.0 0.0 0.0 0.0 0.0 165.0]];
Sijk = [[[0.0 0.0],[12.0 13.0],[6.0 6.0],[11.0 11.0],[7.0 7.0]]
[[10.0 9.0],[0.0 0.0],[7.0 6.0],[13.0 13.0],[7.0 7.0]]
[[8.0 10.0],[9.0 9.0],[0.0 0.0],[11.0 11.0],[6.0 5.0]]
[[9.0 13.0],[8.0 8.0],[7.0 7.0],[0.0 0.0],[9.0 7.0]]
[[10.0 9.0],[13.0 13.0],[5.0 8.0],[12.0 7.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[12.0 13.0],[6.0 6.0],[11.0 11.0],[7.0 7.0]]
[[10.0 9.0],[0.0 0.0],[7.0 6.0],[13.0 13.0],[7.0 7.0]]
[[8.0 10.0],[9.0 9.0],[0.0 0.0],[11.0 11.0],[6.0 5.0]]
[[9.0 13.0],[8.0 8.0],[7.0 7.0],[0.0 0.0],[9.0 7.0]]
[[10.0 9.0],[13.0 13.0],[5.0 8.0],[12.0 7.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
