N = 5;
T = 14;
K = 3;
C = 219.0;
furnance = 2;
color = 2;
machines = [4 5 6];
products = [467 171 465 438 126];
MINik = [[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0]];
MAXik = [[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 0.0],[16.0 16.0 20.0]];
Pik = [[4.4933616 4.4933616 4.4933616],[4.608576 4.608576 4.608576],[4.4933616 4.4933616 4.4933616],[4.4149518 4.4149518 4.4149518],[2.5616001600000002 2.5616001600000002 2.5616001600000002]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 230.0 0.0 0.0 0.0 0.0 0.0 0.0 172.0],[0.0 0.0 0.0 0.0 0.0 0.0 176.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 250.0 0.0 0.0 0.0 0.0 0.0 0.0 115.0],[0.0 0.0 0.0 0.0 0.0 0.0 113.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 250.0]];
Sijk = [[[0.0 0.0 0.0],[10.0 14.0 1.0E9],[13.0 13.0 1.0E9],[13.0 13.0 1.0E9],[6.0 7.0 9.0]]
[[10.0 14.0 1.0E9],[0.0 0.0 0.0],[13.0 12.0 1.0E9],[13.0 12.0 1.0E9],[9.0 7.0 6.0]]
[[13.0 9.0 1.0E9],[11.0 14.0 1.0E9],[0.0 0.0 0.0],[15.0 8.0 1.0E9],[6.0 7.0 11.0]]
[[8.0 12.0 1.0E9],[13.0 9.0 1.0E9],[12.0 9.0 1.0E9],[0.0 0.0 0.0],[6.0 8.0 10.0]]
[[12.0 14.0 1.0E9],[9.0 13.0 1.0E9],[13.0 8.0 1.0E9],[12.0 11.0 1.0E9],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[10.0 14.0 1.0E9],[13.0 13.0 1.0E9],[13.0 13.0 1.0E9],[6.0 7.0 9.0]]
[[10.0 14.0 1.0E9],[0.0 0.0 0.0],[13.0 12.0 1.0E9],[13.0 12.0 1.0E9],[9.0 7.0 6.0]]
[[13.0 9.0 1.0E9],[11.0 14.0 1.0E9],[0.0 0.0 0.0],[15.0 8.0 1.0E9],[6.0 7.0 11.0]]
[[8.0 12.0 1.0E9],[13.0 9.0 1.0E9],[12.0 9.0 1.0E9],[0.0 0.0 0.0],[6.0 8.0 10.0]]
[[12.0 14.0 1.0E9],[9.0 13.0 1.0E9],[13.0 8.0 1.0E9],[12.0 11.0 1.0E9],[0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
