N = 5;
T = 7;
K = 5;
C = 365.0;
furnance = 2;
color = 6;
machines = [4 5 6 7 8];
products = [205 176 158 257 120];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0]];
Pik = [[5.28066 5.28066 5.28066 5.28066 5.28066],[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[2.88036 2.88036 2.88036 2.88036 2.88036],[3.52044 3.52044 3.52044 3.52044 3.52044],[2.88036 2.88036 2.88036 2.88036 2.88036]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 423.0],[0.0 0.0 0.0 0.0 0.0 0.0 336.0],[0.0 0.0 0.0 0.0 0.0 0.0 368.0],[0.0 0.0 0.0 0.0 0.0 0.0 349.0],[0.0 0.0 0.0 0.0 0.0 0.0 73.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[8.0 13.0 13.0 14.0 11.0],[5.0 6.0 9.0 9.0 10.0],[10.0 10.0 1.0E9 11.0 8.0],[7.0 7.0 7.0 8.0 7.0]]
[[8.0 13.0 1.0E9 11.0 13.0],[0.0 0.0 0.0 0.0 0.0],[7.0 7.0 12.0 11.0 11.0],[9.0 7.0 1.0E9 8.0 14.0],[10.0 9.0 9.0 10.0 8.0]]
[[10.0 12.0 1.0E9 14.0 9.0],[14.0 14.0 12.0 12.0 14.0],[0.0 0.0 0.0 0.0 0.0],[7.0 10.0 1.0E9 15.0 9.0],[7.0 6.0 6.0 10.0 8.0]]
[[14.0 15.0 1.0E9 10.0 11.0],[8.0 8.0 9.0 14.0 14.0],[8.0 8.0 8.0 12.0 8.0],[0.0 0.0 0.0 0.0 0.0],[6.0 9.0 10.0 11.0 9.0]]
[[8.0 8.0 1.0E9 14.0 11.0],[8.0 8.0 11.0 12.0 10.0],[6.0 7.0 10.0 8.0 10.0],[8.0 7.0 1.0E9 10.0 12.0],[0.0 0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0 0.0],[8.0 13.0 13.0 14.0 11.0],[5.0 6.0 9.0 9.0 10.0],[10.0 10.0 1.0E9 11.0 8.0],[7.0 7.0 7.0 8.0 7.0]]
[[8.0 13.0 1.0E9 11.0 13.0],[0.0 0.0 0.0 0.0 0.0],[7.0 7.0 12.0 11.0 11.0],[9.0 7.0 1.0E9 8.0 14.0],[10.0 9.0 9.0 10.0 8.0]]
[[10.0 12.0 1.0E9 14.0 9.0],[14.0 14.0 12.0 12.0 14.0],[0.0 0.0 0.0 0.0 0.0],[7.0 10.0 1.0E9 15.0 9.0],[7.0 6.0 6.0 10.0 8.0]]
[[14.0 15.0 1.0E9 10.0 11.0],[8.0 8.0 9.0 14.0 14.0],[8.0 8.0 8.0 12.0 8.0],[0.0 0.0 0.0 0.0 0.0],[6.0 9.0 10.0 11.0 9.0]]
[[8.0 8.0 1.0E9 14.0 11.0],[8.0 8.0 11.0 12.0 10.0],[6.0 7.0 10.0 8.0 10.0],[8.0 7.0 1.0E9 10.0 12.0],[0.0 0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
