N = 5;
T = 14;
K = 4;
C = 292.0;
furnance = 2;
color = 5;
machines = [4 5 6 7];
products = [192 454 148 237 177];
MINik = [[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0]];
Pik = [[3.4820352000000003 3.4820352000000003 3.4820352000000003 3.4820352000000003],[2.6659332 2.6659332 2.6659332 2.6659332],[2.6627327999999997 2.6627327999999997 2.6627327999999997 2.6627327999999997],[2.688336 2.688336 2.688336 2.688336],[4.9094136 4.9094136 4.9094136 4.9094136]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 324.0 0.0 0.0 0.0 0.0 0.0 0.0 144.0],[0.0 0.0 0.0 0.0 0.0 0.0 110.0 0.0 0.0 0.0 0.0 0.0 0.0 179.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 331.0],[0.0 0.0 0.0 0.0 0.0 0.0 154.0 0.0 0.0 0.0 0.0 0.0 0.0 275.0],[0.0 0.0 0.0 0.0 0.0 0.0 188.0 0.0 0.0 0.0 0.0 0.0 0.0 125.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[7.0 9.0 1.0E9 8.0],[7.0 7.0 7.0 8.0],[6.0 8.0 6.0 10.0],[9.0 14.0 1.0E9 13.0]]
[[11.0 12.0 1.0E9 12.0],[0.0 0.0 0.0 0.0],[7.0 6.0 7.0 11.0],[9.0 5.0 10.0 10.0],[14.0 12.0 1.0E9 9.0]]
[[7.0 11.0 1.0E9 9.0],[5.0 9.0 1.0E9 10.0],[0.0 0.0 0.0 0.0],[8.0 9.0 9.0 10.0],[10.0 11.0 1.0E9 12.0]]
[[7.0 8.0 1.0E9 8.0],[7.0 6.0 1.0E9 7.0],[5.0 5.0 6.0 9.0],[0.0 0.0 0.0 0.0],[10.0 9.0 1.0E9 13.0]]
[[10.0 10.0 1.0E9 14.0],[7.0 7.0 1.0E9 9.0],[7.0 9.0 6.0 11.0],[5.0 7.0 8.0 8.0],[0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0],[7.0 9.0 1.0E9 8.0],[7.0 7.0 7.0 8.0],[6.0 8.0 6.0 10.0],[9.0 14.0 1.0E9 13.0]]
[[11.0 12.0 1.0E9 12.0],[0.0 0.0 0.0 0.0],[7.0 6.0 7.0 11.0],[9.0 5.0 10.0 10.0],[14.0 12.0 1.0E9 9.0]]
[[7.0 11.0 1.0E9 9.0],[5.0 9.0 1.0E9 10.0],[0.0 0.0 0.0 0.0],[8.0 9.0 9.0 10.0],[10.0 11.0 1.0E9 12.0]]
[[7.0 8.0 1.0E9 8.0],[7.0 6.0 1.0E9 7.0],[5.0 5.0 6.0 9.0],[0.0 0.0 0.0 0.0],[10.0 9.0 1.0E9 13.0]]
[[10.0 10.0 1.0E9 14.0],[7.0 7.0 1.0E9 9.0],[7.0 9.0 6.0 11.0],[5.0 7.0 8.0 8.0],[0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
