N = 5;
T = 14;
K = 4;
C = 292.0;
furnance = 2;
color = 6;
machines = [4 5 6 7];
products = [175 11 257 424 182];
MINik = [[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0]];
Pik = [[3.648456 3.648456 3.648456 3.648456],[3.84048 3.84048 3.84048 3.84048],[3.52044 3.52044 3.52044 3.52044],[4.032504 4.032504 4.032504 4.032504],[4.1541192 4.1541192 4.1541192 4.1541192]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 256.0 0.0 0.0 0.0 0.0 0.0 0.0 303.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 61.0],[0.0 0.0 0.0 0.0 0.0 0.0 101.0 0.0 0.0 0.0 0.0 0.0 0.0 322.0],[0.0 0.0 0.0 0.0 0.0 0.0 326.0 0.0 0.0 0.0 0.0 0.0 0.0 270.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 106.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[9.0 9.0 1.0E9 13.0],[8.0 7.0 1.0E9 10.0],[10.0 10.0 13.0 12.0],[11.0 13.0 1.0E9 14.0]]
[[7.0 11.0 1.0E9 14.0],[0.0 0.0 0.0 0.0],[11.0 11.0 1.0E9 8.0],[9.0 13.0 13.0 12.0],[8.0 12.0 1.0E9 14.0]]
[[7.0 11.0 1.0E9 14.0],[8.0 9.0 1.0E9 14.0],[0.0 0.0 0.0 0.0],[9.0 12.0 9.0 11.0],[12.0 13.0 1.0E9 15.0]]
[[8.0 11.0 1.0E9 14.0],[7.0 7.0 1.0E9 10.0],[12.0 9.0 1.0E9 14.0],[0.0 0.0 0.0 0.0],[8.0 11.0 1.0E9 12.0]]
[[8.0 9.0 1.0E9 11.0],[10.0 10.0 1.0E9 13.0],[7.0 8.0 1.0E9 12.0],[8.0 13.0 15.0 12.0],[0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0],[9.0 9.0 1.0E9 13.0],[8.0 7.0 1.0E9 10.0],[10.0 10.0 13.0 12.0],[11.0 13.0 1.0E9 14.0]]
[[7.0 11.0 1.0E9 14.0],[0.0 0.0 0.0 0.0],[11.0 11.0 1.0E9 8.0],[9.0 13.0 13.0 12.0],[8.0 12.0 1.0E9 14.0]]
[[7.0 11.0 1.0E9 14.0],[8.0 9.0 1.0E9 14.0],[0.0 0.0 0.0 0.0],[9.0 12.0 9.0 11.0],[12.0 13.0 1.0E9 15.0]]
[[8.0 11.0 1.0E9 14.0],[7.0 7.0 1.0E9 10.0],[12.0 9.0 1.0E9 14.0],[0.0 0.0 0.0 0.0],[8.0 11.0 1.0E9 12.0]]
[[8.0 9.0 1.0E9 11.0],[10.0 10.0 1.0E9 13.0],[7.0 8.0 1.0E9 12.0],[8.0 13.0 15.0 12.0],[0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
