N = 5;
T = 7;
K = 5;
C = 365.0;
furnance = 2;
color = 2;
machines = [4 5 6 7 8];
products = [428 465 71 423 146];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0]];
Pik = [[3.9172896 3.9172896 3.9172896 3.9172896 3.9172896],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[2.0066508 2.0066508 2.0066508 2.0066508 2.0066508],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[2.112264 2.112264 2.112264 2.112264 2.112264]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 325.0],[0.0 0.0 0.0 0.0 0.0 0.0 201.0],[0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 407.0],[0.0 0.0 0.0 0.0 0.0 0.0 128.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[12.0 14.0 1.0E9 12.0 10.0],[6.0 5.0 8.0 5.0 8.0],[14.0 11.0 12.0 8.0 10.0],[4.0 7.0 5.0 7.0 7.0]]
[[7.0 12.0 1.0E9 11.0 11.0],[0.0 0.0 0.0 0.0 0.0],[5.0 5.0 7.0 9.0 5.0],[9.0 8.0 10.0 10.0 9.0],[7.0 7.0 6.0 8.0 6.0]]
[[7.0 9.0 1.0E9 11.0 10.0],[8.0 11.0 1.0E9 11.0 15.0],[0.0 0.0 0.0 0.0 0.0],[12.0 13.0 11.0 12.0 9.0],[6.0 7.0 6.0 6.0 9.0]]
[[8.0 13.0 1.0E9 11.0 12.0],[8.0 8.0 1.0E9 12.0 8.0],[4.0 6.0 8.0 6.0 5.0],[0.0 0.0 0.0 0.0 0.0],[5.0 6.0 7.0 5.0 6.0]]
[[10.0 13.0 1.0E9 10.0 12.0],[13.0 8.0 1.0E9 11.0 11.0],[5.0 6.0 8.0 5.0 5.0],[9.0 14.0 13.0 10.0 13.0],[0.0 0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0 0.0],[12.0 14.0 1.0E9 12.0 10.0],[6.0 5.0 8.0 5.0 8.0],[14.0 11.0 12.0 8.0 10.0],[4.0 7.0 5.0 7.0 7.0]]
[[7.0 12.0 1.0E9 11.0 11.0],[0.0 0.0 0.0 0.0 0.0],[5.0 5.0 7.0 9.0 5.0],[9.0 8.0 10.0 10.0 9.0],[7.0 7.0 6.0 8.0 6.0]]
[[7.0 9.0 1.0E9 11.0 10.0],[8.0 11.0 1.0E9 11.0 15.0],[0.0 0.0 0.0 0.0 0.0],[12.0 13.0 11.0 12.0 9.0],[6.0 7.0 6.0 6.0 9.0]]
[[8.0 13.0 1.0E9 11.0 12.0],[8.0 8.0 1.0E9 12.0 8.0],[4.0 6.0 8.0 6.0 5.0],[0.0 0.0 0.0 0.0 0.0],[5.0 6.0 7.0 5.0 6.0]]
[[10.0 13.0 1.0E9 10.0 12.0],[13.0 8.0 1.0E9 11.0 11.0],[5.0 6.0 8.0 5.0 5.0],[9.0 14.0 13.0 10.0 13.0],[0.0 0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
