N = 5;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 5;
machines = [4 5 6 7 8];
products = [513 97 399 266 400];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0]];
Pik = [[4.435114319999999 4.435114319999999 4.435114319999999 4.435114319999999 4.435114319999999],[2.4003 2.4003 2.4003 2.4003 2.4003],[2.9811726000000003 2.9811726000000003 2.9811726000000003 2.9811726000000003 2.9811726000000003],[4.14643824 4.14643824 4.14643824 4.14643824 4.14643824],[3.13383168 3.13383168 3.13383168 3.13383168 3.13383168]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 407.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 138.0 0.0 0.0 0.0 0.0 0.0 0.0 419.0],[0.0 0.0 0.0 0.0 0.0 0.0 219.0 0.0 0.0 0.0 0.0 0.0 0.0 143.0],[0.0 0.0 0.0 0.0 0.0 0.0 416.0 0.0 0.0 0.0 0.0 0.0 0.0 106.0],[0.0 0.0 0.0 0.0 0.0 0.0 280.0 0.0 0.0 0.0 0.0 0.0 0.0 320.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[6.0 7.0 9.0 7.0 6.0],[8.0 10.0 12.0 7.0 11.0],[8.0 11.0 1.0E9 9.0 10.0],[8.0 6.0 7.0 12.0 11.0]]
[[10.0 14.0 1.0E9 11.0 13.0],[0.0 0.0 0.0 0.0 0.0],[5.0 8.0 7.0 12.0 11.0],[8.0 10.0 1.0E9 12.0 11.0],[6.0 6.0 8.0 11.0 10.0]]
[[12.0 13.0 1.0E9 13.0 14.0],[4.0 7.0 7.0 7.0 10.0],[0.0 0.0 0.0 0.0 0.0],[12.0 12.0 1.0E9 9.0 9.0],[7.0 10.0 9.0 9.0 10.0]]
[[8.0 8.0 1.0E9 11.0 12.0],[5.0 7.0 10.0 9.0 9.0],[7.0 9.0 7.0 10.0 12.0],[0.0 0.0 0.0 0.0 0.0],[6.0 6.0 9.0 12.0 12.0]]
[[14.0 9.0 1.0E9 9.0 15.0],[8.0 7.0 7.0 7.0 6.0],[6.0 10.0 7.0 7.0 8.0],[12.0 13.0 1.0E9 10.0 11.0],[0.0 0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0 0.0],[6.0 7.0 9.0 7.0 6.0],[8.0 10.0 12.0 7.0 11.0],[8.0 11.0 1.0E9 9.0 10.0],[8.0 6.0 7.0 12.0 11.0]]
[[10.0 14.0 1.0E9 11.0 13.0],[0.0 0.0 0.0 0.0 0.0],[5.0 8.0 7.0 12.0 11.0],[8.0 10.0 1.0E9 12.0 11.0],[6.0 6.0 8.0 11.0 10.0]]
[[12.0 13.0 1.0E9 13.0 14.0],[4.0 7.0 7.0 7.0 10.0],[0.0 0.0 0.0 0.0 0.0],[12.0 12.0 1.0E9 9.0 9.0],[7.0 10.0 9.0 9.0 10.0]]
[[8.0 8.0 1.0E9 11.0 12.0],[5.0 7.0 10.0 9.0 9.0],[7.0 9.0 7.0 10.0 12.0],[0.0 0.0 0.0 0.0 0.0],[6.0 6.0 9.0 12.0 12.0]]
[[14.0 9.0 1.0E9 9.0 15.0],[8.0 7.0 7.0 7.0 6.0],[6.0 10.0 7.0 7.0 8.0],[12.0 13.0 1.0E9 10.0 11.0],[0.0 0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
