N = 5;
T = 14;
K = 1;
C = 73.0;
furnance = 2;
color = 2;
machines = [4];
products = [423 167 190 195 136];
MINik = [[12.0],[12.0],[12.0],[12.0],[12.0]];
MAXik = [[16.0],[16.0],[16.0],[16.0],[16.0]];
Pik = [[4.4933616],[4.576572],[3.4820352000000003],[4.4933616],[2.784348]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 81.0],[0.0 0.0 0.0 0.0 0.0 0.0 80.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 71.0]];
Sijk = [[[0.0],[12.0],[7.0],[9.0],[8.0]]
[[12.0],[0.0],[11.0],[14.0],[7.0]]
[[12.0],[11.0],[0.0],[15.0],[7.0]]
[[9.0],[9.0],[10.0],[0.0],[7.0]]
[[11.0],[15.0],[6.0],[11.0],[0.0]]];
Cijk = [[[0.0],[12.0],[7.0],[9.0],[8.0]]
[[12.0],[0.0],[11.0],[14.0],[7.0]]
[[12.0],[11.0],[0.0],[15.0],[7.0]]
[[9.0],[9.0],[10.0],[0.0],[7.0]]
[[11.0],[15.0],[6.0],[11.0],[0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
