N = 10;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 3;
machines = [4 5 6 7 8];
products = [15 239 238 232 244 230 10 94 233 14];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0]];
Pik = [[3.8020752 3.8020752 3.8020752 3.8020752 3.8020752],[3.3591398399999997 3.3591398399999997 3.3591398399999997 3.3591398399999997 3.3591398399999997],[3.6292536 3.6292536 3.6292536 3.6292536 3.6292536],[3.456432 3.456432 3.456432 3.456432 3.456432],[3.3460182 3.3460182 3.3460182 3.3460182 3.3460182],[3.2452056000000002 3.2452056000000002 3.2452056000000002 3.2452056000000002 3.2452056000000002],[3.84048 3.84048 3.84048 3.84048 3.84048],[3.072384 3.072384 3.072384 3.072384 3.072384],[3.00325536 3.00325536 3.00325536 3.00325536 3.00325536],[3.84048 3.84048 3.84048 3.84048 3.84048]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 60.0 0.0 0.0 0.0 0.0 0.0 0.0 197.0],[0.0 0.0 0.0 0.0 0.0 0.0 200.0 0.0 0.0 0.0 0.0 0.0 0.0 96.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 92.0],[0.0 0.0 0.0 0.0 0.0 0.0 99.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 200.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 98.0 0.0 0.0 0.0 0.0 0.0 0.0 110.0],[0.0 0.0 0.0 0.0 0.0 0.0 127.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 205.0 0.0 0.0 0.0 0.0 0.0 0.0 200.0],[0.0 0.0 0.0 0.0 0.0 0.0 110.0 0.0 0.0 0.0 0.0 0.0 0.0 208.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[9.0 7.0 14.0 11.0 12.0],[7.0 10.0 9.0 11.0 14.0],[6.0 9.0 12.0 13.0 9.0],[7.0 9.0 11.0 8.0 9.0],[10.0 10.0 8.0 9.0 12.0],[8.0 12.0 1.0E9 10.0 12.0],[6.0 8.0 1.0E9 7.0 11.0],[6.0 7.0 8.0 8.0 8.0],[10.0 9.0 1.0E9 13.0 13.0]]
[[7.0 12.0 1.0E9 14.0 9.0],[0.0 0.0 0.0 0.0 0.0],[10.0 10.0 12.0 10.0 13.0],[10.0 7.0 12.0 14.0 14.0],[7.0 8.0 13.0 8.0 9.0],[9.0 6.0 12.0 10.0 13.0],[9.0 12.0 1.0E9 12.0 9.0],[10.0 9.0 1.0E9 11.0 10.0],[6.0 9.0 9.0 12.0 8.0],[8.0 8.0 1.0E9 11.0 15.0]]
[[10.0 9.0 1.0E9 8.0 15.0],[10.0 11.0 8.0 9.0 13.0],[0.0 0.0 0.0 0.0 0.0],[7.0 11.0 14.0 14.0 14.0],[11.0 9.0 12.0 13.0 11.0],[9.0 9.0 8.0 13.0 11.0],[7.0 10.0 1.0E9 14.0 13.0],[9.0 7.0 1.0E9 12.0 9.0],[10.0 7.0 10.0 12.0 9.0],[7.0 9.0 1.0E9 10.0 12.0]]
[[8.0 12.0 1.0E9 11.0 9.0],[8.0 7.0 13.0 8.0 13.0],[7.0 11.0 12.0 13.0 14.0],[0.0 0.0 0.0 0.0 0.0],[8.0 7.0 12.0 11.0 9.0],[10.0 6.0 8.0 13.0 7.0],[12.0 10.0 1.0E9 8.0 12.0],[9.0 9.0 1.0E9 11.0 7.0],[9.0 10.0 11.0 7.0 11.0],[10.0 7.0 1.0E9 14.0 13.0]]
[[11.0 8.0 1.0E9 11.0 15.0],[8.0 11.0 11.0 10.0 10.0],[10.0 11.0 15.0 13.0 13.0],[7.0 9.0 10.0 13.0 14.0],[0.0 0.0 0.0 0.0 0.0],[7.0 11.0 9.0 11.0 11.0],[7.0 11.0 1.0E9 10.0 10.0],[10.0 6.0 1.0E9 10.0 13.0],[10.0 8.0 10.0 7.0 12.0],[9.0 10.0 1.0E9 10.0 13.0]]
[[10.0 11.0 1.0E9 10.0 8.0],[7.0 11.0 10.0 10.0 14.0],[9.0 9.0 14.0 11.0 10.0],[11.0 11.0 9.0 10.0 13.0],[8.0 8.0 9.0 12.0 9.0],[0.0 0.0 0.0 0.0 0.0],[7.0 8.0 1.0E9 13.0 10.0],[9.0 7.0 1.0E9 7.0 8.0],[7.0 8.0 11.0 7.0 10.0],[11.0 12.0 1.0E9 10.0 13.0]]
