N = 5;
T = 7;
K = 3;
C = 219.0;
furnance = 2;
color = 1;
machines = [4 5 6];
products = [415 85 16 116 147];
MINik = [[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0],[12.0 12.0 16.0]];
MAXik = [[16.0 16.0 0.0],[16.0 16.0 20.0],[16.0 16.0 0.0],[16.0 16.0 20.0],[16.0 16.0 20.0]];
Pik = [[3.84048 3.84048 3.84048],[1.632204 1.632204 1.632204],[3.8020752 3.8020752 3.8020752],[3.456432 3.456432 3.456432],[3.48971616 3.48971616 3.48971616]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 135.0],[0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 250.0],[0.0 0.0 0.0 0.0 0.0 0.0 156.0]];
Sijk = [[[0.0 0.0 0.0],[6.0 3.0 4.0],[11.0 7.0 1.0E9],[7.0 8.0 10.0],[9.0 10.0 13.0]]
[[10.0 7.0 1.0E9],[0.0 0.0 0.0],[12.0 11.0 1.0E9],[11.0 8.0 12.0],[9.0 8.0 12.0]]
[[11.0 11.0 1.0E9],[4.0 6.0 6.0],[0.0 0.0 0.0],[11.0 7.0 9.0],[8.0 8.0 10.0]]
[[10.0 9.0 1.0E9],[5.0 4.0 7.0],[11.0 8.0 1.0E9],[0.0 0.0 0.0],[8.0 7.0 13.0]]
[[10.0 12.0 1.0E9],[4.0 5.0 4.0],[8.0 13.0 1.0E9],[7.0 10.0 9.0],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[6.0 3.0 4.0],[11.0 7.0 1.0E9],[7.0 8.0 10.0],[9.0 10.0 13.0]]
[[10.0 7.0 1.0E9],[0.0 0.0 0.0],[12.0 11.0 1.0E9],[11.0 8.0 12.0],[9.0 8.0 12.0]]
[[11.0 11.0 1.0E9],[4.0 6.0 6.0],[0.0 0.0 0.0],[11.0 7.0 9.0],[8.0 8.0 10.0]]
[[10.0 9.0 1.0E9],[5.0 4.0 7.0],[11.0 8.0 1.0E9],[0.0 0.0 0.0],[8.0 7.0 13.0]]
[[10.0 12.0 1.0E9],[4.0 5.0 4.0],[8.0 13.0 1.0E9],[7.0 10.0 9.0],[0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
