N = 10;
T = 7;
K = 4;
C = 292.0;
furnance = 2;
color = 3;
machines = [4 5 6 7];
products = [222 66 10 242 243 218 226 239 220 233];
MINik = [[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 0.0 20.0],[16.0 16.0 20.0 20.0]];
Pik = [[4.176522 4.176522 4.176522 4.176522],[2.8675584 2.8675584 2.8675584 2.8675584],[3.84048 3.84048 3.84048 3.84048],[3.3460182 3.3460182 3.3460182 3.3460182],[3.3460182 3.3460182 3.3460182 3.3460182],[2.63584944 2.63584944 2.63584944 2.63584944],[2.92068504 2.92068504 2.92068504 2.92068504],[3.3591398399999997 3.3591398399999997 3.3591398399999997 3.3591398399999997],[2.784348 2.784348 2.784348 2.784348],[3.00325536 3.00325536 3.00325536 3.00325536]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 165.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 149.0],[0.0 0.0 0.0 0.0 0.0 0.0 96.0],[0.0 0.0 0.0 0.0 0.0 0.0 160.0],[0.0 0.0 0.0 0.0 0.0 0.0 161.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 38.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[8.0 8.0 7.0 12.0],[7.0 11.0 1.0E9 13.0],[6.0 9.0 11.0 8.0],[7.0 7.0 1.0E9 9.0],[8.0 5.0 1.0E9 8.0],[7.0 8.0 7.0 7.0],[10.0 9.0 14.0 9.0],[6.0 5.0 1.0E9 8.0],[10.0 6.0 8.0 8.0]]
[[7.0 9.0 1.0E9 9.0],[0.0 0.0 0.0 0.0],[9.0 12.0 1.0E9 12.0],[7.0 10.0 9.0 8.0],[9.0 9.0 1.0E9 9.0],[8.0 9.0 1.0E9 7.0],[8.0 7.0 12.0 11.0],[7.0 7.0 8.0 10.0],[7.0 5.0 1.0E9 10.0],[6.0 9.0 12.0 12.0]]
[[8.0 8.0 1.0E9 13.0],[7.0 6.0 8.0 8.0],[0.0 0.0 0.0 0.0],[6.0 7.0 11.0 12.0],[11.0 7.0 1.0E9 10.0],[7.0 8.0 1.0E9 6.0],[6.0 8.0 8.0 7.0],[10.0 9.0 8.0 13.0],[5.0 9.0 1.0E9 11.0],[9.0 7.0 7.0 8.0]]
[[12.0 12.0 1.0E9 8.0],[9.0 9.0 7.0 10.0],[12.0 9.0 1.0E9 12.0],[0.0 0.0 0.0 0.0],[10.0 7.0 1.0E9 8.0],[8.0 9.0 1.0E9 9.0],[7.0 5.0 11.0 10.0],[10.0 11.0 9.0 13.0],[8.0 8.0 1.0E9 8.0],[7.0 5.0 10.0 12.0]]
[[10.0 9.0 1.0E9 14.0],[9.0 7.0 11.0 7.0],[10.0 12.0 1.0E9 10.0],[10.0 7.0 14.0 9.0],[0.0 0.0 0.0 0.0],[9.0 5.0 1.0E9 11.0],[9.0 8.0 9.0 8.0],[11.0 8.0 11.0 14.0],[9.0 9.0 1.0E9 7.0],[8.0 6.0 11.0 12.0]]
[[13.0 11.0 1.0E9 12.0],[6.0 8.0 11.0 9.0],[10.0 12.0 1.0E9 10.0],[7.0 9.0 13.0 11.0],[6.0 11.0 1.0E9 11.0],[0.0 0.0 0.0 0.0],[6.0 9.0 9.0 8.0],[7.0 6.0 8.0 9.0],[5.0 9.0 1.0E9 10.0],[10.0 10.0 11.0 7.0]]
[[11.0 12.0 1.0E9 15.0],[7.0 7.0 8.0 12.0],[10.0 13.0 1.0E9 14.0],[9.0 8.0 12.0 10.0],[7.0 8.0 1.0E9 8.0],[5.0 9.0 1.0E9 8.0],[0.0 0.0 0.0 0.0],[7.0 9.0 11.0 14.0],[7.0 8.0 1.0E9 8.0],[8.0 7.0 8.0 7.0]]
[[10.0 13.0 1.0E9 9.0],[9.0 8.0 7.0 11.0],[9.0 11.0 1.0E9 9.0],[11.0 8.0 13.0 10.0],[7.0 10.0 1.0E9 12.0],[5.0 7.0 1.0E9 6.0],[10.0 9.0 8.0 11.0],[0.0 0.0 0.0 0.0],[9.0 8.0 1.0E9 11.0],[9.0 9.0 10.0 10.0]]
[[8.0 13.0 1.0E9 10.0],[8.0 7.0 9.0 11.0],[9.0 12.0 1.0E9 15.0],[9.0 9.0 12.0 13.0],[11.0 9.0 1.0E9 9.0],[8.0 8.0 1.0E9 8.0],[7.0 7.0 7.0 9.0],[11.0 8.0 9.0 8.0],[0.0 0.0 0.0 0.0],[8.0 9.0 12.0 7.0]]
[[13.0 10.0 1.0E9 9.0],[10.0 8.0 11.0 7.0],[11.0 7.0 1.0E9 13.0],[11.0 9.0 8.0 11.0],[7.0 7.0 1.0E9 11.0],[8.0 7.0 1.0E9 8.0],[7.0 8.0 9.0 8.0],[9.0 9.0 10.0 12.0],[7.0 6.0 1.0E9 10.0],[0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0],[8.0 8.0 7.0 12.0],[7.0 11.0 1.0E9 13.0],[6.0 9.0 11.0 8.0],[7.0 7.0 1.0E9 9.0],[8.0 5.0 1.0E9 8.0],[7.0 8.0 7.0 7.0],[10.0 9.0 14.0 9.0],[6.0 5.0 1.0E9 8.0],[10.0 6.0 8.0 8.0]]
[[7.0 9.0 1.0E9 9.0],[0.0 0.0 0.0 0.0],[9.0 12.0 1.0E9 12.0],[7.0 10.0 9.0 8.0],[9.0 9.0 1.0E9 9.0],[8.0 9.0 1.0E9 7.0],[8.0 7.0 12.0 11.0],[7.0 7.0 8.0 10.0],[7.0 5.0 1.0E9 10.0],[6.0 9.0 12.0 12.0]]
[[8.0 8.0 1.0E9 13.0],[7.0 6.0 8.0 8.0],[0.0 0.0 0.0 0.0],[6.0 7.0 11.0 12.0],[11.0 7.0 1.0E9 10.0],[7.0 8.0 1.0E9 6.0],[6.0 8.0 8.0 7.0],[10.0 9.0 8.0 13.0],[5.0 9.0 1.0E9 11.0],[9.0 7.0 7.0 8.0]]
[[12.0 12.0 1.0E9 8.0],[9.0 9.0 7.0 10.0],[12.0 9.0 1.0E9 12.0],[0.0 0.0 0.0 0.0],[10.0 7.0 1.0E9 8.0],[8.0 9.0 1.0E9 9.0],[7.0 5.0 11.0 10.0],[10.0 11.0 9.0 13.0],[8.0 8.0 1.0E9 8.0],[7.0 5.0 10.0 12.0]]
[[10.0 9.0 1.0E9 14.0],[9.0 7.0 11.0 7.0],[10.0 12.0 1.0E9 10.0],[10.0 7.0 14.0 9.0],[0.0 0.0 0.0 0.0],[9.0 5.0 1.0E9 11.0],[9.0 8.0 9.0 8.0],[11.0 8.0 11.0 14.0],[9.0 9.0 1.0E9 7.0],[8.0 6.0 11.0 12.0]]
[[13.0 11.0 1.0E9 12.0],[6.0 8.0 11.0 9.0],[10.0 12.0 1.0E9 10.0],[7.0 9.0 13.0 11.0],[6.0 11.0 1.0E9 11.0],[0.0 0.0 0.0 0.0],[6.0 9.0 9.0 8.0],[7.0 6.0 8.0 9.0],[5.0 9.0 1.0E9 10.0],[10.0 10.0 11.0 7.0]]
[[11.0 12.0 1.0E9 15.0],[7.0 7.0 8.0 12.0],[10.0 13.0 1.0E9 14.0],[9.0 8.0 12.0 10.0],[7.0 8.0 1.0E9 8.0],[5.0 9.0 1.0E9 8.0],[0.0 0.0 0.0 0.0],[7.0 9.0 11.0 14.0],[7.0 8.0 1.0E9 8.0],[8.0 7.0 8.0 7.0]]
[[10.0 13.0 1.0E9 9.0],[9.0 8.0 7.0 11.0],[9.0 11.0 1.0E9 9.0],[11.0 8.0 13.0 10.0],[7.0 10.0 1.0E9 12.0],[5.0 7.0 1.0E9 6.0],[10.0 9.0 8.0 11.0],[0.0 0.0 0.0 0.0],[9.0 8.0 1.0E9 11.0],[9.0 9.0 10.0 10.0]]
[[8.0 13.0 1.0E9 10.0],[8.0 7.0 9.0 11.0],[9.0 12.0 1.0E9 15.0],[9.0 9.0 12.0 13.0],[11.0 9.0 1.0E9 9.0],[8.0 8.0 1.0E9 8.0],[7.0 7.0 7.0 9.0],[11.0 8.0 9.0 8.0],[0.0 0.0 0.0 0.0],[8.0 9.0 12.0 7.0]]
[[13.0 10.0 1.0E9 9.0],[10.0 8.0 11.0 7.0],[11.0 7.0 1.0E9 13.0],[11.0 9.0 8.0 11.0],[7.0 7.0 1.0E9 11.0],[8.0 7.0 1.0E9 8.0],[7.0 8.0 9.0 8.0],[9.0 9.0 10.0 12.0],[7.0 6.0 1.0E9 10.0],[0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
