N = 5;
T = 14;
K = 2;
C = 146.0;
furnance = 2;
color = 2;
machines = [4 5];
products = [467 157 171 190 187];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[4.4933616 4.4933616],[2.88036 2.88036],[4.608576 4.608576],[3.4820352000000003 3.4820352000000003],[3.6868608000000003 3.6868608000000003]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 161.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 110.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 117.0 0.0 0.0 0.0 0.0 0.0 0.0 162.0],[0.0 0.0 0.0 0.0 0.0 0.0 89.0 0.0 0.0 0.0 0.0 0.0 0.0 133.0],[0.0 0.0 0.0 0.0 0.0 0.0 161.0 0.0 0.0 0.0 0.0 0.0 0.0 94.0]];
Sijk = [[[0.0 0.0],[8.0 7.0],[13.0 12.0],[8.0 9.0],[9.0 7.0]]
[[13.0 11.0],[0.0 0.0],[12.0 12.0],[9.0 11.0],[12.0 7.0]]
[[9.0 10.0],[6.0 9.0],[0.0 0.0],[10.0 11.0],[9.0 9.0]]
[[9.0 12.0],[7.0 7.0],[12.0 14.0],[0.0 0.0],[8.0 10.0]]
[[9.0 13.0],[6.0 6.0],[15.0 11.0],[6.0 7.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[8.0 7.0],[13.0 12.0],[8.0 9.0],[9.0 7.0]]
[[13.0 11.0],[0.0 0.0],[12.0 12.0],[9.0 11.0],[12.0 7.0]]
[[9.0 10.0],[6.0 9.0],[0.0 0.0],[10.0 11.0],[9.0 9.0]]
[[9.0 12.0],[7.0 7.0],[12.0 14.0],[0.0 0.0],[8.0 10.0]]
[[9.0 13.0],[6.0 6.0],[15.0 11.0],[6.0 7.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
