N = 5;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 1;
machines = [4 5];
products = [95 16 100 260 4];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[3.072384 3.072384],[3.8020752 3.8020752],[4.32054 4.32054],[4.32054 4.32054],[4.464558 4.464558]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 117.0],[0.0 0.0 0.0 0.0 0.0 0.0 145.0],[0.0 0.0 0.0 0.0 0.0 0.0 160.0],[0.0 0.0 0.0 0.0 0.0 0.0 110.0],[0.0 0.0 0.0 0.0 0.0 0.0 114.0]];
Sijk = [[[0.0 0.0],[12.0 8.0],[10.0 9.0],[8.0 10.0],[13.0 10.0]]
[[5.0 7.0],[0.0 0.0],[12.0 9.0],[12.0 11.0],[14.0 14.0]]
[[9.0 9.0],[9.0 8.0],[0.0 0.0],[14.0 12.0],[11.0 10.0]]
[[9.0 6.0],[8.0 7.0],[11.0 8.0],[0.0 0.0],[10.0 12.0]]
[[10.0 8.0],[8.0 9.0],[11.0 8.0],[14.0 14.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[12.0 8.0],[10.0 9.0],[8.0 10.0],[13.0 10.0]]
[[5.0 7.0],[0.0 0.0],[12.0 9.0],[12.0 11.0],[14.0 14.0]]
[[9.0 9.0],[9.0 8.0],[0.0 0.0],[14.0 12.0],[11.0 10.0]]
[[9.0 6.0],[8.0 7.0],[11.0 8.0],[0.0 0.0],[10.0 12.0]]
[[10.0 8.0],[8.0 9.0],[11.0 8.0],[14.0 14.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
