N = 5;
T = 14;
K = 2;
C = 146.0;
furnance = 2;
color = 3;
machines = [4 5];
products = [13 220 21 242 14];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[3.84048 3.84048],[2.784348 2.784348],[4.7109888 4.7109888],[3.3460182 3.3460182],[3.84048 3.84048]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 158.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 163.0 0.0 0.0 0.0 0.0 0.0 0.0 160.0],[0.0 0.0 0.0 0.0 0.0 0.0 60.0 0.0 0.0 0.0 0.0 0.0 0.0 166.0],[0.0 0.0 0.0 0.0 0.0 0.0 128.0 0.0 0.0 0.0 0.0 0.0 0.0 85.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 98.0]];
Sijk = [[[0.0 0.0],[8.0 7.0],[8.0 8.0],[9.0 9.0],[10.0 10.0]]
[[11.0 10.0],[0.0 0.0],[15.0 13.0],[10.0 8.0],[9.0 11.0]]
[[12.0 10.0],[6.0 8.0],[0.0 0.0],[7.0 6.0],[10.0 8.0]]
[[8.0 7.0],[9.0 6.0],[13.0 10.0],[0.0 0.0],[7.0 8.0]]
[[9.0 8.0],[7.0 7.0],[10.0 10.0],[6.0 7.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[8.0 7.0],[8.0 8.0],[9.0 9.0],[10.0 10.0]]
[[11.0 10.0],[0.0 0.0],[15.0 13.0],[10.0 8.0],[9.0 11.0]]
[[12.0 10.0],[6.0 8.0],[0.0 0.0],[7.0 6.0],[10.0 8.0]]
[[8.0 7.0],[9.0 6.0],[13.0 10.0],[0.0 0.0],[7.0 8.0]]
[[9.0 8.0],[7.0 7.0],[10.0 10.0],[6.0 7.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
