N = 20;
T = 14;
K = 2;
C = 146.0;
furnance = 2;
color = 6;
machines = [4 5];
products = [161 256 24 466 183 182 257 258 424 117 54 115 156 23 77 139 8 55 158 3];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[4.1477184 4.1477184],[3.52044 3.52044],[4.0357044 4.0357044],[4.4933616 4.4933616],[3.744468 3.744468],[4.1541192 4.1541192],[3.52044 3.52044],[5.184648 5.184648],[4.032504 4.032504],[3.888486 3.888486],[4.390948799999999 4.390948799999999],[3.456432 3.456432],[2.496312 2.496312],[3.7252656 3.7252656],[1.856232 1.856232],[2.9379672 2.9379672],[3.36042 3.36042],[4.390948799999999 4.390948799999999],[2.88036 2.88036],[3.7739116800000003 3.7739116800000003]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0],[0.0 0.0 0.0 0.0 0.0 0.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]];
Sijk = [[[0.0 0.0],[9.0 9.0],[8.0 13.0],[10.0 10.0],[7.0 12.0],[9.0 13.0],[9.0 9.0],[9.0 14.0],[10.0 9.0],[9.0 12.0],[9.0 10.0],[7.0 9.0],[7.0 5.0],[8.0 9.0],[4.0 5.0],[9.0 8.0],[11.0 8.0],[11.0 13.0],[8.0 8.0],[12.0 11.0]]
[[13.0 12.0],[0.0 0.0],[10.0 12.0],[12.0 12.0],[11.0 12.0],[9.0 8.0],[9.0 9.0],[13.0 14.0],[7.0 10.0],[12.0 7.0],[11.0 12.0],[10.0 6.0],[7.0 8.0],[11.0 7.0],[4.0 4.0],[7.0 6.0],[6.0 10.0],[8.0 10.0],[6.0 8.0],[8.0 11.0]]
[[12.0 8.0],[9.0 10.0],[0.0 0.0],[12.0 12.0],[8.0 8.0],[13.0 7.0],[8.0 11.0],[13.0 15.0],[8.0 10.0],[11.0 10.0],[11.0 13.0],[11.0 8.0],[7.0 5.0],[7.0 10.0],[6.0 6.0],[8.0 6.0],[10.0 10.0],[11.0 13.0],[8.0 7.0],[7.0 9.0]]
[[10.0 11.0],[7.0 6.0],[10.0 10.0],[0.0 0.0],[8.0 8.0],[11.0 10.0],[12.0 11.0],[8.0 9.0],[9.0 12.0],[13.0 11.0],[14.0 12.0],[9.0 9.0],[7.0 7.0],[12.0 12.0],[5.0 6.0],[8.0 9.0],[7.0 10.0],[12.0 12.0],[7.0 6.0],[12.0 11.0]]
[[8.0 10.0],[10.0 6.0],[11.0 11.0],[14.0 14.0],[0.0 0.0],[12.0 7.0],[8.0 8.0],[8.0 10.0],[9.0 10.0],[8.0 9.0],[8.0 12.0],[11.0 11.0],[7.0 5.0],[10.0 10.0],[5.0 4.0],[8.0 9.0],[10.0 11.0],[8.0 12.0],[7.0 9.0],[9.0 12.0]]
[[12.0 13.0],[7.0 8.0],[8.0 13.0],[8.0 12.0],[10.0 9.0],[0.0 0.0],[7.0 11.0],[10.0 11.0],[12.0 7.0],[11.0 10.0],[11.0 13.0],[10.0 8.0],[6.0 6.0],[8.0 8.0],[5.0 4.0],[7.0 6.0],[11.0 7.0],[14.0 9.0],[10.0 8.0],[8.0 7.0]]
[[10.0 10.0],[6.0 8.0],[12.0 11.0],[8.0 10.0],[8.0 12.0],[12.0 10.0],[0.0 0.0],[11.0 13.0],[11.0 10.0],[10.0 7.0],[11.0 9.0],[8.0 8.0],[7.0 5.0],[10.0 7.0],[6.0 4.0],[6.0 6.0],[7.0 8.0],[12.0 11.0],[6.0 9.0],[7.0 8.0]]
