N = 14;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 5;
machines = [4 5];
products = [228 449 481 34 125 499 259 406 44 448 225 227 203 264];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[2.5059132 2.5059132],[2.24028 2.24028],[3.30793344 3.30793344],[3.1619952000000002 3.1619952000000002],[2.5616001600000002 2.5616001600000002],[2.5571196 2.5571196],[4.0453056 4.0453056],[3.84048 3.84048],[3.328416 3.328416],[2.79586944 2.79586944],[2.52447552 2.52447552],[3.13383168 3.13383168],[3.744468 3.744468],[3.9940992000000004 3.9940992000000004]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 51.0]];
Sijk = [[[0.0 0.0],[6.0 5.0],[7.0 6.0],[8.0 10.0],[8.0 7.0],[6.0 8.0],[10.0 10.0],[8.0 10.0],[10.0 6.0],[6.0 5.0],[7.0 7.0],[6.0 10.0],[7.0 11.0],[13.0 10.0]]
[[6.0 7.0],[0.0 0.0],[10.0 10.0],[6.0 9.0],[7.0 8.0],[7.0 5.0],[8.0 12.0],[12.0 10.0],[7.0 8.0],[7.0 9.0],[8.0 7.0],[7.0 9.0],[10.0 10.0],[10.0 11.0]]
[[5.0 8.0],[6.0 5.0],[0.0 0.0],[7.0 10.0],[8.0 7.0],[9.0 5.0],[12.0 8.0],[7.0 11.0],[10.0 7.0],[7.0 9.0],[5.0 5.0],[8.0 10.0],[8.0 10.0],[10.0 8.0]]
[[8.0 5.0],[7.0 7.0],[8.0 8.0],[0.0 0.0],[8.0 7.0],[5.0 6.0],[12.0 10.0],[12.0 7.0],[7.0 11.0],[6.0 8.0],[8.0 7.0],[9.0 6.0],[7.0 11.0],[11.0 11.0]]
[[6.0 6.0],[6.0 7.0],[6.0 9.0],[6.0 6.0],[0.0 0.0],[8.0 9.0],[10.0 13.0],[8.0 10.0],[8.0 8.0],[8.0 6.0],[8.0 6.0],[9.0 9.0],[9.0 11.0],[8.0 13.0]]
[[8.0 8.0],[4.0 5.0],[7.0 6.0],[8.0 9.0],[8.0 5.0],[0.0 0.0],[9.0 12.0],[11.0 12.0],[6.0 8.0],[7.0 9.0],[6.0 5.0],[7.0 9.0],[9.0 7.0],[8.0 10.0]]
[[7.0 8.0],[6.0 7.0],[8.0 9.0],[9.0 7.0],[5.0 7.0],[8.0 8.0],[0.0 0.0],[10.0 8.0],[8.0 8.0],[6.0 8.0],[8.0 6.0],[9.0 10.0],[11.0 12.0],[8.0 7.0]]
[[7.0 7.0],[6.0 7.0],[11.0 10.0],[8.0 9.0],[7.0 6.0],[5.0 7.0],[7.0 8.0],[0.0 0.0],[11.0 9.0],[6.0 9.0],[5.0 6.0],[8.0 8.0],[9.0 7.0],[11.0 8.0]]
[[8.0 8.0],[4.0 4.0],[8.0 8.0],[8.0 10.0],[6.0 7.0],[5.0 5.0],[13.0 9.0],[9.0 8.0],[0.0 0.0],[5.0 8.0],[8.0 7.0],[9.0 10.0],[9.0 10.0],[12.0 11.0]]
[[6.0 6.0],[4.0 4.0],[10.0 9.0],[8.0 6.0],[6.0 8.0],[8.0 6.0],[12.0 12.0],[13.0 9.0],[9.0 8.0],[0.0 0.0],[8.0 7.0],[7.0 8.0],[8.0 12.0],[13.0 12.0]]
[[6.0 5.0],[7.0 5.0],[6.0 7.0],[7.0 9.0],[7.0 6.0],[5.0 7.0],[12.0 13.0],[10.0 10.0],[11.0 7.0],[6.0 7.0],[0.0 0.0],[6.0 9.0],[7.0 12.0],[11.0 8.0]]
[[6.0 6.0],[5.0 7.0],[9.0 9.0],[8.0 9.0],[5.0 7.0],[6.0 8.0],[9.0 13.0],[12.0 9.0],[7.0 9.0],[7.0 7.0],[7.0 5.0],[0.0 0.0],[10.0 10.0],[13.0 11.0]]
[[6.0 6.0],[6.0 6.0],[8.0 10.0],[6.0 8.0],[8.0 7.0],[6.0 7.0],[8.0 11.0],[9.0 9.0],[9.0 6.0],[8.0 6.0],[6.0 6.0],[9.0 9.0],[0.0 0.0],[8.0 10.0]]
[[7.0 7.0],[7.0 7.0],[10.0 7.0],[10.0 9.0],[8.0 8.0],[8.0 5.0],[8.0 12.0],[12.0 8.0],[11.0 9.0],[9.0 6.0],[7.0 6.0],[10.0 7.0],[10.0 8.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[6.0 5.0],[7.0 6.0],[8.0 10.0],[8.0 7.0],[6.0 8.0],[10.0 10.0],[8.0 10.0],[10.0 6.0],[6.0 5.0],[7.0 7.0],[6.0 10.0],[7.0 11.0],[13.0 10.0]]
[[6.0 7.0],[0.0 0.0],[10.0 10.0],[6.0 9.0],[7.0 8.0],[7.0 5.0],[8.0 12.0],[12.0 10.0],[7.0 8.0],[7.0 9.0],[8.0 7.0],[7.0 9.0],[10.0 10.0],[10.0 11.0]]
[[5.0 8.0],[6.0 5.0],[0.0 0.0],[7.0 10.0],[8.0 7.0],[9.0 5.0],[12.0 8.0],[7.0 11.0],[10.0 7.0],[7.0 9.0],[5.0 5.0],[8.0 10.0],[8.0 10.0],[10.0 8.0]]
[[8.0 5.0],[7.0 7.0],[8.0 8.0],[0.0 0.0],[8.0 7.0],[5.0 6.0],[12.0 10.0],[12.0 7.0],[7.0 11.0],[6.0 8.0],[8.0 7.0],[9.0 6.0],[7.0 11.0],[11.0 11.0]]
