N = 20;
T = 14;
K = 2;
C = 146.0;
furnance = 2;
color = 5;
machines = [4 5];
products = [458 442 452 228 499 114 401 249 43 134 62 410 446 245 453 481 432 451 192 80];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[4.032504 4.032504],[3.81743712 3.81743712],[3.6639715392000003 3.6639715392000003],[2.5059132 2.5059132],[2.5571196 2.5571196],[9.6012 9.6012],[2.49887232 2.49887232],[3.1011876000000003 3.1011876000000003],[3.6868608000000003 3.6868608000000003],[2.784348 2.784348],[3.6868608000000003 3.6868608000000003],[3.46411296 3.46411296],[3.2618476800000002 3.2618476800000002],[2.5910438399999998 2.5910438399999998],[2.8227528 2.8227528],[3.30793344 3.30793344],[2.56032 2.56032],[2.5462382399999997 2.5462382399999997],[3.4820352000000003 3.4820352000000003],[3.9428928 3.9428928]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]];
Sijk = [[[0.0 0.0],[11.0 9.0],[9.0 7.0],[7.0 7.0],[9.0 5.0],[14.0 8.0],[7.0 5.0],[10.0 9.0],[9.0 7.0],[6.0 6.0],[7.0 9.0],[6.0 11.0],[10.0 6.0],[6.0 8.0],[8.0 9.0],[9.0 7.0],[5.0 7.0],[5.0 5.0],[8.0 8.0],[11.0 11.0]]
[[7.0 10.0],[0.0 0.0],[10.0 10.0],[7.0 6.0],[8.0 7.0],[11.0 10.0],[7.0 8.0],[7.0 10.0],[12.0 11.0],[7.0 9.0],[9.0 10.0],[10.0 7.0],[7.0 6.0],[5.0 6.0],[8.0 8.0],[8.0 9.0],[9.0 7.0],[7.0 8.0],[6.0 11.0],[9.0 7.0]]
[[10.0 8.0],[9.0 11.0],[0.0 0.0],[8.0 6.0],[6.0 6.0],[9.0 15.0],[5.0 5.0],[10.0 8.0],[8.0 12.0],[8.0 7.0],[12.0 9.0],[10.0 6.0],[8.0 9.0],[5.0 6.0],[5.0 8.0],[9.0 6.0],[5.0 7.0],[7.0 7.0],[9.0 10.0],[12.0 13.0]]
[[7.0 9.0],[10.0 12.0],[12.0 11.0],[0.0 0.0],[7.0 7.0],[14.0 8.0],[8.0 8.0],[7.0 8.0],[8.0 12.0],[9.0 7.0],[10.0 8.0],[8.0 9.0],[6.0 10.0],[7.0 6.0],[5.0 6.0],[8.0 11.0],[5.0 7.0],[8.0 5.0],[7.0 9.0],[12.0 9.0]]
[[10.0 13.0],[11.0 11.0],[12.0 10.0],[8.0 6.0],[0.0 0.0],[14.0 14.0],[6.0 5.0],[6.0 9.0],[9.0 11.0],[7.0 9.0],[7.0 10.0],[9.0 7.0],[9.0 9.0],[5.0 8.0],[9.0 7.0],[10.0 10.0],[5.0 8.0],[7.0 6.0],[8.0 11.0],[9.0 12.0]]
[[7.0 8.0],[8.0 9.0],[11.0 8.0],[6.0 7.0],[6.0 6.0],[0.0 0.0],[7.0 5.0],[9.0 7.0],[11.0 10.0],[8.0 6.0],[10.0 7.0],[10.0 11.0],[11.0 7.0],[6.0 8.0],[8.0 6.0],[6.0 11.0],[8.0 5.0],[9.0 9.0],[12.0 11.0],[12.0 11.0]]
[[13.0 12.0],[8.0 11.0],[12.0 11.0],[7.0 8.0],[8.0 6.0],[8.0 13.0],[0.0 0.0],[8.0 10.0],[10.0 11.0],[7.0 8.0],[10.0 7.0],[9.0 8.0],[8.0 9.0],[7.0 8.0],[9.0 6.0],[9.0 9.0],[7.0 8.0],[6.0 6.0],[9.0 7.0],[7.0 10.0]]
