N = 5;
T = 14;
K = 4;
C = 292.0;
furnance = 2;
color = 1;
machines = [4 5 6 7];
products = [87 253 127 78 425];
MINik = [[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0],[12.0 12.0 16.0 12.0]];
MAXik = [[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0],[16.0 16.0 20.0 20.0]];
Pik = [[2.0130516000000003 2.0130516000000003 2.0130516000000003 2.0130516000000003],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002],[1.856232 1.856232 1.856232 1.856232],[4.4933616 4.4933616 4.4933616 4.4933616]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 317.0 0.0 0.0 0.0 0.0 0.0 0.0 90.0],[0.0 0.0 0.0 0.0 0.0 0.0 200.0 0.0 0.0 0.0 0.0 0.0 0.0 322.0],[0.0 0.0 0.0 0.0 0.0 0.0 106.0 0.0 0.0 0.0 0.0 0.0 0.0 139.0],[0.0 0.0 0.0 0.0 0.0 0.0 178.0 0.0 0.0 0.0 0.0 0.0 0.0 95.0],[0.0 0.0 0.0 0.0 0.0 0.0 115.0 0.0 0.0 0.0 0.0 0.0 0.0 328.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[12.0 7.0 11.0 14.0],[8.0 8.0 8.0 9.0],[5.0 4.0 7.0 5.0],[13.0 11.0 14.0 10.0]]
[[6.0 7.0 5.0 5.0],[0.0 0.0 0.0 0.0],[7.0 6.0 8.0 9.0],[6.0 4.0 4.0 6.0],[8.0 8.0 10.0 13.0]]
[[5.0 5.0 6.0 8.0],[11.0 10.0 11.0 9.0],[0.0 0.0 0.0 0.0],[6.0 5.0 6.0 7.0],[8.0 11.0 10.0 11.0]]
[[7.0 5.0 6.0 5.0],[12.0 7.0 10.0 9.0],[7.0 5.0 8.0 11.0],[0.0 0.0 0.0 0.0],[9.0 13.0 14.0 14.0]]
[[5.0 7.0 8.0 8.0],[8.0 8.0 10.0 14.0],[7.0 5.0 9.0 10.0],[6.0 6.0 7.0 5.0],[0.0 0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0 0.0],[12.0 7.0 11.0 14.0],[8.0 8.0 8.0 9.0],[5.0 4.0 7.0 5.0],[13.0 11.0 14.0 10.0]]
[[6.0 7.0 5.0 5.0],[0.0 0.0 0.0 0.0],[7.0 6.0 8.0 9.0],[6.0 4.0 4.0 6.0],[8.0 8.0 10.0 13.0]]
[[5.0 5.0 6.0 8.0],[11.0 10.0 11.0 9.0],[0.0 0.0 0.0 0.0],[6.0 5.0 6.0 7.0],[8.0 11.0 10.0 11.0]]
[[7.0 5.0 6.0 5.0],[12.0 7.0 10.0 9.0],[7.0 5.0 8.0 11.0],[0.0 0.0 0.0 0.0],[9.0 13.0 14.0 14.0]]
[[5.0 7.0 8.0 8.0],[8.0 8.0 10.0 14.0],[7.0 5.0 9.0 10.0],[6.0 6.0 7.0 5.0],[0.0 0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
