N = 5;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 3;
machines = [4 5];
products = [15 235 185 222 243];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
MAXik = [[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0],[16.0 16.0]];
Pik = [[3.8020752 3.8020752],[3.1916949119999996 3.1916949119999996],[3.8276784 3.8276784],[4.176522 4.176522],[3.3460182 3.3460182]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 97.0],[0.0 0.0 0.0 0.0 0.0 0.0 167.0],[0.0 0.0 0.0 0.0 0.0 0.0 48.0],[0.0 0.0 0.0 0.0 0.0 0.0 106.0],[0.0 0.0 0.0 0.0 0.0 0.0 85.0]];
Sijk = [[[0.0 0.0],[8.0 9.0],[11.0 11.0],[12.0 8.0],[10.0 7.0]]
[[10.0 9.0],[0.0 0.0],[8.0 8.0],[8.0 7.0],[10.0 7.0]]
[[13.0 12.0],[8.0 8.0],[0.0 0.0],[12.0 10.0],[9.0 6.0]]
[[11.0 11.0],[8.0 8.0],[8.0 10.0],[0.0 0.0],[10.0 8.0]]
[[12.0 8.0],[8.0 7.0],[10.0 9.0],[7.0 8.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[8.0 9.0],[11.0 11.0],[12.0 8.0],[10.0 7.0]]
[[10.0 9.0],[0.0 0.0],[8.0 8.0],[8.0 7.0],[10.0 7.0]]
[[13.0 12.0],[8.0 8.0],[0.0 0.0],[12.0 10.0],[9.0 6.0]]
[[11.0 11.0],[8.0 8.0],[8.0 10.0],[0.0 0.0],[10.0 8.0]]
[[12.0 8.0],[8.0 7.0],[10.0 9.0],[7.0 8.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2];
