N = 23;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 2;
machines = [4 5 6 7 8];
products = [173 202 109 146 240 413 73 423 418 187 71 53 130 430 136 195 167 467 172 169 465 438 166];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0]];
Pik = [[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[4.928616 4.928616 4.928616 4.928616 4.928616],[1.12014 1.12014 1.12014 1.12014 1.12014],[2.112264 2.112264 2.112264 2.112264 2.112264],[3.2089130640000003 3.2089130640000003 3.2089130640000003 3.2089130640000003 3.2089130640000003],[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[2.128266 2.128266 2.128266 2.128266 2.128266],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[2.0066508 2.0066508 2.0066508 2.0066508 2.0066508],[1.36209024 1.36209024 1.36209024 1.36209024 1.36209024],[2.6499312 2.6499312 2.6499312 2.6499312 2.6499312],[2.9571696000000003 2.9571696000000003 2.9571696000000003 2.9571696000000003 2.9571696000000003],[2.784348 2.784348 2.784348 2.784348 2.784348],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[4.576572 4.576572 4.576572 4.576572 4.576572],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[4.576572 4.576572 4.576572 4.576572 4.576572],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[4.4149518 4.4149518 4.4149518 4.4149518 4.4149518],[5.408676 5.408676 5.408676 5.408676 5.408676]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 90.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 90.0],[0.0 0.0 0.0 0.0 0.0 0.0 90.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 71.0 0.0 0.0 0.0 0.0 0.0 0.0 71.0],[0.0 0.0 0.0 0.0 0.0 0.0 91.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0],[0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 89.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 86.0 0.0 0.0 0.0 0.0 0.0 0.0 71.0],[0.0 0.0 0.0 0.0 0.0 0.0 70.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 84.0 0.0 0.0 0.0 0.0 0.0 0.0 71.0],[0.0 0.0 0.0 0.0 0.0 0.0 90.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 89.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[12.0 14.0 1.0E9 11.0 11.0],[3.0 4.0 3.0 3.0 4.0],[5.0 5.0 7.0 6.0 6.0],[10.0 9.0 8.0 9.0 7.0],[9.0 10.0 1.0E9 14.0 8.0],[4.0 6.0 8.0 7.0 8.0],[8.0 9.0 10.0 9.0 10.0],[12.0 12.0 9.0 13.0 13.0],[10.0 8.0 1.0E9 12.0 12.0],[5.0 5.0 5.0 7.0 9.0],[4.0 4.0 5.0 4.0 3.0],[6.0 5.0 6.0 7.0 7.0],[6.0 7.0 12.0 10.0 9.0],[7.0 9.0 10.0 8.0 11.0],[10.0 14.0 1.0E9 10.0 11.0],[10.0 9.0 1.0E9 12.0 8.0],[11.0 8.0 1.0E9 10.0 9.0],[14.0 11.0 1.0E9 9.0 12.0],[14.0 9.0 1.0E9 13.0 9.0],[13.0 14.0 1.0E9 11.0 12.0],[15.0 11.0 1.0E9 14.0 10.0],[14.0 12.0 1.0E9 9.0 15.0]]
[[13.0 10.0 1.0E9 13.0 15.0],[0.0 0.0 0.0 0.0 0.0],[4.0 3.0 4.0 4.0 4.0],[6.0 5.0 8.0 5.0 8.0],[10.0 9.0 11.0 8.0 8.0],[14.0 13.0 1.0E9 12.0 10.0],[4.0 5.0 7.0 5.0 5.0],[15.0 11.0 9.0 14.0 13.0],[8.0 11.0 13.0 12.0 13.0],[9.0 9.0 1.0E9 10.0 15.0],[6.0 5.0 5.0 7.0 5.0],[4.0 4.0 5.0 4.0 4.0],[7.0 8.0 7.0 6.0 6.0],[10.0 7.0 9.0 7.0 7.0],[9.0 9.0 7.0 7.0 7.0],[8.0 13.0 1.0E9 12.0 14.0],[11.0 9.0 1.0E9 9.0 9.0],[15.0 15.0 1.0E9 14.0 15.0],[12.0 11.0 1.0E9 8.0 11.0],[13.0 9.0 1.0E9 10.0 13.0],[11.0 9.0 1.0E9 13.0 11.0],[14.0 13.0 1.0E9 11.0 9.0],[12.0 14.0 1.0E9 12.0 11.0]]
[[13.0 8.0 1.0E9 10.0 8.0],[12.0 9.0 1.0E9 8.0 9.0],[0.0 0.0 0.0 0.0 0.0],[7.0 6.0 9.0 5.0 7.0],[8.0 8.0 10.0 10.0 11.0],[10.0 11.0 1.0E9 14.0 11.0],[4.0 6.0 8.0 5.0 7.0],[15.0 10.0 11.0 12.0 9.0],[12.0 10.0 10.0 14.0 11.0],[8.0 10.0 1.0E9 9.0 11.0],[5.0 5.0 7.0 7.0 6.0],[4.0 5.0 4.0 4.0 4.0],[5.0 8.0 10.0 10.0 7.0],[6.0 7.0 11.0 10.0 8.0],[6.0 5.0 6.0 8.0 10.0],[10.0 14.0 1.0E9 12.0 10.0],[13.0 9.0 1.0E9 13.0 14.0],[11.0 12.0 1.0E9 13.0 9.0],[12.0 11.0 1.0E9 14.0 11.0],[8.0 8.0 1.0E9 8.0 14.0],[12.0 9.0 1.0E9 14.0 14.0],[11.0 10.0 1.0E9 11.0 15.0],[14.0 13.0 1.0E9 12.0 11.0]]
[[10.0 10.0 1.0E9 9.0 13.0],[8.0 10.0 1.0E9 15.0 11.0],[3.0 3.0 3.0 3.0 4.0],[0.0 0.0 0.0 0.0 0.0],[8.0 9.0 8.0 9.0 11.0],[13.0 8.0 1.0E9 11.0 12.0],[5.0 7.0 6.0 9.0 9.0],[8.0 8.0 10.0 9.0 9.0],[11.0 8.0 13.0 12.0 14.0],[7.0 8.0 1.0E9 8.0 15.0],[6.0 7.0 7.0 5.0 6.0],[4.0 4.0 4.0 4.0 3.0],[7.0 6.0 9.0 7.0 7.0],[9.0 8.0 11.0 11.0 9.0],[8.0 7.0 7.0 11.0 11.0],[9.0 9.0 1.0E9 15.0 13.0],[8.0 9.0 1.0E9 10.0 13.0],[13.0 13.0 1.0E9 15.0 11.0],[8.0 11.0 1.0E9 9.0 13.0],[13.0 12.0 1.0E9 10.0 14.0],[8.0 13.0 1.0E9 9.0 15.0],[10.0 12.0 1.0E9 14.0 10.0],[14.0 10.0 1.0E9 14.0 9.0]]
[[8.0 13.0 1.0E9 14.0 14.0],[13.0 10.0 1.0E9 13.0 10.0],[4.0 4.0 4.0 3.0 3.0],[5.0 6.0 6.0 5.0 5.0],[0.0 0.0 0.0 0.0 0.0],[9.0 8.0 1.0E9 14.0 12.0],[7.0 6.0 9.0 9.0 7.0],[9.0 12.0 14.0 12.0 11.0],[14.0 8.0 12.0 11.0 11.0],[12.0 11.0 1.0E9 10.0 12.0],[7.0 4.0 8.0 8.0 5.0],[3.0 5.0 5.0 5.0 6.0],[6.0 7.0 6.0 8.0 9.0],[9.0 9.0 10.0 8.0 12.0],[9.0 5.0 6.0 8.0 10.0],[11.0 13.0 1.0E9 12.0 12.0],[14.0 15.0 1.0E9 12.0 9.0],[9.0 9.0 1.0E9 14.0 12.0],[13.0 11.0 1.0E9 8.0 11.0],[14.0 13.0 1.0E9 11.0 13.0],[11.0 8.0 1.0E9 8.0 13.0],[13.0 13.0 1.0E9 13.0 11.0],[9.0 11.0 1.0E9 12.0 14.0]]
[[14.0 11.0 1.0E9 10.0 12.0],[8.0 13.0 1.0E9 9.0 14.0],[3.0 3.0 3.0 3.0 5.0],[5.0 7.0 5.0 7.0 6.0],[9.0 9.0 8.0 7.0 12.0],[0.0 0.0 0.0 0.0 0.0],[7.0 6.0 7.0 6.0 6.0],[9.0 12.0 14.0 10.0 14.0],[12.0 14.0 14.0 13.0 14.0],[11.0 12.0 1.0E9 12.0 8.0],[5.0 4.0 6.0 6.0 6.0],[4.0 5.0 5.0 5.0 6.0],[8.0 7.0 11.0 8.0 11.0],[8.0 9.0 8.0 12.0 11.0],[6.0 7.0 9.0 7.0 9.0],[10.0 11.0 1.0E9 13.0 13.0],[12.0 11.0 1.0E9 9.0 15.0],[12.0 9.0 1.0E9 9.0 14.0],[8.0 9.0 1.0E9 8.0 10.0],[15.0 15.0 1.0E9 10.0 13.0],[14.0 13.0 1.0E9 13.0 11.0],[13.0 12.0 1.0E9 8.0 13.0],[12.0 13.0 1.0E9 14.0 13.0]]
