N = 18;
T = 14;
K = 4;
C = 240.0;
furnance = 6;
color = 5;
machines = [17 18 19 20];
products = [336 237 310 339 312 426 314 272 80 368 295 381 249 62 278 114 450 294];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 20.0 16.0 0.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[0.0 0.0 16.0 0.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0]];
Pik = [[3.0629664000000005 3.0629664000000005 3.0629664000000005 3.0629664000000005],[2.7216 2.7216 2.7216 2.7216],[2.43 2.43 2.43 2.43],[2.375568 2.375568 2.375568 2.375568],[2.3736240000000004 2.3736240000000004 2.3736240000000004 2.3736240000000004],[3.96576 3.96576 3.96576 3.96576],[2.7216 2.7216 2.7216 2.7216],[2.87712 2.87712 2.87712 2.87712],[3.99168 3.99168 3.99168 3.99168],[2.930256 2.930256 2.930256 2.930256],[1.741824 1.741824 1.741824 1.741824],[3.379644 3.379644 3.379644 3.379644],[3.13956 3.13956 3.13956 3.13956],[3.73248 3.73248 3.73248 3.73248],[3.092904 3.092904 3.092904 3.092904],[9.72 9.72 9.72 9.72],[2.5777439999999996 2.5777439999999996 2.5777439999999996 2.5777439999999996],[1.99584 1.99584 1.99584 1.99584]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 70.0],[0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 63.0],[0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0],[0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0],[0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 63.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[10.0 7.0 6.0 4.0],[6.0 9.0 5.0 2.0],[9.0 9.0 4.0 3.0],[6.0 8.0 7.0 3.0],[1.0E9 11.0 12.0 1.0E9],[10.0 7.0 6.0 3.0],[11.0 12.0 6.0 4.0],[7.0 7.0 11.0 4.0],[8.0 7.0 9.0 4.0],[6.0 6.0 3.0 3.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[10.0 9.0 10.0 4.0],[9.0 7.0 9.0 7.0],[6.0 10.0 6.0 3.0],[8.0 7.0 6.0 3.0]]
[[12.0 7.0 8.0 4.0],[0.0 0.0 0.0 0.0],[6.0 8.0 8.0 4.0],[6.0 8.0 7.0 3.0],[6.0 8.0 5.0 3.0],[1.0E9 7.0 8.0 1.0E9],[9.0 10.0 7.0 4.0],[7.0 12.0 8.0 4.0],[8.0 8.0 10.0 6.0],[10.0 7.0 9.0 5.0],[6.0 7.0 4.0 2.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[9.0 8.0 8.0 5.0],[10.0 9.0 10.0 10.0],[10.0 7.0 8.0 3.0],[5.0 5.0 6.0 2.0]]
[[9.0 12.0 10.0 3.0],[7.0 9.0 6.0 3.0],[0.0 0.0 0.0 0.0],[7.0 7.0 6.0 4.0],[10.0 9.0 6.0 3.0],[1.0E9 12.0 8.0 1.0E9],[9.0 8.0 9.0 4.0],[8.0 8.0 6.0 3.0],[7.0 7.0 10.0 4.0],[7.0 12.0 7.0 4.0],[5.0 4.0 5.0 2.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[7.0 7.0 9.0 5.0],[7.0 8.0 7.0 12.0],[9.0 6.0 5.0 3.0],[7.0 6.0 4.0 3.0]]
[[7.0 9.0 6.0 3.0],[8.0 8.0 7.0 3.0],[9.0 9.0 7.0 4.0],[0.0 0.0 0.0 0.0],[8.0 7.0 5.0 3.0],[1.0E9 11.0 10.0 1.0E9],[8.0 7.0 6.0 3.0],[8.0 7.0 7.0 5.0],[8.0 10.0 8.0 6.0],[11.0 8.0 6.0 4.0],[4.0 5.0 4.0 3.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 9.0 1.0E9],[1.0E9 1.0E9 12.0 1.0E9],[10.0 11.0 6.0 5.0],[9.0 11.0 9.0 7.0],[8.0 8.0 5.0 3.0],[7.0 7.0 7.0 4.0]]
[[8.0 9.0 6.0 4.0],[8.0 7.0 7.0 3.0],[6.0 5.0 6.0 3.0],[7.0 7.0 5.0 4.0],[0.0 0.0 0.0 0.0],[1.0E9 12.0 9.0 1.0E9],[7.0 7.0 5.0 4.0],[11.0 7.0 7.0 5.0],[10.0 12.0 9.0 5.0],[10.0 9.0 8.0 5.0],[7.0 6.0 5.0 2.0],[1.0E9 1.0E9 11.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[7.0 7.0 7.0 5.0],[9.0 8.0 7.0 9.0],[7.0 6.0 7.0 4.0],[6.0 5.0 4.0 3.0]]
[[9.0 12.0 10.0 5.0],[7.0 8.0 9.0 5.0],[10.0 8.0 5.0 4.0],[7.0 5.0 6.0 4.0],[10.0 7.0 5.0 3.0],[0.0 0.0 0.0 0.0],[10.0 11.0 7.0 5.0],[10.0 12.0 8.0 5.0],[7.0 12.0 12.0 5.0],[10.0 12.0 6.0 3.0],[7.0 5.0 4.0 3.0],[1.0E9 1.0E9 9.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[1.0E9 1.0E9 9.0 1.0E9],[7.0 11.0 10.0 3.0],[8.0 7.0 8.0 9.0],[8.0 10.0 8.0 4.0],[5.0 7.0 6.0 3.0]]
