N = 18;
T = 14;
K = 4;
C = 240.0;
furnance = 6;
color = 1;
machines = [17 18 19 20];
products = [127 425 96 149 98 124 78 151 132 129 99 56 431 436 108 93 421 87];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[0.0 0.0 0.0 8.0],[0.0 0.0 0.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0]];
Pik = [[2.593296 2.593296 2.593296 2.593296],[4.54896 4.54896 4.54896 4.54896],[2.349 2.349 2.349 2.349],[2.69568 2.69568 2.69568 2.69568],[2.77992 2.77992 2.77992 2.77992],[2.42352 2.42352 2.42352 2.42352],[1.8792 1.8792 1.8792 1.8792],[2.4624 2.4624 2.4624 2.4624],[2.61144 2.61144 2.61144 2.61144],[2.593296 2.593296 2.593296 2.593296],[4.35456 4.35456 4.35456 4.35456],[4.212 4.212 4.212 4.212],[2.99376 2.99376 2.99376 2.99376],[4.46958 4.46958 4.46958 4.46958],[4.86 4.86 4.86 4.86],[9.234 9.234 9.234 9.234],[4.54896 4.54896 4.54896 4.54896],[2.03796 2.03796 2.03796 2.03796]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0],[0.0 0.0 0.0 0.0 0.0 0.0 72.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0],[0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0],[0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0],[0.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 59.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0],[0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[8.0 11.0 12.0 6.0],[7.0 8.0 7.0 3.0],[8.0 8.0 6.0 5.0],[10.0 9.0 8.0 4.0],[6.0 7.0 6.0 4.0],[6.0 8.0 4.0 3.0],[9.0 9.0 7.0 3.0],[10.0 9.0 6.0 3.0],[9.0 10.0 5.0 3.0],[1.0E9 1.0E9 9.0 1.0E9],[1.0E9 1.0E9 8.0 1.0E9],[12.0 12.0 8.0 5.0],[1.0E9 1.0E9 12.0 1.0E9],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 7.0],[9.0 9.0 8.0 7.0],[8.0 5.0 4.0 3.0]]
[[10.0 6.0 8.0 4.0],[0.0 0.0 0.0 0.0],[6.0 6.0 7.0 3.0],[11.0 11.0 7.0 4.0],[10.0 9.0 7.0 4.0],[7.0 6.0 5.0 4.0],[8.0 7.0 6.0 3.0],[10.0 8.0 7.0 4.0],[7.0 9.0 7.0 3.0],[11.0 9.0 7.0 3.0],[1.0E9 1.0E9 7.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[7.0 9.0 9.0 3.0],[1.0E9 1.0E9 12.0 1.0E9],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 12.0],[7.0 10.0 7.0 6.0],[7.0 7.0 5.0 3.0]]
[[8.0 10.0 5.0 4.0],[8.0 11.0 11.0 6.0],[0.0 0.0 0.0 0.0],[10.0 9.0 5.0 5.0],[9.0 7.0 6.0 5.0],[8.0 7.0 4.0 3.0],[5.0 7.0 6.0 2.0],[6.0 6.0 5.0 3.0],[8.0 9.0 7.0 3.0],[7.0 7.0 6.0 5.0],[1.0E9 1.0E9 11.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[8.0 8.0 8.0 4.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 12.0],[10.0 8.0 9.0 6.0],[6.0 7.0 4.0 3.0]]
[[9.0 8.0 6.0 3.0],[7.0 8.0 9.0 5.0],[7.0 9.0 7.0 3.0],[0.0 0.0 0.0 0.0],[7.0 11.0 6.0 4.0],[7.0 8.0 8.0 4.0],[5.0 7.0 6.0 2.0],[9.0 7.0 6.0 4.0],[10.0 11.0 5.0 4.0],[10.0 8.0 6.0 5.0],[1.0E9 1.0E9 12.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[9.0 11.0 6.0 4.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 9.0],[10.0 11.0 9.0 5.0],[7.0 7.0 7.0 4.0]]
[[7.0 9.0 8.0 4.0],[7.0 8.0 9.0 4.0],[6.0 6.0 8.0 2.0],[7.0 7.0 9.0 4.0],[0.0 0.0 0.0 0.0],[7.0 9.0 8.0 3.0],[8.0 5.0 4.0 2.0],[8.0 9.0 7.0 3.0],[10.0 6.0 5.0 3.0],[10.0 7.0 7.0 5.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[10.0 11.0 6.0 4.0],[1.0E9 1.0E9 7.0 1.0E9],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 12.0],[8.0 8.0 7.0 7.0],[6.0 7.0 4.0 3.0]]
[[6.0 8.0 5.0 4.0],[12.0 12.0 8.0 5.0],[6.0 6.0 5.0 3.0],[8.0 8.0 8.0 4.0],[7.0 9.0 9.0 4.0],[0.0 0.0 0.0 0.0],[4.0 7.0 4.0 3.0],[8.0 10.0 8.0 3.0],[10.0 8.0 6.0 4.0],[10.0 6.0 9.0 4.0],[1.0E9 1.0E9 12.0 1.0E9],[1.0E9 1.0E9 12.0 1.0E9],[11.0 9.0 7.0 4.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 1.0E9 8.0],[1.0E9 1.0E9 1.0E9 10.0],[9.0 12.0 11.0 7.0],[6.0 6.0 6.0 4.0]]
