N = 10;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 6;
machines = [4 5 6 7 8];
products = [111 419 201 424 158 54 8 258 23 256];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0]];
Pik = [[4.032504 4.032504 4.032504 4.032504 4.032504],[4.032504 4.032504 4.032504 4.032504 4.032504],[5.28066 5.28066 5.28066 5.28066 5.28066],[4.032504 4.032504 4.032504 4.032504 4.032504],[2.88036 2.88036 2.88036 2.88036 2.88036],[4.390948799999999 4.390948799999999 4.390948799999999 4.390948799999999 4.390948799999999],[3.36042 3.36042 3.36042 3.36042 3.36042],[5.184648 5.184648 5.184648 5.184648 5.184648],[3.7252656 3.7252656 3.7252656 3.7252656 3.7252656],[3.52044 3.52044 3.52044 3.52044 3.52044]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 103.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 180.0],[0.0 0.0 0.0 0.0 0.0 0.0 202.0 0.0 0.0 0.0 0.0 0.0 0.0 208.0],[0.0 0.0 0.0 0.0 0.0 0.0 129.0 0.0 0.0 0.0 0.0 0.0 0.0 207.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 82.0],[0.0 0.0 0.0 0.0 0.0 0.0 140.0 0.0 0.0 0.0 0.0 0.0 0.0 126.0],[0.0 0.0 0.0 0.0 0.0 0.0 193.0 0.0 0.0 0.0 0.0 0.0 0.0 204.0],[0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0],[0.0 0.0 0.0 0.0 0.0 0.0 202.0 0.0 0.0 0.0 0.0 0.0 0.0 119.0],[0.0 0.0 0.0 0.0 0.0 0.0 191.0 0.0 0.0 0.0 0.0 0.0 0.0 209.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[11.0 13.0 11.0 8.0 10.0],[14.0 12.0 1.0E9 10.0 13.0],[12.0 9.0 8.0 10.0 14.0],[8.0 8.0 12.0 11.0 9.0],[11.0 13.0 14.0 13.0 13.0],[9.0 7.0 9.0 10.0 10.0],[14.0 10.0 1.0E9 9.0 12.0],[9.0 12.0 1.0E9 8.0 10.0],[12.0 9.0 1.0E9 9.0 13.0]]
[[11.0 13.0 1.0E9 11.0 10.0],[0.0 0.0 0.0 0.0 0.0],[15.0 14.0 1.0E9 9.0 13.0],[8.0 10.0 13.0 12.0 9.0],[7.0 7.0 9.0 12.0 11.0],[9.0 9.0 11.0 14.0 12.0],[7.0 6.0 12.0 11.0 11.0],[11.0 12.0 1.0E9 14.0 9.0],[11.0 7.0 1.0E9 11.0 13.0],[8.0 8.0 1.0E9 11.0 10.0]]
[[8.0 13.0 1.0E9 12.0 15.0],[13.0 7.0 10.0 11.0 10.0],[0.0 0.0 0.0 0.0 0.0],[7.0 13.0 12.0 8.0 9.0],[9.0 6.0 10.0 12.0 7.0],[9.0 8.0 14.0 8.0 10.0],[11.0 7.0 8.0 9.0 12.0],[8.0 12.0 1.0E9 15.0 15.0],[11.0 10.0 1.0E9 15.0 11.0],[10.0 12.0 1.0E9 14.0 13.0]]
[[7.0 13.0 1.0E9 9.0 14.0],[9.0 8.0 15.0 10.0 13.0],[12.0 13.0 1.0E9 11.0 8.0],[0.0 0.0 0.0 0.0 0.0],[10.0 7.0 10.0 12.0 11.0],[14.0 12.0 8.0 9.0 10.0],[7.0 10.0 12.0 14.0 8.0],[11.0 15.0 1.0E9 8.0 13.0],[10.0 11.0 1.0E9 13.0 11.0],[10.0 12.0 1.0E9 8.0 13.0]]
[[10.0 9.0 1.0E9 10.0 8.0],[13.0 10.0 14.0 13.0 8.0],[12.0 12.0 1.0E9 10.0 12.0],[11.0 11.0 11.0 14.0 8.0],[0.0 0.0 0.0 0.0 0.0],[12.0 11.0 14.0 10.0 8.0],[7.0 9.0 9.0 10.0 12.0],[14.0 15.0 1.0E9 14.0 10.0],[10.0 11.0 1.0E9 15.0 9.0],[10.0 11.0 1.0E9 10.0 9.0]]
[[9.0 12.0 1.0E9 13.0 10.0],[12.0 13.0 10.0 12.0 14.0],[11.0 10.0 1.0E9 12.0 14.0],[11.0 13.0 9.0 13.0 12.0],[10.0 5.0 7.0 11.0 8.0],[0.0 0.0 0.0 0.0 0.0],[9.0 6.0 8.0 11.0 12.0],[14.0 10.0 1.0E9 9.0 11.0],[7.0 11.0 1.0E9 14.0 10.0],[12.0 10.0 1.0E9 12.0 11.0]]
