N = 23;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 5;
machines = [4 5 6 7 8];
products = [440 57 457 148 60 445 37 43 459 58 34 228 128 125 44 59 402 42 97 122 265 225 403];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0]];
Pik = [[2.80035 2.80035 2.80035 2.80035 2.80035],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[2.6659332 2.6659332 2.6659332 2.6659332 2.6659332],[2.6627327999999997 2.6627327999999997 2.6627327999999997 2.6627327999999997 2.6627327999999997],[4.3397424 4.3397424 4.3397424 4.3397424 4.3397424],[2.16027 2.16027 2.16027 2.16027 2.16027],[3.168396 3.168396 3.168396 3.168396 3.168396],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[4.032504 4.032504 4.032504 4.032504 4.032504],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[3.1619952000000002 3.1619952000000002 3.1619952000000002 3.1619952000000002 3.1619952000000002],[2.5059132 2.5059132 2.5059132 2.5059132 2.5059132],[2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002],[2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002],[3.328416 3.328416 3.328416 3.328416 3.328416],[3.456432 3.456432 3.456432 3.456432 3.456432],[2.6931366 2.6931366 2.6931366 2.6931366 2.6931366],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[2.4003 2.4003 2.4003 2.4003 2.4003],[2.6390498399999998 2.6390498399999998 2.6390498399999998 2.6390498399999998 2.6390498399999998],[4.256532 4.256532 4.256532 4.256532 4.256532],[2.52447552 2.52447552 2.52447552 2.52447552 2.52447552],[2.9379672 2.9379672 2.9379672 2.9379672 2.9379672]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 80.0],[0.0 0.0 0.0 0.0 0.0 0.0 89.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 87.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0],[0.0 0.0 0.0 0.0 0.0 0.0 69.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 88.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 88.0 0.0 0.0 0.0 0.0 0.0 0.0 92.0],[0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 80.0],[0.0 0.0 0.0 0.0 0.0 0.0 87.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 81.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 90.0],[0.0 0.0 0.0 0.0 0.0 0.0 69.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0],[0.0 0.0 0.0 0.0 0.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 91.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[7.0 8.0 1.0E9 8.0 9.0],[5.0 8.0 1.0E9 11.0 11.0],[6.0 6.0 9.0 10.0 11.0],[9.0 14.0 1.0E9 10.0 14.0],[7.0 5.0 9.0 7.0 5.0],[6.0 8.0 9.0 10.0 13.0],[12.0 8.0 1.0E9 12.0 14.0],[13.0 10.0 1.0E9 10.0 8.0],[8.0 11.0 1.0E9 11.0 14.0],[6.0 10.0 7.0 8.0 8.0],[6.0 5.0 8.0 8.0 7.0],[5.0 6.0 8.0 11.0 7.0],[6.0 7.0 7.0 6.0 10.0],[10.0 9.0 9.0 9.0 9.0],[10.0 11.0 1.0E9 10.0 13.0],[7.0 8.0 8.0 9.0 9.0],[12.0 9.0 1.0E9 11.0 14.0],[5.0 6.0 6.0 9.0 10.0],[8.0 6.0 9.0 8.0 11.0],[9.0 14.0 1.0E9 14.0 14.0],[8.0 6.0 7.0 7.0 6.0],[9.0 8.0 10.0 8.0 8.0]]
[[6.0 8.0 1.0E9 10.0 11.0],[0.0 0.0 0.0 0.0 0.0],[9.0 8.0 1.0E9 8.0 6.0],[7.0 6.0 9.0 7.0 9.0],[10.0 12.0 1.0E9 14.0 10.0],[5.0 5.0 8.0 6.0 6.0],[7.0 10.0 9.0 8.0 11.0],[9.0 7.0 1.0E9 13.0 12.0],[12.0 13.0 1.0E9 9.0 12.0],[11.0 12.0 1.0E9 12.0 8.0],[9.0 8.0 12.0 7.0 13.0],[7.0 5.0 9.0 9.0 8.0],[8.0 5.0 7.0 9.0 8.0],[6.0 8.0 9.0 7.0 6.0],[10.0 8.0 11.0 12.0 13.0],[7.0 9.0 1.0E9 8.0 8.0],[8.0 7.0 7.0 11.0 6.0],[7.0 8.0 1.0E9 15.0 9.0],[8.0 8.0 10.0 10.0 9.0],[7.0 6.0 6.0 9.0 8.0],[11.0 8.0 1.0E9 14.0 10.0],[6.0 6.0 8.0 9.0 7.0],[9.0 6.0 8.0 8.0 9.0]]
[[9.0 7.0 1.0E9 8.0 6.0],[6.0 8.0 1.0E9 14.0 10.0],[0.0 0.0 0.0 0.0 0.0],[7.0 8.0 6.0 9.0 9.0],[12.0 10.0 1.0E9 12.0 10.0],[6.0 7.0 6.0 8.0 7.0],[11.0 10.0 7.0 7.0 11.0],[11.0 8.0 1.0E9 14.0 12.0],[9.0 11.0 1.0E9 13.0 13.0],[11.0 8.0 1.0E9 13.0 10.0],[10.0 10.0 10.0 8.0 11.0],[8.0 7.0 6.0 10.0 10.0],[6.0 6.0 10.0 8.0 9.0],[6.0 8.0 9.0 10.0 8.0],[7.0 6.0 7.0 11.0 14.0],[8.0 9.0 1.0E9 11.0 12.0],[8.0 6.0 6.0 11.0 10.0],[8.0 12.0 1.0E9 11.0 12.0],[5.0 5.0 6.0 8.0 8.0],[6.0 7.0 8.0 9.0 11.0],[13.0 12.0 1.0E9 13.0 11.0],[7.0 6.0 10.0 7.0 7.0],[8.0 6.0 12.0 11.0 12.0]]
[[7.0 7.0 1.0E9 8.0 7.0],[9.0 6.0 1.0E9 10.0 8.0],[8.0 6.0 1.0E9 7.0 9.0],[0.0 0.0 0.0 0.0 0.0],[8.0 9.0 1.0E9 11.0 14.0],[5.0 5.0 5.0 5.0 7.0],[9.0 8.0 11.0 11.0 13.0],[10.0 9.0 1.0E9 9.0 11.0],[7.0 8.0 1.0E9 10.0 12.0],[11.0 11.0 1.0E9 9.0 9.0],[10.0 6.0 10.0 13.0 13.0],[7.0 5.0 6.0 6.0 6.0],[6.0 8.0 6.0 8.0 9.0],[7.0 7.0 7.0 8.0 10.0],[11.0 8.0 7.0 12.0 10.0],[7.0 11.0 1.0E9 13.0 13.0],[7.0 8.0 6.0 11.0 7.0],[10.0 9.0 1.0E9 9.0 15.0],[8.0 6.0 6.0 6.0 9.0],[5.0 8.0 7.0 9.0 6.0],[9.0 10.0 1.0E9 8.0 10.0],[8.0 5.0 10.0 6.0 7.0],[10.0 8.0 9.0 8.0 10.0]]
[[7.0 9.0 1.0E9 6.0 8.0],[9.0 11.0 1.0E9 11.0 11.0],[9.0 8.0 1.0E9 7.0 9.0],[5.0 7.0 6.0 6.0 11.0],[0.0 0.0 0.0 0.0 0.0],[5.0 7.0 6.0 7.0 8.0],[6.0 9.0 10.0 8.0 10.0],[12.0 10.0 1.0E9 15.0 13.0],[12.0 11.0 1.0E9 12.0 9.0],[7.0 11.0 1.0E9 9.0 9.0],[9.0 10.0 8.0 12.0 8.0],[7.0 6.0 6.0 8.0 8.0],[7.0 7.0 10.0 10.0 8.0],[8.0 7.0 8.0 9.0 8.0],[8.0 10.0 10.0 12.0 13.0],[7.0 10.0 1.0E9 13.0 13.0],[8.0 8.0 8.0 7.0 8.0],[11.0 7.0 1.0E9 14.0 14.0],[6.0 5.0 8.0 6.0 7.0],[5.0 6.0 11.0 8.0 8.0],[14.0 14.0 1.0E9 15.0 13.0],[7.0 5.0 6.0 9.0 7.0],[6.0 9.0 9.0 8.0 8.0]]
[[8.0 6.0 1.0E9 8.0 10.0],[8.0 8.0 1.0E9 15.0 11.0],[7.0 6.0 1.0E9 10.0 9.0],[9.0 9.0 10.0 8.0 10.0],[13.0 10.0 1.0E9 12.0 13.0],[0.0 0.0 0.0 0.0 0.0],[7.0 8.0 9.0 13.0 8.0],[11.0 7.0 1.0E9 12.0 8.0],[8.0 13.0 1.0E9 9.0 12.0],[9.0 10.0 1.0E9 9.0 10.0],[10.0 7.0 10.0 10.0 12.0],[6.0 7.0 10.0 9.0 10.0],[8.0 7.0 8.0 7.0 9.0],[5.0 9.0 9.0 8.0 6.0],[10.0 7.0 7.0 11.0 11.0],[9.0 9.0 1.0E9 14.0 10.0],[8.0 9.0 10.0 8.0 8.0],[10.0 10.0 1.0E9 10.0 13.0],[6.0 5.0 6.0 7.0 10.0],[6.0 9.0 6.0 9.0 10.0],[12.0 12.0 1.0E9 12.0 11.0],[6.0 6.0 10.0 10.0 6.0],[6.0 7.0 8.0 12.0 8.0]]
