N = 37;
T = 28;
K = 4;
C = 240.0;
furnance = 6;
color = 1;
machines = [17 18 19 20];
products = [72 123 96 85 142 149 433 124 98 147 78 164 67 135 151 69 431 421 241 427 99 118 51 101 253 76 100 443 20 26 90 251 145 28 46 260 184];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 20.0 16.0 0.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[0.0 0.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[0.0 0.0 0.0 8.0],[0.0 0.0 0.0 8.0],[0.0 0.0 0.0 8.0],[0.0 0.0 0.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 0.0 8.0],[0.0 0.0 0.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 0.0 8.0]];
Pik = [[2.1546 2.1546 2.1546 2.1546],[2.752056 2.752056 2.752056 2.752056],[2.349 2.349 2.349 2.349],[1.6524 1.6524 1.6524 1.6524],[2.56608 2.56608 2.56608 2.56608],[2.69568 2.69568 2.69568 2.69568],[2.6325 2.6325 2.6325 2.6325],[2.42352 2.42352 2.42352 2.42352],[2.77992 2.77992 2.77992 2.77992],[3.532896 3.532896 3.532896 3.532896],[1.8792 1.8792 1.8792 1.8792],[3.6936 3.6936 3.6936 3.6936],[2.48832 2.48832 2.48832 2.48832],[2.8188 2.8188 2.8188 2.8188],[2.4624 2.4624 2.4624 2.4624],[2.357424 2.357424 2.357424 2.357424],[2.99376 2.99376 2.99376 2.99376],[4.54896 4.54896 4.54896 4.54896],[3.2486184000000002 3.2486184000000002 3.2486184000000002 3.2486184000000002],[3.96576 3.96576 3.96576 3.96576],[4.35456 4.35456 4.35456 4.35456],[2.916 2.916 2.916 2.916],[3.564 3.564 3.564 3.564],[4.4631 4.4631 4.4631 4.4631],[3.73248 3.73248 3.73248 3.73248],[3.34368 3.34368 3.34368 3.34368],[4.374 4.374 4.374 4.374],[3.81024 3.81024 3.81024 3.81024],[4.86 4.86 4.86 4.86],[5.08032 5.08032 5.08032 5.08032],[4.6656 4.6656 4.6656 4.6656],[4.0824 4.0824 4.0824 4.0824],[3.14928 3.14928 3.14928 3.14928],[4.455 4.455 4.455 4.455],[4.6332 4.6332 4.6332 4.6332],[4.374 4.374 4.374 4.374],[3.7908 3.7908 3.7908 3.7908]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0],[0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[9.0 10.0 6.0 3.0],[10.0 8.0 6.0 3.0],[4.0 5.0 4.0 2.0],[8.0 8.0 7.0 5.0],[9.0 8.0 8.0 4.0],[10.0 9.0 7.0 3.0],[7.0 6.0 7.0 4.0],[10.0 10.0 5.0 3.0],[8.0 7.0 7.0 4.0],[6.0 7.0 5.0 3.0],[11.0 7.0 7.0 4.0],[7.0 6.0 8.0 4.0],[10.0 9.0 6.0 3.0],[6.0 7.0 6.0 4.0],[7.0 8.0 6.0 3.0],[10.0 7.0 8.0 5.0],[10.0 11.0 7.0 7.0],[11.0 12.0 10.0 4.0],[1.0E9 10.0 8.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[8.0 11.0 9.0 5.0],[1.0E9 1.0E9 11.0 1.0E9],[1.0E9 1.0E9 10.0 7.0],[7.0 11.0 12.0 4.0],[1.0E9 1.0E9 7.0 1.0E9],[7.0 10.0 8.0 7.0],[1.0E9 1.0E9 7.0 1.0E9],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 6.0],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 6.0],[10.0 7.0 9.0 4.0],[1.0E9 1.0E9 1.0E9 4.0],[1.0E9 1.0E9 1.0E9 6.0],[9.0 11.0 10.0 5.0],[1.0E9 1.0E9 1.0E9 5.0]]
[[7.0 9.0 7.0 4.0],[0.0 0.0 0.0 0.0],[7.0 7.0 8.0 4.0],[5.0 6.0 4.0 2.0],[9.0 7.0 7.0 3.0],[9.0 8.0 8.0 3.0],[11.0 8.0 7.0 3.0],[8.0 7.0 5.0 3.0],[9.0 9.0 8.0 4.0],[8.0 12.0 6.0 4.0],[6.0 6.0 6.0 2.0],[7.0 10.0 11.0 5.0],[6.0 8.0 6.0 3.0],[12.0 11.0 6.0 3.0],[9.0 10.0 7.0 4.0],[7.0 7.0 8.0 3.0],[7.0 9.0 5.0 3.0],[12.0 11.0 12.0 7.0],[7.0 10.0 10.0 5.0],[1.0E9 10.0 11.0 1.0E9],[1.0E9 1.0E9 8.0 1.0E9],[9.0 12.0 10.0 3.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 12.0 5.0],[12.0 8.0 12.0 4.0],[1.0E9 1.0E9 7.0 1.0E9],[12.0 7.0 7.0 4.0],[1.0E9 1.0E9 9.0 1.0E9],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 6.0],[11.0 11.0 10.0 4.0],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 6.0],[11.0 9.0 10.0 6.0],[1.0E9 1.0E9 1.0E9 5.0]]
[[7.0 9.0 7.0 3.0],[11.0 10.0 7.0 5.0],[0.0 0.0 0.0 0.0],[6.0 4.0 5.0 2.0],[7.0 8.0 6.0 4.0],[7.0 10.0 6.0 3.0],[7.0 10.0 7.0 3.0],[9.0 7.0 5.0 3.0],[7.0 8.0 9.0 4.0],[11.0 7.0 12.0 6.0],[6.0 5.0 4.0 3.0],[8.0 10.0 11.0 5.0],[6.0 9.0 8.0 3.0],[12.0 11.0 6.0 3.0],[9.0 6.0 8.0 3.0],[9.0 6.0 7.0 3.0],[8.0 11.0 6.0 5.0],[11.0 11.0 8.0 6.0],[7.0 10.0 8.0 4.0],[1.0E9 11.0 8.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[7.0 8.0 7.0 3.0],[1.0E9 1.0E9 11.0 1.0E9],[1.0E9 1.0E9 7.0 5.0],[12.0 8.0 12.0 5.0],[1.0E9 1.0E9 6.0 1.0E9],[11.0 9.0 11.0 7.0],[1.0E9 1.0E9 11.0 1.0E9],[1.0E9 1.0E9 1.0E9 8.0],[1.0E9 1.0E9 1.0E9 8.0],[1.0E9 1.0E9 1.0E9 6.0],[1.0E9 1.0E9 1.0E9 5.0],[7.0 8.0 7.0 4.0],[1.0E9 1.0E9 1.0E9 7.0],[1.0E9 1.0E9 1.0E9 6.0],[11.0 10.0 12.0 4.0],[1.0E9 1.0E9 1.0E9 5.0]]
[[6.0 8.0 6.0 3.0],[8.0 7.0 9.0 5.0],[7.0 7.0 7.0 4.0],[0.0 0.0 0.0 0.0],[6.0 7.0 5.0 3.0],[7.0 10.0 5.0 3.0],[8.0 7.0 8.0 4.0],[8.0 6.0 8.0 3.0],[9.0 6.0 7.0 3.0],[7.0 7.0 10.0 5.0],[7.0 7.0 4.0 3.0],[9.0 12.0 10.0 6.0],[10.0 9.0 8.0 3.0],[9.0 11.0 8.0 4.0],[7.0 5.0 5.0 4.0],[9.0 8.0 4.0 4.0],[10.0 12.0 9.0 4.0],[12.0 8.0 11.0 7.0],[9.0 10.0 7.0 6.0],[1.0E9 8.0 11.0 1.0E9],[1.0E9 1.0E9 8.0 1.0E9],[9.0 12.0 7.0 4.0],[1.0E9 1.0E9 11.0 1.0E9],[1.0E9 1.0E9 12.0 7.0],[12.0 12.0 10.0 5.0],[1.0E9 1.0E9 9.0 1.0E9],[12.0 7.0 12.0 7.0],[1.0E9 1.0E9 12.0 1.0E9],[1.0E9 1.0E9 1.0E9 8.0],[1.0E9 1.0E9 1.0E9 8.0],[1.0E9 1.0E9 1.0E9 4.0],[1.0E9 1.0E9 1.0E9 6.0],[10.0 12.0 6.0 4.0],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 6.0],[8.0 7.0 8.0 7.0],[1.0E9 1.0E9 1.0E9 4.0]]
[[6.0 8.0 5.0 4.0],[7.0 7.0 9.0 4.0],[8.0 9.0 5.0 3.0],[7.0 4.0 4.0 2.0],[0.0 0.0 0.0 0.0],[8.0 7.0 8.0 4.0],[10.0 11.0 7.0 4.0],[8.0 9.0 5.0 3.0],[10.0 7.0 7.0 3.0],[11.0 8.0 10.0 4.0],[5.0 5.0 7.0 3.0],[12.0 12.0 9.0 5.0],[10.0 7.0 6.0 3.0],[9.0 8.0 9.0 4.0],[7.0 8.0 5.0 4.0],[7.0 9.0 7.0 3.0],[8.0 7.0 8.0 5.0],[11.0 10.0 10.0 6.0],[12.0 11.0 7.0 5.0],[1.0E9 11.0 8.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[10.0 8.0 6.0 5.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 7.0 5.0],[9.0 9.0 12.0 4.0],[1.0E9 1.0E9 11.0 1.0E9],[11.0 8.0 12.0 7.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 1.0E9 6.0],[1.0E9 1.0E9 1.0E9 6.0],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 5.0],[9.0 10.0 9.0 5.0],[1.0E9 1.0E9 1.0E9 6.0],[1.0E9 1.0E9 1.0E9 6.0],[10.0 10.0 11.0 5.0],[1.0E9 1.0E9 1.0E9 4.0]]
[[6.0 6.0 7.0 3.0],[8.0 10.0 7.0 4.0],[9.0 7.0 7.0 3.0],[6.0 4.0 3.0 3.0],[8.0 8.0 7.0 4.0],[0.0 0.0 0.0 0.0],[8.0 8.0 6.0 4.0],[9.0 7.0 8.0 3.0],[9.0 8.0 6.0 4.0],[7.0 12.0 6.0 6.0],[5.0 7.0 5.0 2.0],[10.0 12.0 7.0 4.0],[8.0 9.0 5.0 4.0],[8.0 7.0 5.0 4.0],[9.0 10.0 6.0 4.0],[6.0 8.0 8.0 3.0],[12.0 11.0 6.0 4.0],[7.0 11.0 9.0 7.0],[8.0 7.0 8.0 5.0],[1.0E9 9.0 12.0 1.0E9],[1.0E9 1.0E9 9.0 1.0E9],[9.0 7.0 7.0 3.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 10.0 6.0],[8.0 7.0 9.0 6.0],[1.0E9 1.0E9 6.0 1.0E9],[12.0 12.0 12.0 4.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 1.0E9 6.0],[1.0E9 1.0E9 1.0E9 8.0],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 5.0],[11.0 8.0 6.0 5.0],[1.0E9 1.0E9 1.0E9 5.0],[1.0E9 1.0E9 1.0E9 8.0],[11.0 8.0 7.0 7.0],[1.0E9 1.0E9 1.0E9 5.0]]
