N = 20;
T = 56;
K = 4;
C = 240.0;
furnance = 6;
color = 5;
machines = [17 18 19 20];
products = [336 97 326 269 308 278 407 345 332 44 327 455 468 234 402 314 107 313 445 270];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 20.0 16.0 0.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 0.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0]];
Pik = [[3.0629664000000005 3.0629664000000005 3.0629664000000005 3.0629664000000005],[2.43 2.43 2.43 2.43],[3.08448 3.08448 3.08448 3.08448],[1.8792 1.8792 1.8792 1.8792],[2.66166 2.66166 2.66166 2.66166],[3.092904 3.092904 3.092904 3.092904],[3.58668 3.58668 3.58668 3.58668],[2.9808 2.9808 2.9808 2.9808],[2.67624 2.67624 2.67624 2.67624],[3.3696 3.3696 3.3696 3.3696],[2.44944 2.44944 2.44944 2.44944],[3.7179 3.7179 3.7179 3.7179],[3.973536 3.973536 3.973536 3.973536],[2.72646 2.72646 2.72646 2.72646],[2.72646 2.72646 2.72646 2.72646],[2.7216 2.7216 2.7216 2.7216],[4.86 4.86 4.86 4.86],[2.2963824 2.2963824 2.2963824 2.2963824],[2.187 2.187 2.187 2.187],[2.0295359999999993 2.0295359999999993 2.0295359999999993 2.0295359999999993]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 68.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0],[0.0 0.0 0.0 0.0 0.0 0.0 68.0 0.0 0.0 0.0 0.0 0.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0],[0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 68.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 52.0 0.0 0.0 0.0 0.0 0.0 0.0 61.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0 14.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[8.0 8.0 7.0 3.0],[11.0 12.0 9.0 5.0],[5.0 6.0 6.0 2.0],[11.0 8.0 8.0 4.0],[10.0 12.0 10.0 4.0],[1.0E9 8.0 6.0 1.0E9],[10.0 7.0 8.0 5.0],[6.0 8.0 8.0 4.0],[8.0 9.0 11.0 4.0],[6.0 9.0 8.0 3.0],[1.0E9 1.0E9 9.0 1.0E9],[1.0E9 1.0E9 12.0 1.0E9],[7.0 9.0 8.0 3.0],[11.0 7.0 9.0 4.0],[6.0 8.0 7.0 3.0],[1.0E9 1.0E9 1.0E9 7.0],[8.0 7.0 7.0 4.0],[6.0 6.0 7.0 2.0],[8.0 5.0 7.0 4.0]]
[[7.0 11.0 7.0 4.0],[0.0 0.0 0.0 0.0],[12.0 7.0 7.0 4.0],[5.0 7.0 5.0 3.0],[7.0 7.0 8.0 3.0],[11.0 9.0 9.0 4.0],[1.0E9 8.0 9.0 1.0E9],[8.0 8.0 8.0 5.0],[11.0 9.0 5.0 5.0],[10.0 9.0 7.0 4.0],[7.0 6.0 6.0 3.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[9.0 9.0 7.0 3.0],[7.0 9.0 9.0 4.0],[7.0 7.0 5.0 3.0],[1.0E9 1.0E9 1.0E9 6.0],[6.0 6.0 6.0 4.0],[5.0 5.0 7.0 4.0],[5.0 7.0 7.0 3.0]]
[[9.0 12.0 9.0 5.0],[7.0 8.0 7.0 4.0],[0.0 0.0 0.0 0.0],[6.0 7.0 4.0 3.0],[10.0 6.0 6.0 3.0],[7.0 10.0 8.0 5.0],[1.0E9 8.0 7.0 1.0E9],[9.0 12.0 8.0 5.0],[9.0 7.0 7.0 3.0],[8.0 11.0 11.0 5.0],[5.0 7.0 8.0 4.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[8.0 10.0 9.0 4.0],[8.0 10.0 8.0 4.0],[8.0 10.0 6.0 4.0],[1.0E9 1.0E9 1.0E9 6.0],[8.0 9.0 6.0 4.0],[5.0 5.0 5.0 2.0],[8.0 8.0 5.0 3.0]]
[[12.0 10.0 8.0 5.0],[9.0 6.0 6.0 4.0],[10.0 9.0 10.0 4.0],[0.0 0.0 0.0 0.0],[10.0 8.0 6.0 4.0],[10.0 8.0 10.0 5.0],[1.0E9 7.0 8.0 1.0E9],[7.0 11.0 9.0 5.0],[9.0 8.0 8.0 4.0],[7.0 12.0 7.0 3.0],[7.0 8.0 8.0 4.0],[1.0E9 1.0E9 10.0 1.0E9],[1.0E9 1.0E9 12.0 1.0E9],[10.0 8.0 6.0 4.0],[11.0 7.0 9.0 3.0],[7.0 10.0 7.0 4.0],[1.0E9 1.0E9 1.0E9 7.0],[6.0 8.0 5.0 4.0],[8.0 8.0 6.0 2.0],[8.0 6.0 7.0 4.0]]
[[9.0 9.0 7.0 3.0],[9.0 6.0 5.0 4.0],[12.0 11.0 9.0 3.0],[5.0 8.0 6.0 2.0],[0.0 0.0 0.0 0.0],[10.0 12.0 9.0 5.0],[1.0E9 8.0 11.0 1.0E9],[10.0 9.0 7.0 4.0],[6.0 6.0 5.0 3.0],[12.0 10.0 10.0 4.0],[9.0 9.0 8.0 4.0],[1.0E9 1.0E9 12.0 1.0E9],[1.0E9 1.0E9 12.0 1.0E9],[8.0 8.0 5.0 4.0],[8.0 10.0 9.0 3.0],[11.0 8.0 7.0 4.0],[1.0E9 1.0E9 1.0E9 8.0],[9.0 9.0 6.0 3.0],[9.0 9.0 7.0 3.0],[8.0 8.0 4.0 2.0]]
[[7.0 9.0 6.0 4.0],[6.0 8.0 5.0 3.0],[11.0 7.0 9.0 5.0],[4.0 8.0 6.0 3.0],[10.0 8.0 7.0 4.0],[0.0 0.0 0.0 0.0],[1.0E9 8.0 12.0 1.0E9],[10.0 8.0 5.0 3.0],[7.0 7.0 7.0 4.0],[9.0 8.0 7.0 5.0],[9.0 8.0 6.0 3.0],[1.0E9 1.0E9 8.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[8.0 10.0 6.0 4.0],[10.0 9.0 6.0 4.0],[10.0 7.0 8.0 5.0],[1.0E9 1.0E9 1.0E9 8.0],[8.0 8.0 6.0 3.0],[5.0 6.0 6.0 2.0],[8.0 9.0 4.0 3.0]]
