N = 10;
T = 56;
K = 4;
C = 240.0;
furnance = 6;
color = 2;
machines = [17 18 19 20];
products = [73 71 146 430 157 130 240 126 423 136];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0]];
Pik = [[2.1546 2.1546 2.1546 2.1546],[2.03148 2.03148 2.03148 2.03148],[2.1384 2.1384 2.1384 2.1384],[2.99376 2.99376 2.99376 2.99376],[2.916 2.916 2.916 2.916],[2.68272 2.68272 2.68272 2.68272],[3.2486184000000002 3.2486184000000002 3.2486184000000002 3.2486184000000002],[2.593296 2.593296 2.593296 2.593296],[4.54896 4.54896 4.54896 4.54896],[2.8188 2.8188 2.8188 2.8188]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 48.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 96.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 0.0 0.0 0.0 0.0 0.0 104.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 117.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 102.0 0.0 0.0 0.0 0.0 0.0 0.0 82.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 88.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0 0.0 0.0 0.0 0.0 0.0 0.0 134.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0 0.0 0.0 0.0 0.0 0.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0 0.0 135.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 111.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 111.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 128.0],[0.0 0.0 0.0 0.0 0.0 0.0 111.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 94.0 0.0 0.0 0.0 0.0 0.0 0.0 136.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 133.0 0.0 0.0 0.0 0.0 0.0 0.0 60.0 0.0 0.0 0.0 0.0 0.0 0.0 111.0],[0.0 0.0 0.0 0.0 0.0 0.0 131.0 0.0 0.0 0.0 0.0 0.0 0.0 134.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 124.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 124.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 99.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 107.0 0.0 0.0 0.0 0.0 0.0 0.0 133.0 0.0 0.0 0.0 0.0 0.0 0.0 135.0],[0.0 0.0 0.0 0.0 0.0 0.0 135.0 0.0 0.0 0.0 0.0 0.0 0.0 133.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0 0.0 0.0 0.0 0.0 0.0 0.0 131.0 0.0 0.0 0.0 0.0 0.0 0.0 128.0 0.0 0.0 0.0 0.0 0.0 0.0 133.0],[0.0 0.0 0.0 0.0 0.0 0.0 137.0 0.0 0.0 0.0 0.0 0.0 0.0 128.0 0.0 0.0 0.0 0.0 0.0 0.0 134.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0 0.0 0.0 0.0 0.0 0.0 0.0 81.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[7.0 5.0 7.0 3.0],[5.0 6.0 4.0 4.0],[12.0 12.0 7.0 4.0],[6.0 9.0 6.0 4.0],[11.0 10.0 5.0 5.0],[11.0 9.0 7.0 4.0],[7.0 7.0 6.0 3.0],[10.0 11.0 9.0 5.0],[10.0 7.0 7.0 3.0]]
[[7.0 8.0 7.0 4.0],[0.0 0.0 0.0 0.0],[7.0 9.0 5.0 3.0],[10.0 7.0 9.0 5.0],[10.0 11.0 7.0 5.0],[10.0 11.0 5.0 3.0],[12.0 8.0 9.0 3.0],[11.0 7.0 7.0 3.0],[12.0 10.0 9.0 5.0],[8.0 7.0 6.0 5.0]]
[[7.0 8.0 4.0 3.0],[8.0 5.0 5.0 3.0],[0.0 0.0 0.0 0.0],[6.0 10.0 7.0 4.0],[12.0 6.0 9.0 3.0],[7.0 10.0 7.0 5.0],[12.0 10.0 7.0 4.0],[8.0 10.0 6.0 3.0],[9.0 7.0 9.0 6.0],[8.0 9.0 9.0 5.0]]
[[5.0 8.0 6.0 3.0],[7.0 5.0 6.0 2.0],[6.0 6.0 6.0 3.0],[0.0 0.0 0.0 0.0],[8.0 12.0 6.0 3.0],[11.0 7.0 6.0 4.0],[12.0 8.0 6.0 5.0],[7.0 6.0 6.0 4.0],[10.0 9.0 8.0 6.0],[7.0 11.0 8.0 4.0]]
[[8.0 7.0 7.0 3.0],[8.0 5.0 6.0 4.0],[6.0 8.0 7.0 3.0],[11.0 11.0 9.0 5.0],[0.0 0.0 0.0 0.0],[7.0 7.0 8.0 4.0],[11.0 7.0 10.0 5.0],[6.0 10.0 8.0 4.0],[9.0 10.0 8.0 4.0],[10.0 10.0 9.0 4.0]]
[[8.0 6.0 7.0 3.0],[7.0 6.0 5.0 3.0],[5.0 8.0 7.0 4.0],[8.0 9.0 5.0 5.0],[12.0 9.0 10.0 4.0],[0.0 0.0 0.0 0.0],[8.0 12.0 6.0 3.0],[7.0 9.0 7.0 4.0],[10.0 8.0 11.0 5.0],[7.0 9.0 7.0 4.0]]
