N = 10;
T = 14;
K = 4;
C = 240.0;
furnance = 6;
color = 5;
machines = [17 18 19 20];
products = [280 340 308 306 296 313 128 491 323 403];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0]];
Pik = [[2.8674 2.8674 2.8674 2.8674],[2.95488 2.95488 2.95488 2.95488],[2.66166 2.66166 2.66166 2.66166],[2.4543 2.4543 2.4543 2.4543],[2.56608 2.56608 2.56608 2.56608],[2.2963824 2.2963824 2.2963824 2.2963824],[2.593296 2.593296 2.593296 2.593296],[3.524472 3.524472 3.524472 3.524472],[2.69892 2.69892 2.69892 2.69892],[2.97432 2.97432 2.97432 2.97432]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 91.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 102.0 0.0 0.0 0.0 0.0 0.0 0.0 59.0],[0.0 0.0 0.0 0.0 0.0 0.0 130.0 0.0 0.0 0.0 0.0 0.0 0.0 135.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 80.0 0.0 0.0 0.0 0.0 0.0 0.0 80.0],[0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0],[0.0 0.0 0.0 0.0 0.0 0.0 135.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0],[0.0 0.0 0.0 0.0 0.0 0.0 103.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 95.0 0.0 0.0 0.0 0.0 0.0 0.0 134.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[7.0 11.0 8.0 4.0],[9.0 7.0 8.0 4.0],[8.0 9.0 8.0 3.0],[10.0 10.0 8.0 4.0],[5.0 8.0 6.0 4.0],[8.0 6.0 7.0 3.0],[1.0E9 1.0E9 6.0 1.0E9],[7.0 8.0 6.0 5.0],[12.0 11.0 6.0 5.0]]
[[7.0 11.0 9.0 3.0],[0.0 0.0 0.0 0.0],[7.0 6.0 8.0 3.0],[8.0 7.0 7.0 2.0],[10.0 10.0 5.0 4.0],[8.0 10.0 6.0 4.0],[10.0 9.0 7.0 5.0],[1.0E9 1.0E9 7.0 1.0E9],[10.0 7.0 7.0 4.0],[10.0 10.0 6.0 3.0]]
[[7.0 8.0 8.0 4.0],[9.0 12.0 6.0 3.0],[0.0 0.0 0.0 0.0],[9.0 9.0 7.0 4.0],[9.0 6.0 5.0 3.0],[8.0 9.0 5.0 2.0],[9.0 6.0 9.0 4.0],[1.0E9 1.0E9 7.0 1.0E9],[8.0 9.0 7.0 5.0],[10.0 10.0 10.0 3.0]]
[[9.0 7.0 9.0 5.0],[10.0 7.0 6.0 5.0],[6.0 10.0 9.0 4.0],[0.0 0.0 0.0 0.0],[10.0 6.0 6.0 3.0],[8.0 8.0 6.0 3.0],[7.0 7.0 7.0 3.0],[1.0E9 1.0E9 8.0 1.0E9],[11.0 8.0 8.0 4.0],[10.0 11.0 8.0 5.0]]
[[8.0 11.0 5.0 5.0],[8.0 12.0 5.0 5.0],[6.0 6.0 5.0 3.0],[8.0 6.0 5.0 3.0],[0.0 0.0 0.0 0.0],[7.0 6.0 5.0 3.0],[10.0 10.0 5.0 5.0],[1.0E9 1.0E9 11.0 1.0E9],[7.0 8.0 7.0 4.0],[9.0 11.0 7.0 3.0]]
[[9.0 10.0 7.0 5.0],[9.0 7.0 10.0 4.0],[10.0 11.0 5.0 4.0],[8.0 8.0 8.0 3.0],[7.0 8.0 5.0 4.0],[0.0 0.0 0.0 0.0],[11.0 6.0 5.0 4.0],[1.0E9 1.0E9 7.0 1.0E9],[11.0 8.0 8.0 3.0],[7.0 11.0 6.0 3.0]]
