N = 10;
T = 56;
K = 3;
C = 135.0;
furnance = 1;
color = 1;
machines = [1 2 3];
products = [12 421 113 143 22 425 76 45 415 163];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 0.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0]];
Pik = [[3.888 3.888 3.888],[4.54896 4.54896 4.54896],[4.86 4.86 4.86],[1.32192 1.32192 1.32192],[4.76928 4.76928 4.76928],[4.54896 4.54896 4.54896],[3.34368 3.34368 3.34368],[3.3696 3.3696 3.3696],[3.888 3.888 3.888],[3.6936 3.6936 3.6936]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0],[0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 77.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 77.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0],[0.0 0.0 0.0 0.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0],[0.0 0.0 0.0 0.0 0.0 0.0 61.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 61.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 61.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0],[0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 77.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 77.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 73.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0 0.0 0.0 0.0 0.0 0.0 0.0 77.0]];
Sijk = [[[0.0 0.0 0.0],[9.0 4.0 8.0],[7.0 7.0 1.0E9],[3.0 2.0 1.0E9],[7.0 5.0 6.0],[6.0 4.0 9.0],[1.0E9 4.0 5.0],[6.0 1.0E9 6.0],[1.0E9 5.0 7.0],[9.0 3.0 8.0]]
[[7.0 7.0 5.0],[0.0 0.0 0.0],[8.0 5.0 1.0E9],[3.0 2.0 1.0E9],[7.0 5.0 9.0],[9.0 8.0 5.0],[1.0E9 5.0 6.0],[8.0 1.0E9 5.0],[1.0E9 4.0 6.0],[5.0 5.0 7.0]]
[[7.0 6.0 6.0],[9.0 8.0 7.0],[0.0 0.0 0.0],[3.0 2.0 1.0E9],[7.0 8.0 6.0],[7.0 7.0 9.0],[1.0E9 5.0 7.0],[9.0 1.0E9 6.0],[1.0E9 6.0 7.0],[9.0 5.0 5.0]]
[[7.0 5.0 6.0],[6.0 7.0 6.0],[6.0 6.0 1.0E9],[0.0 0.0 0.0],[6.0 6.0 9.0],[6.0 6.0 9.0],[1.0E9 5.0 9.0],[6.0 1.0E9 5.0],[1.0E9 6.0 8.0],[6.0 6.0 6.0]]
[[9.0 5.0 8.0],[7.0 4.0 7.0],[8.0 6.0 1.0E9],[3.0 2.0 1.0E9],[0.0 0.0 0.0],[7.0 6.0 6.0],[1.0E9 4.0 8.0],[7.0 1.0E9 8.0],[1.0E9 5.0 6.0],[6.0 4.0 9.0]]
[[7.0 6.0 9.0],[8.0 6.0 6.0],[8.0 7.0 1.0E9],[4.0 2.0 1.0E9],[9.0 4.0 5.0],[0.0 0.0 0.0],[1.0E9 4.0 7.0],[6.0 1.0E9 5.0],[1.0E9 6.0 6.0],[5.0 5.0 7.0]]
[[6.0 6.0 8.0],[8.0 5.0 5.0],[6.0 5.0 1.0E9],[4.0 2.0 1.0E9],[9.0 8.0 9.0],[6.0 6.0 7.0],[0.0 0.0 0.0],[9.0 1.0E9 8.0],[1.0E9 6.0 8.0],[8.0 4.0 8.0]]
