N = 10;
T = 28;
K = 5;
C = 365.0;
furnance = 2;
color = 5;
machines = [4 5 6 7 8];
products = [450 234 416 435 405 44 402 34 228 177];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0]];
Pik = [[2.5462382399999997 2.5462382399999997 2.5462382399999997 2.5462382399999997 2.5462382399999997],[2.6931366 2.6931366 2.6931366 2.6931366 2.6931366],[3.392424 3.392424 3.392424 3.392424 3.392424],[4.4149518 4.4149518 4.4149518 4.4149518 4.4149518],[2.72034 2.72034 2.72034 2.72034 2.72034],[3.328416 3.328416 3.328416 3.328416 3.328416],[2.6931366 2.6931366 2.6931366 2.6931366 2.6931366],[3.1619952000000002 3.1619952000000002 3.1619952000000002 3.1619952000000002 3.1619952000000002],[2.5059132 2.5059132 2.5059132 2.5059132 2.5059132],[4.9094136 4.9094136 4.9094136 4.9094136 4.9094136]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 81.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 202.0],[0.0 0.0 0.0 0.0 0.0 0.0 112.0 0.0 0.0 0.0 0.0 0.0 0.0 206.0 0.0 0.0 0.0 0.0 0.0 0.0 86.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0],[0.0 0.0 0.0 0.0 0.0 0.0 97.0 0.0 0.0 0.0 0.0 0.0 0.0 151.0 0.0 0.0 0.0 0.0 0.0 0.0 97.0 0.0 0.0 0.0 0.0 0.0 0.0 54.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 70.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 206.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 201.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 207.0 0.0 0.0 0.0 0.0 0.0 0.0 203.0 0.0 0.0 0.0 0.0 0.0 0.0 211.0 0.0 0.0 0.0 0.0 0.0 0.0 204.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 155.0 0.0 0.0 0.0 0.0 0.0 0.0 163.0],[0.0 0.0 0.0 0.0 0.0 0.0 141.0 0.0 0.0 0.0 0.0 0.0 0.0 205.0 0.0 0.0 0.0 0.0 0.0 0.0 210.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 136.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 205.0],[0.0 0.0 0.0 0.0 0.0 0.0 209.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 0.0 0.0 0.0 0.0 0.0 78.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[8.0 5.0 9.0 10.0 10.0],[10.0 9.0 1.0E9 13.0 9.0],[12.0 12.0 1.0E9 11.0 12.0],[5.0 7.0 7.0 9.0 9.0],[7.0 11.0 13.0 14.0 10.0],[7.0 6.0 11.0 11.0 10.0],[10.0 6.0 13.0 12.0 12.0],[6.0 6.0 8.0 7.0 6.0],[14.0 15.0 1.0E9 9.0 12.0]]
[[7.0 6.0 6.0 8.0 9.0],[0.0 0.0 0.0 0.0 0.0],[11.0 7.0 1.0E9 9.0 7.0],[8.0 14.0 1.0E9 12.0 14.0],[8.0 9.0 11.0 7.0 8.0],[9.0 8.0 12.0 9.0 7.0],[6.0 6.0 11.0 10.0 7.0],[9.0 7.0 11.0 12.0 11.0],[5.0 5.0 10.0 7.0 9.0],[9.0 14.0 1.0E9 14.0 13.0]]
[[5.0 5.0 9.0 7.0 8.0],[7.0 8.0 9.0 8.0 7.0],[0.0 0.0 0.0 0.0 0.0],[13.0 10.0 1.0E9 13.0 9.0],[8.0 6.0 6.0 10.0 9.0],[11.0 11.0 8.0 11.0 10.0],[9.0 9.0 7.0 8.0 9.0],[10.0 9.0 11.0 8.0 7.0],[5.0 5.0 7.0 6.0 7.0],[9.0 12.0 1.0E9 11.0 15.0]]
[[7.0 5.0 9.0 8.0 7.0],[5.0 9.0 10.0 8.0 8.0],[11.0 7.0 1.0E9 13.0 10.0],[0.0 0.0 0.0 0.0 0.0],[8.0 7.0 7.0 11.0 6.0],[11.0 11.0 12.0 10.0 10.0],[5.0 8.0 9.0 10.0 10.0],[9.0 6.0 9.0 8.0 10.0],[7.0 7.0 9.0 10.0 8.0],[9.0 13.0 1.0E9 13.0 9.0]]
[[5.0 8.0 10.0 6.0 8.0],[7.0 5.0 9.0 7.0 11.0],[7.0 8.0 1.0E9 13.0 11.0],[12.0 15.0 1.0E9 9.0 10.0],[0.0 0.0 0.0 0.0 0.0],[8.0 9.0 13.0 10.0 12.0],[6.0 6.0 7.0 8.0 10.0],[9.0 9.0 11.0 11.0 12.0],[8.0 6.0 7.0 6.0 9.0],[10.0 14.0 1.0E9 12.0 9.0]]
[[7.0 7.0 9.0 7.0 8.0],[6.0 5.0 10.0 11.0 7.0],[10.0 8.0 1.0E9 11.0 11.0],[10.0 9.0 1.0E9 9.0 13.0],[8.0 5.0 7.0 11.0 7.0],[0.0 0.0 0.0 0.0 0.0],[6.0 6.0 8.0 9.0 6.0],[10.0 7.0 12.0 8.0 12.0],[6.0 6.0 9.0 10.0 7.0],[8.0 14.0 1.0E9 9.0 11.0]]
