N = 20;
T = 28;
K = 3;
C = 135.0;
furnance = 1;
color = 1;
machines = [1 2 3];
products = [46 22 50 164 118 45 151 27 421 179 142 89 87 38 16 260 443 121 51 63];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 0.0 16.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 0.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0]];
Pik = [[4.6332 4.6332 4.6332],[4.76928 4.76928 4.76928],[3.3048 3.3048 3.3048],[3.6936 3.6936 3.6936],[2.916 2.916 2.916],[3.3696 3.3696 3.3696],[2.4624 2.4624 2.4624],[4.35456 4.35456 4.35456],[4.54896 4.54896 4.54896],[4.97016 4.97016 4.97016],[2.56608 2.56608 2.56608],[4.49064 4.49064 4.49064],[2.03796 2.03796 2.03796],[5.346 5.346 5.346],[3.84912 3.84912 3.84912],[4.374 4.374 4.374],[3.81024 3.81024 3.81024],[2.916 2.916 2.916],[3.564 3.564 3.564],[3.73248 3.73248 3.73248]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0],[0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0]];
Sijk = [[[0.0 0.0 0.0],[8.0 6.0 8.0],[8.0 5.0 1.0E9],[8.0 6.0 9.0],[8.0 3.0 8.0],[8.0 1.0E9 6.0],[6.0 4.0 7.0],[9.0 4.0 1.0E9],[9.0 5.0 9.0],[9.0 7.0 1.0E9],[7.0 3.0 5.0],[1.0E9 7.0 6.0],[4.0 3.0 5.0],[7.0 8.0 1.0E9],[8.0 5.0 8.0],[8.0 1.0E9 9.0],[1.0E9 5.0 5.0],[9.0 4.0 9.0],[1.0E9 5.0 6.0],[1.0E9 6.0 6.0]]
[[5.0 8.0 1.0E9],[0.0 0.0 0.0],[6.0 3.0 1.0E9],[8.0 6.0 8.0],[6.0 4.0 8.0],[7.0 1.0E9 9.0],[7.0 4.0 6.0],[5.0 5.0 1.0E9],[9.0 5.0 8.0],[9.0 6.0 1.0E9],[5.0 4.0 9.0],[1.0E9 7.0 5.0],[4.0 4.0 5.0],[6.0 5.0 1.0E9],[8.0 4.0 8.0],[5.0 1.0E9 8.0],[1.0E9 5.0 5.0],[6.0 3.0 6.0],[1.0E9 6.0 8.0],[1.0E9 5.0 9.0]]
[[6.0 5.0 1.0E9],[7.0 5.0 7.0],[0.0 0.0 0.0],[8.0 6.0 9.0],[8.0 4.0 9.0],[6.0 1.0E9 8.0],[7.0 3.0 7.0],[9.0 5.0 1.0E9],[7.0 5.0 6.0],[7.0 8.0 1.0E9],[6.0 3.0 7.0],[1.0E9 7.0 5.0],[5.0 4.0 5.0],[9.0 9.0 1.0E9],[8.0 4.0 6.0],[9.0 1.0E9 6.0],[1.0E9 4.0 6.0],[9.0 5.0 9.0],[1.0E9 4.0 6.0],[1.0E9 5.0 8.0]]
[[9.0 8.0 1.0E9],[9.0 6.0 9.0],[5.0 5.0 1.0E9],[0.0 0.0 0.0],[5.0 4.0 9.0],[5.0 1.0E9 8.0],[5.0 4.0 7.0],[7.0 4.0 1.0E9],[8.0 7.0 8.0],[6.0 7.0 1.0E9],[9.0 3.0 9.0],[1.0E9 7.0 7.0],[7.0 4.0 4.0],[5.0 8.0 1.0E9],[9.0 7.0 7.0],[8.0 1.0E9 9.0],[1.0E9 4.0 6.0],[9.0 4.0 6.0],[1.0E9 6.0 9.0],[1.0E9 5.0 9.0]]
[[9.0 6.0 1.0E9],[8.0 5.0 5.0],[8.0 5.0 1.0E9],[6.0 5.0 6.0],[0.0 0.0 0.0],[7.0 1.0E9 9.0],[7.0 3.0 8.0],[6.0 7.0 1.0E9],[6.0 7.0 6.0],[8.0 5.0 1.0E9],[7.0 3.0 7.0],[1.0E9 7.0 8.0],[4.0 3.0 5.0],[9.0 5.0 1.0E9],[9.0 5.0 8.0],[7.0 1.0E9 6.0],[1.0E9 5.0 9.0],[8.0 3.0 7.0],[1.0E9 4.0 7.0],[1.0E9 6.0 8.0]]
[[6.0 5.0 1.0E9],[5.0 7.0 5.0],[7.0 5.0 1.0E9],[9.0 5.0 9.0],[6.0 4.0 5.0],[0.0 0.0 0.0],[7.0 3.0 6.0],[8.0 6.0 1.0E9],[8.0 7.0 8.0],[7.0 8.0 1.0E9],[8.0 4.0 6.0],[1.0E9 6.0 6.0],[4.0 2.0 5.0],[6.0 5.0 1.0E9],[6.0 5.0 8.0],[6.0 1.0E9 7.0],[1.0E9 4.0 6.0],[7.0 3.0 9.0],[1.0E9 5.0 7.0],[1.0E9 5.0 9.0]]
[[7.0 8.0 1.0E9],[9.0 8.0 6.0],[7.0 4.0 1.0E9],[7.0 5.0 9.0],[9.0 5.0 8.0],[6.0 1.0E9 7.0],[0.0 0.0 0.0],[6.0 7.0 1.0E9],[6.0 6.0 6.0],[9.0 5.0 1.0E9],[7.0 3.0 6.0],[1.0E9 4.0 6.0],[5.0 3.0 7.0],[6.0 6.0 1.0E9],[9.0 6.0 6.0],[7.0 1.0E9 5.0],[1.0E9 6.0 8.0],[6.0 4.0 7.0],[1.0E9 5.0 7.0],[1.0E9 4.0 6.0]]
