N = 14;
T = 14;
K = 3;
C = 135.0;
furnance = 1;
color = 2;
machines = [1 2 3];
products = [157 109 240 53 71 193 428 465 411 413 73 409 423 438];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 0.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0]];
Pik = [[2.916 2.916 2.916],[1.134 1.134 1.134],[3.2486184000000002 3.2486184000000002 3.2486184000000002],[1.378944 1.378944 1.378944],[2.03148 2.03148 2.03148],[3.52512 3.52512 3.52512],[3.96576 3.96576 3.96576],[4.54896 4.54896 4.54896],[3.9852 3.9852 3.9852],[4.43232 4.43232 4.43232],[2.1546 2.1546 2.1546],[5.2488 5.2488 5.2488],[4.54896 4.54896 4.54896],[4.46958 4.46958 4.46958]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 35.0],[0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0],[0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0],[0.0 0.0 0.0 0.0 0.0 0.0 52.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0],[0.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0],[0.0 0.0 0.0 0.0 0.0 0.0 52.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0],[0.0 0.0 0.0 0.0 0.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0]];
Sijk = [[[0.0 0.0 0.0],[4.0 2.0 3.0],[8.0 1.0E9 7.0],[4.0 2.0 5.0],[4.0 2.0 5.0],[1.0E9 6.0 9.0],[1.0E9 4.0 7.0],[1.0E9 7.0 6.0],[1.0E9 5.0 7.0],[1.0E9 7.0 9.0],[4.0 3.0 6.0],[1.0E9 7.0 9.0],[6.0 5.0 7.0],[1.0E9 7.0 8.0]]
[[6.0 4.0 9.0],[0.0 0.0 0.0],[6.0 1.0E9 8.0],[4.0 3.0 3.0],[4.0 3.0 5.0],[1.0E9 6.0 9.0],[1.0E9 4.0 5.0],[1.0E9 7.0 8.0],[1.0E9 4.0 7.0],[1.0E9 5.0 6.0],[5.0 3.0 5.0],[1.0E9 6.0 5.0],[7.0 5.0 9.0],[1.0E9 8.0 9.0]]
[[6.0 5.0 7.0],[4.0 2.0 4.0],[0.0 0.0 0.0],[4.0 2.0 4.0],[4.0 3.0 4.0],[1.0E9 6.0 8.0],[1.0E9 5.0 6.0],[1.0E9 7.0 9.0],[1.0E9 4.0 9.0],[1.0E9 7.0 8.0],[6.0 3.0 4.0],[1.0E9 8.0 6.0],[8.0 6.0 8.0],[1.0E9 5.0 7.0]]
[[9.0 4.0 7.0],[3.0 2.0 3.0],[5.0 1.0E9 7.0],[0.0 0.0 0.0],[6.0 2.0 6.0],[1.0E9 6.0 5.0],[1.0E9 5.0 7.0],[1.0E9 5.0 5.0],[1.0E9 6.0 8.0],[1.0E9 5.0 9.0],[6.0 3.0 4.0],[1.0E9 8.0 5.0],[7.0 7.0 8.0],[1.0E9 6.0 8.0]]
[[5.0 5.0 6.0],[3.0 2.0 3.0],[8.0 1.0E9 9.0],[4.0 2.0 3.0],[0.0 0.0 0.0],[1.0E9 4.0 8.0],[1.0E9 4.0 8.0],[1.0E9 5.0 5.0],[1.0E9 5.0 7.0],[1.0E9 6.0 6.0],[5.0 2.0 7.0],[1.0E9 6.0 7.0],[8.0 5.0 5.0],[1.0E9 5.0 9.0]]
[[6.0 3.0 6.0],[3.0 2.0 3.0],[6.0 1.0E9 8.0],[3.0 2.0 3.0],[6.0 3.0 7.0],[0.0 0.0 0.0],[1.0E9 4.0 6.0],[1.0E9 4.0 9.0],[1.0E9 4.0 7.0],[1.0E9 6.0 5.0],[7.0 3.0 6.0],[1.0E9 5.0 6.0],[5.0 4.0 7.0],[1.0E9 7.0 8.0]]
[[9.0 5.0 7.0],[3.0 2.0 4.0],[5.0 1.0E9 5.0],[3.0 2.0 3.0],[5.0 3.0 6.0],[1.0E9 5.0 6.0],[0.0 0.0 0.0],[1.0E9 5.0 8.0],[1.0E9 5.0 6.0],[1.0E9 5.0 7.0],[6.0 4.0 6.0],[1.0E9 7.0 7.0],[6.0 6.0 5.0],[1.0E9 5.0 9.0]]
[[9.0 5.0 5.0],[3.0 2.0 3.0],[7.0 1.0E9 7.0],[4.0 2.0 5.0],[7.0 3.0 6.0],[1.0E9 4.0 8.0],[1.0E9 5.0 7.0],[0.0 0.0 0.0],[1.0E9 4.0 7.0],[1.0E9 5.0 8.0],[5.0 3.0 6.0],[1.0E9 8.0 8.0],[9.0 5.0 7.0],[1.0E9 8.0 7.0]]
[[9.0 3.0 7.0],[4.0 2.0 4.0],[9.0 1.0E9 7.0],[3.0 2.0 4.0],[5.0 3.0 7.0],[1.0E9 5.0 8.0],[1.0E9 6.0 6.0],[1.0E9 7.0 6.0],[0.0 0.0 0.0],[1.0E9 4.0 6.0],[7.0 4.0 4.0],[1.0E9 8.0 6.0],[6.0 7.0 6.0],[1.0E9 4.0 8.0]]
[[6.0 5.0 7.0],[4.0 2.0 3.0],[8.0 1.0E9 6.0],[4.0 2.0 4.0],[4.0 2.0 4.0],[1.0E9 5.0 5.0],[1.0E9 5.0 6.0],[1.0E9 6.0 8.0],[1.0E9 5.0 6.0],[0.0 0.0 0.0],[4.0 3.0 7.0],[1.0E9 9.0 6.0],[9.0 7.0 8.0],[1.0E9 5.0 7.0]]
[[9.0 4.0 5.0],[3.0 2.0 3.0],[9.0 1.0E9 6.0],[4.0 2.0 4.0],[4.0 3.0 5.0],[1.0E9 4.0 7.0],[1.0E9 4.0 6.0],[1.0E9 5.0 7.0],[1.0E9 5.0 8.0],[1.0E9 5.0 8.0],[0.0 0.0 0.0],[1.0E9 6.0 7.0],[6.0 7.0 9.0],[1.0E9 5.0 8.0]]
[[7.0 4.0 5.0],[3.0 2.0 3.0],[7.0 1.0E9 7.0],[3.0 2.0 5.0],[5.0 3.0 4.0],[1.0E9 4.0 7.0],[1.0E9 4.0 9.0],[1.0E9 4.0 8.0],[1.0E9 4.0 7.0],[1.0E9 7.0 7.0],[5.0 3.0 6.0],[0.0 0.0 0.0],[9.0 5.0 7.0],[1.0E9 5.0 6.0]]
[[8.0 3.0 9.0],[4.0 2.0 3.0],[5.0 1.0E9 5.0],[4.0 3.0 3.0],[6.0 3.0 5.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0],[1.0E9 7.0 7.0],[1.0E9 6.0 9.0],[1.0E9 7.0 6.0],[7.0 3.0 4.0],[1.0E9 7.0 7.0],[0.0 0.0 0.0],[1.0E9 7.0 6.0]]
[[6.0 3.0 6.0],[4.0 2.0 3.0],[7.0 1.0E9 5.0],[5.0 2.0 3.0],[4.0 3.0 4.0],[1.0E9 4.0 6.0],[1.0E9 6.0 6.0],[1.0E9 5.0 9.0],[1.0E9 4.0 8.0],[1.0E9 6.0 9.0],[5.0 3.0 5.0],[1.0E9 5.0 5.0],[6.0 5.0 8.0],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[4.0 2.0 3.0],[8.0 1.0E9 7.0],[4.0 2.0 5.0],[4.0 2.0 5.0],[1.0E9 6.0 9.0],[1.0E9 4.0 7.0],[1.0E9 7.0 6.0],[1.0E9 5.0 7.0],[1.0E9 7.0 9.0],[4.0 3.0 6.0],[1.0E9 7.0 9.0],[6.0 5.0 7.0],[1.0E9 7.0 8.0]]
