N = 10;
T = 28;
K = 4;
C = 240.0;
furnance = 6;
color = 1;
machines = [17 18 19 20];
products = [138 72 229 96 121 427 436 74 140 178];
MINik = [[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0],[16.0 16.0 16.0 6.0]];
MAXik = [[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 20.0 16.0 0.0],[0.0 0.0 16.0 0.0],[20.0 20.0 16.0 8.0],[20.0 20.0 16.0 8.0],[0.0 0.0 0.0 8.0]];
Pik = [[2.820096 2.820096 2.820096 2.820096],[2.1546 2.1546 2.1546 2.1546],[2.952288 2.952288 2.952288 2.952288],[2.349 2.349 2.349 2.349],[2.916 2.916 2.916 2.916],[3.96576 3.96576 3.96576 3.96576],[4.46958 4.46958 4.46958 4.46958],[2.1546 2.1546 2.1546 2.1546],[2.97432 2.97432 2.97432 2.97432],[4.97016 4.97016 4.97016 4.97016]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 132.0 0.0 0.0 0.0 0.0 0.0 0.0 108.0 0.0 0.0 0.0 0.0 0.0 0.0 81.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0],[0.0 0.0 0.0 0.0 0.0 0.0 96.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 89.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 135.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0 0.0 0.0 0.0 0.0 0.0 0.0 85.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0],[0.0 0.0 0.0 0.0 0.0 0.0 132.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 129.0 0.0 0.0 0.0 0.0 0.0 0.0 83.0],[0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 101.0 0.0 0.0 0.0 0.0 0.0 0.0 114.0 0.0 0.0 0.0 0.0 0.0 0.0 114.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 114.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 133.0 0.0 0.0 0.0 0.0 0.0 0.0 96.0 0.0 0.0 0.0 0.0 0.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 95.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 134.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 95.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0]];
Sijk = [[[0.0 0.0 0.0 0.0],[7.0 7.0 6.0 2.0],[10.0 10.0 10.0 4.0],[10.0 9.0 7.0 4.0],[7.0 10.0 6.0 4.0],[1.0E9 8.0 9.0 1.0E9],[1.0E9 1.0E9 8.0 1.0E9],[5.0 7.0 6.0 3.0],[11.0 11.0 10.0 4.0],[1.0E9 1.0E9 1.0E9 7.0]]
[[9.0 8.0 7.0 3.0],[0.0 0.0 0.0 0.0],[9.0 7.0 6.0 5.0],[6.0 9.0 7.0 3.0],[7.0 7.0 5.0 5.0],[1.0E9 12.0 8.0 1.0E9],[1.0E9 1.0E9 11.0 1.0E9],[6.0 7.0 4.0 3.0],[8.0 8.0 7.0 5.0],[1.0E9 1.0E9 1.0E9 7.0]]
[[7.0 9.0 9.0 5.0],[7.0 8.0 6.0 3.0],[0.0 0.0 0.0 0.0],[6.0 8.0 6.0 3.0],[9.0 10.0 7.0 4.0],[1.0E9 10.0 9.0 1.0E9],[1.0E9 1.0E9 9.0 1.0E9],[5.0 5.0 6.0 3.0],[9.0 9.0 7.0 4.0],[1.0E9 1.0E9 1.0E9 8.0]]
[[12.0 11.0 6.0 4.0],[6.0 5.0 4.0 3.0],[11.0 9.0 7.0 3.0],[0.0 0.0 0.0 0.0],[10.0 11.0 9.0 4.0],[1.0E9 9.0 10.0 1.0E9],[1.0E9 1.0E9 10.0 1.0E9],[6.0 9.0 6.0 2.0],[7.0 7.0 10.0 5.0],[1.0E9 1.0E9 1.0E9 6.0]]
[[8.0 10.0 9.0 4.0],[6.0 8.0 6.0 3.0],[9.0 11.0 9.0 5.0],[7.0 7.0 7.0 4.0],[0.0 0.0 0.0 0.0],[1.0E9 7.0 10.0 1.0E9],[1.0E9 1.0E9 7.0 1.0E9],[7.0 8.0 6.0 3.0],[9.0 10.0 6.0 5.0],[1.0E9 1.0E9 1.0E9 8.0]]
[[8.0 6.0 8.0 3.0],[8.0 6.0 4.0 2.0],[10.0 10.0 6.0 4.0],[8.0 8.0 5.0 3.0],[10.0 8.0 6.0 4.0],[0.0 0.0 0.0 0.0],[1.0E9 1.0E9 12.0 1.0E9],[6.0 5.0 5.0 2.0],[8.0 11.0 6.0 4.0],[1.0E9 1.0E9 1.0E9 5.0]]
