N = 10;
T = 14;
K = 3;
C = 135.0;
furnance = 1;
color = 2;
machines = [1 2 3];
products = [109 71 157 73 53 423 428 438 465 418];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0]];
Pik = [[1.134 1.134 1.134],[2.03148 2.03148 2.03148],[2.916 2.916 2.916],[2.1546 2.1546 2.1546],[1.378944 1.378944 1.378944],[4.54896 4.54896 4.54896],[3.96576 3.96576 3.96576],[4.46958 4.46958 4.46958],[4.54896 4.54896 4.54896],[4.54896 4.54896 4.54896]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 14.0],[0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0],[0.0 0.0 0.0 0.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 72.0],[0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 76.0],[0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 76.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0]];
Sijk = [[[0.0 0.0 0.0],[6.0 4.0 7.0],[7.0 4.0 5.0],[5.0 3.0 5.0],[4.0 2.0 3.0],[9.0 7.0 5.0],[1.0E9 5.0 8.0],[1.0E9 4.0 9.0],[1.0E9 8.0 9.0],[6.0 8.0 8.0]]
[[4.0 2.0 3.0],[0.0 0.0 0.0],[7.0 5.0 8.0],[6.0 3.0 5.0],[3.0 2.0 3.0],[8.0 7.0 7.0],[1.0E9 5.0 8.0],[1.0E9 7.0 7.0],[1.0E9 6.0 6.0],[5.0 5.0 9.0]]
[[2.0 2.0 3.0],[6.0 3.0 4.0],[0.0 0.0 0.0],[5.0 3.0 7.0],[3.0 2.0 3.0],[6.0 7.0 6.0],[1.0E9 5.0 7.0],[1.0E9 6.0 5.0],[1.0E9 5.0 6.0],[5.0 4.0 8.0]]
[[4.0 2.0 4.0],[4.0 3.0 6.0],[5.0 5.0 5.0],[0.0 0.0 0.0],[4.0 2.0 3.0],[7.0 5.0 9.0],[1.0E9 6.0 9.0],[1.0E9 6.0 8.0],[1.0E9 7.0 6.0],[9.0 7.0 7.0]]
[[4.0 1.0 3.0],[6.0 3.0 5.0],[8.0 4.0 6.0],[5.0 4.0 6.0],[0.0 0.0 0.0],[9.0 4.0 9.0],[1.0E9 5.0 7.0],[1.0E9 6.0 8.0],[1.0E9 7.0 7.0],[6.0 4.0 9.0]]
[[3.0 2.0 3.0],[6.0 2.0 6.0],[5.0 5.0 8.0],[6.0 4.0 5.0],[3.0 2.0 5.0],[0.0 0.0 0.0],[1.0E9 7.0 6.0],[1.0E9 4.0 6.0],[1.0E9 5.0 7.0],[7.0 5.0 7.0]]
[[4.0 2.0 3.0],[5.0 3.0 6.0],[5.0 3.0 5.0],[5.0 2.0 7.0],[4.0 2.0 3.0],[8.0 6.0 7.0],[0.0 0.0 0.0],[1.0E9 4.0 6.0],[1.0E9 5.0 5.0],[6.0 8.0 7.0]]
