N = 23;
T = 14;
K = 5;
C = 365.0;
furnance = 2;
color = 1;
machines = [4 5 6 7 8];
products = [74 70 147 56 106 179 52 87 151 229 127 132 96 100 260 121 67 45 219 95 98 89 116];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0]];
Pik = [[2.128266 2.128266 2.128266 2.128266 2.128266],[2.9379672 2.9379672 2.9379672 2.9379672 2.9379672],[3.48971616 3.48971616 3.48971616 3.48971616 3.48971616],[4.16052 4.16052 4.16052 4.16052 4.16052],[3.5556444 3.5556444 3.5556444 3.5556444 3.5556444],[4.9094136 4.9094136 4.9094136 4.9094136 4.9094136],[3.52044 3.52044 3.52044 3.52044 3.52044],[2.0130516000000003 2.0130516000000003 2.0130516000000003 2.0130516000000003 2.0130516000000003],[2.432304 2.432304 2.432304 2.432304 2.432304],[2.9162044799999998 2.9162044799999998 2.9162044799999998 2.9162044799999998 2.9162044799999998],[2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002],[2.5795224 2.5795224 2.5795224 2.5795224 2.5795224],[2.32029 2.32029 2.32029 2.32029 2.32029],[4.32054 4.32054 4.32054 4.32054 4.32054],[4.32054 4.32054 4.32054 4.32054 4.32054],[2.88036 2.88036 2.88036 2.88036 2.88036],[2.4579072 2.4579072 2.4579072 2.4579072 2.4579072],[3.328416 3.328416 3.328416 3.328416 3.328416],[2.63584944 2.63584944 2.63584944 2.63584944 2.63584944],[3.072384 3.072384 3.072384 3.072384 3.072384],[2.7459432 2.7459432 2.7459432 2.7459432 2.7459432],[4.4357544 4.4357544 4.4357544 4.4357544 4.4357544],[3.456432 3.456432 3.456432 3.456432 3.456432]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 61.0 0.0 0.0 0.0 0.0 0.0 0.0 54.0],[0.0 0.0 0.0 0.0 0.0 0.0 84.0 0.0 0.0 0.0 0.0 0.0 0.0 88.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 86.0 0.0 0.0 0.0 0.0 0.0 0.0 84.0],[0.0 0.0 0.0 0.0 0.0 0.0 78.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 45.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0],[0.0 0.0 0.0 0.0 0.0 0.0 89.0 0.0 0.0 0.0 0.0 0.0 0.0 38.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 74.0],[0.0 0.0 0.0 0.0 0.0 0.0 89.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0],[0.0 0.0 0.0 0.0 0.0 0.0 69.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 88.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0],[0.0 0.0 0.0 0.0 0.0 0.0 85.0 0.0 0.0 0.0 0.0 0.0 0.0 91.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 75.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 39.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 70.0 0.0 0.0 0.0 0.0 0.0 0.0 70.0],[0.0 0.0 0.0 0.0 0.0 0.0 87.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[7.0 7.0 12.0 11.0 12.0],[7.0 8.0 14.0 12.0 14.0],[12.0 8.0 1.0E9 10.0 13.0],[11.0 10.0 1.0E9 10.0 13.0],[12.0 15.0 1.0E9 9.0 14.0],[10.0 10.0 1.0E9 8.0 12.0],[5.0 5.0 8.0 5.0 8.0],[6.0 4.0 10.0 6.0 5.0],[8.0 9.0 9.0 9.0 12.0],[5.0 8.0 8.0 8.0 6.0],[5.0 6.0 8.0 10.0 11.0],[7.0 6.0 5.0 7.0 7.0],[12.0 9.0 15.0 15.0 11.0],[10.0 8.0 13.0 15.0 10.0],[8.0 7.0 8.0 11.0 9.0],[5.0 7.0 9.0 6.0 10.0],[7.0 8.0 8.0 8.0 13.0],[8.0 5.0 1.0E9 11.0 9.0],[6.0 8.0 1.0E9 7.0 10.0],[7.0 7.0 9.0 11.0 7.0],[12.0 8.0 1.0E9 8.0 13.0],[11.0 10.0 12.0 14.0 10.0]]
[[6.0 5.0 7.0 6.0 8.0],[0.0 0.0 0.0 0.0 0.0],[7.0 9.0 11.0 14.0 14.0],[8.0 14.0 1.0E9 14.0 8.0],[9.0 9.0 1.0E9 10.0 13.0],[9.0 10.0 1.0E9 8.0 10.0],[10.0 7.0 1.0E9 12.0 11.0],[7.0 5.0 8.0 7.0 7.0],[7.0 6.0 8.0 9.0 6.0],[6.0 8.0 7.0 10.0 9.0],[5.0 6.0 9.0 9.0 10.0],[5.0 6.0 8.0 10.0 8.0],[6.0 6.0 10.0 8.0 7.0],[13.0 14.0 12.0 12.0 12.0],[12.0 13.0 11.0 12.0 12.0],[7.0 7.0 9.0 11.0 12.0],[7.0 5.0 6.0 9.0 9.0],[8.0 9.0 10.0 10.0 11.0],[7.0 6.0 1.0E9 10.0 8.0],[8.0 7.0 1.0E9 8.0 12.0],[8.0 8.0 11.0 6.0 10.0],[12.0 12.0 1.0E9 15.0 9.0],[12.0 7.0 13.0 8.0 8.0]]
[[4.0 6.0 5.0 8.0 5.0],[9.0 9.0 11.0 8.0 9.0],[0.0 0.0 0.0 0.0 0.0],[10.0 10.0 1.0E9 9.0 11.0],[11.0 12.0 1.0E9 10.0 13.0],[10.0 15.0 1.0E9 12.0 9.0],[10.0 6.0 1.0E9 13.0 10.0],[7.0 6.0 7.0 7.0 6.0],[7.0 5.0 7.0 7.0 6.0],[8.0 5.0 12.0 11.0 8.0],[7.0 7.0 8.0 10.0 10.0],[5.0 8.0 9.0 8.0 10.0],[6.0 7.0 10.0 9.0 6.0],[12.0 8.0 9.0 12.0 12.0],[9.0 14.0 14.0 12.0 13.0],[6.0 9.0 9.0 12.0 12.0],[8.0 5.0 6.0 7.0 7.0],[10.0 10.0 12.0 10.0 8.0],[5.0 7.0 1.0E9 11.0 8.0],[10.0 8.0 1.0E9 11.0 12.0],[5.0 7.0 10.0 10.0 8.0],[8.0 10.0 1.0E9 9.0 13.0],[11.0 8.0 14.0 8.0 10.0]]
[[6.0 6.0 7.0 7.0 7.0],[5.0 9.0 12.0 11.0 8.0],[6.0 9.0 11.0 12.0 10.0],[0.0 0.0 0.0 0.0 0.0],[8.0 11.0 1.0E9 10.0 10.0],[9.0 10.0 1.0E9 15.0 15.0],[6.0 11.0 1.0E9 8.0 10.0],[4.0 6.0 7.0 6.0 7.0],[5.0 5.0 9.0 7.0 9.0],[7.0 7.0 9.0 12.0 9.0],[5.0 6.0 8.0 8.0 9.0],[5.0 5.0 6.0 9.0 7.0],[7.0 6.0 9.0 9.0 7.0],[8.0 11.0 9.0 12.0 10.0],[10.0 14.0 13.0 13.0 8.0],[6.0 9.0 12.0 7.0 10.0],[6.0 8.0 6.0 6.0 9.0],[9.0 9.0 13.0 9.0 8.0],[6.0 7.0 1.0E9 7.0 10.0],[8.0 8.0 1.0E9 11.0 10.0],[5.0 7.0 10.0 7.0 7.0],[8.0 13.0 1.0E9 13.0 10.0],[7.0 8.0 9.0 8.0 10.0]]
[[4.0 7.0 5.0 6.0 6.0],[8.0 10.0 9.0 12.0 7.0],[9.0 8.0 9.0 9.0 9.0],[13.0 13.0 1.0E9 11.0 12.0],[0.0 0.0 0.0 0.0 0.0],[14.0 15.0 1.0E9 15.0 11.0],[9.0 9.0 1.0E9 8.0 14.0],[5.0 5.0 7.0 8.0 5.0],[8.0 6.0 6.0 8.0 6.0],[6.0 8.0 6.0 6.0 7.0],[7.0 5.0 6.0 7.0 8.0],[7.0 5.0 11.0 11.0 9.0],[7.0 6.0 10.0 9.0 9.0],[11.0 10.0 12.0 9.0 11.0],[9.0 9.0 10.0 11.0 14.0],[8.0 6.0 8.0 9.0 12.0],[5.0 6.0 10.0 6.0 10.0],[11.0 11.0 12.0 12.0 10.0],[8.0 5.0 1.0E9 10.0 9.0],[9.0 10.0 1.0E9 10.0 7.0],[5.0 9.0 6.0 11.0 9.0],[14.0 10.0 1.0E9 12.0 15.0],[7.0 7.0 13.0 11.0 9.0]]
[[7.0 7.0 7.0 6.0 6.0],[7.0 8.0 9.0 10.0 11.0],[11.0 11.0 8.0 12.0 14.0],[9.0 13.0 1.0E9 13.0 11.0],[12.0 12.0 1.0E9 12.0 15.0],[0.0 0.0 0.0 0.0 0.0],[10.0 12.0 1.0E9 9.0 12.0],[4.0 4.0 7.0 7.0 5.0],[5.0 5.0 8.0 9.0 7.0],[6.0 6.0 8.0 10.0 10.0],[7.0 7.0 6.0 11.0 10.0],[8.0 8.0 6.0 10.0 7.0],[4.0 7.0 6.0 10.0 8.0],[8.0 8.0 10.0 11.0 11.0],[8.0 13.0 10.0 13.0 12.0],[9.0 10.0 10.0 8.0 11.0],[6.0 7.0 9.0 6.0 7.0],[6.0 7.0 13.0 10.0 9.0],[7.0 8.0 1.0E9 7.0 8.0],[10.0 10.0 1.0E9 12.0 13.0],[5.0 8.0 8.0 7.0 7.0],[11.0 9.0 1.0E9 10.0 13.0],[11.0 9.0 8.0 14.0 10.0]]
