N = 28;
T = 28;
K = 3;
C = 135.0;
furnance = 1;
color = 5;
machines = [1 2 3];
products = [263 6 1 35 227 432 64 91 399 7 412 206 434 61 247 405 245 152 41 447 181 406 448 437 44 464 462 441];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[0.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[16.0 0.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0]];
Pik = [[5.4432 5.4432 5.4432],[4.6656 4.6656 4.6656],[5.2812 5.2812 5.2812],[3.52512 3.52512 3.52512],[3.172608 3.172608 3.172608],[2.592 2.592 2.592],[4.9896 4.9896 4.9896],[4.9896 4.9896 4.9896],[3.01806 3.01806 3.01806],[4.6656 4.6656 4.6656],[4.43232 4.43232 4.43232],[5.0625 5.0625 5.0625],[3.03264 3.03264 3.03264],[4.6332 4.6332 4.6332],[3.93984 3.93984 3.93984],[2.754 2.754 2.754],[2.6231039999999997 2.6231039999999997 2.6231039999999997],[3.64176 3.64176 3.64176],[3.73248 3.73248 3.73248],[2.830464 2.830464 2.830464],[4.20552 4.20552 4.20552],[3.888 3.888 3.888],[2.830464 2.830464 2.830464],[4.46958 4.46958 4.46958],[3.3696 3.3696 3.3696],[4.19904 4.19904 4.19904],[4.44528 4.44528 4.44528],[3.44736 3.44736 3.44736]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0],[0.0 0.0 0.0 0.0 0.0 0.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0]];
Sijk = [[[0.0 0.0 0.0],[6.0 6.0 1.0E9],[8.0 8.0 1.0E9],[5.0 4.0 1.0E9],[9.0 4.0 6.0],[8.0 3.0 6.0],[8.0 5.0 1.0E9],[5.0 6.0 1.0E9],[8.0 3.0 7.0],[7.0 6.0 1.0E9],[1.0E9 5.0 9.0],[7.0 6.0 1.0E9],[6.0 4.0 5.0],[8.0 4.0 1.0E9],[9.0 4.0 1.0E9],[7.0 4.0 8.0],[8.0 4.0 7.0],[6.0 5.0 5.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0],[1.0E9 5.0 7.0],[9.0 4.0 9.0],[1.0E9 4.0 5.0],[1.0E9 6.0 5.0],[7.0 1.0E9 9.0],[1.0E9 5.0 8.0],[1.0E9 7.0 9.0],[1.0E9 5.0 8.0]]
[[5.0 7.0 1.0E9],[0.0 0.0 0.0],[8.0 7.0 1.0E9],[7.0 5.0 1.0E9],[6.0 5.0 8.0],[7.0 4.0 8.0],[8.0 6.0 1.0E9],[6.0 8.0 1.0E9],[8.0 3.0 6.0],[9.0 7.0 1.0E9],[1.0E9 5.0 8.0],[7.0 8.0 1.0E9],[5.0 4.0 9.0],[5.0 5.0 1.0E9],[6.0 4.0 1.0E9],[9.0 4.0 8.0],[5.0 3.0 5.0],[7.0 5.0 5.0],[1.0E9 5.0 9.0],[1.0E9 5.0 7.0],[1.0E9 6.0 7.0],[6.0 6.0 6.0],[1.0E9 3.0 8.0],[1.0E9 5.0 6.0],[9.0 1.0E9 9.0],[1.0E9 6.0 6.0],[1.0E9 6.0 8.0],[1.0E9 4.0 7.0]]
[[9.0 7.0 1.0E9],[8.0 6.0 1.0E9],[0.0 0.0 0.0],[6.0 5.0 1.0E9],[9.0 5.0 6.0],[5.0 4.0 8.0],[6.0 5.0 1.0E9],[6.0 7.0 1.0E9],[9.0 4.0 6.0],[9.0 5.0 1.0E9],[1.0E9 7.0 5.0],[7.0 5.0 1.0E9],[7.0 4.0 8.0],[8.0 5.0 1.0E9],[9.0 6.0 1.0E9],[6.0 4.0 7.0],[8.0 3.0 5.0],[9.0 4.0 6.0],[1.0E9 4.0 9.0],[1.0E9 4.0 9.0],[1.0E9 6.0 9.0],[7.0 6.0 5.0],[1.0E9 4.0 9.0],[1.0E9 8.0 8.0],[5.0 1.0E9 8.0],[1.0E9 7.0 7.0],[1.0E9 5.0 6.0],[1.0E9 3.0 9.0]]
[[9.0 5.0 1.0E9],[6.0 7.0 1.0E9],[9.0 6.0 1.0E9],[0.0 0.0 0.0],[8.0 5.0 6.0],[8.0 4.0 6.0],[7.0 7.0 1.0E9],[9.0 5.0 1.0E9],[9.0 5.0 9.0],[9.0 5.0 1.0E9],[1.0E9 6.0 9.0],[6.0 5.0 1.0E9],[9.0 3.0 8.0],[8.0 7.0 1.0E9],[7.0 6.0 1.0E9],[9.0 3.0 5.0],[5.0 5.0 9.0],[8.0 6.0 6.0],[1.0E9 4.0 6.0],[1.0E9 3.0 5.0],[1.0E9 4.0 9.0],[8.0 5.0 7.0],[1.0E9 4.0 7.0],[1.0E9 5.0 6.0],[6.0 1.0E9 7.0],[1.0E9 5.0 5.0],[1.0E9 7.0 9.0],[1.0E9 5.0 9.0]]
[[8.0 8.0 1.0E9],[7.0 7.0 1.0E9],[8.0 7.0 1.0E9],[8.0 6.0 1.0E9],[0.0 0.0 0.0],[6.0 3.0 6.0],[7.0 8.0 1.0E9],[6.0 7.0 1.0E9],[9.0 5.0 8.0],[5.0 8.0 1.0E9],[1.0E9 5.0 9.0],[6.0 5.0 1.0E9],[8.0 5.0 9.0],[6.0 7.0 1.0E9],[5.0 5.0 1.0E9],[7.0 4.0 9.0],[7.0 5.0 7.0],[7.0 6.0 5.0],[1.0E9 6.0 8.0],[1.0E9 3.0 8.0],[1.0E9 6.0 8.0],[6.0 6.0 6.0],[1.0E9 3.0 5.0],[1.0E9 5.0 9.0],[7.0 1.0E9 6.0],[1.0E9 5.0 8.0],[1.0E9 6.0 8.0],[1.0E9 6.0 9.0]]
[[9.0 7.0 1.0E9],[7.0 7.0 1.0E9],[5.0 9.0 1.0E9],[7.0 4.0 1.0E9],[6.0 4.0 7.0],[0.0 0.0 0.0],[6.0 7.0 1.0E9],[7.0 6.0 1.0E9],[8.0 4.0 6.0],[9.0 5.0 1.0E9],[1.0E9 5.0 6.0],[6.0 7.0 1.0E9],[7.0 5.0 9.0],[6.0 4.0 1.0E9],[9.0 4.0 1.0E9],[5.0 4.0 7.0],[7.0 4.0 6.0],[8.0 5.0 9.0],[1.0E9 5.0 6.0],[1.0E9 3.0 6.0],[1.0E9 6.0 9.0],[8.0 4.0 6.0],[1.0E9 3.0 8.0],[1.0E9 7.0 9.0],[9.0 1.0E9 9.0],[1.0E9 7.0 7.0],[1.0E9 7.0 6.0],[1.0E9 4.0 7.0]]
[[7.0 9.0 1.0E9],[9.0 6.0 1.0E9],[8.0 8.0 1.0E9],[8.0 6.0 1.0E9],[6.0 3.0 7.0],[7.0 4.0 7.0],[0.0 0.0 0.0],[6.0 6.0 1.0E9],[7.0 4.0 8.0],[6.0 6.0 1.0E9],[1.0E9 7.0 8.0],[9.0 7.0 1.0E9],[9.0 3.0 7.0],[9.0 4.0 1.0E9],[9.0 5.0 1.0E9],[5.0 3.0 5.0],[6.0 4.0 8.0],[5.0 6.0 6.0],[1.0E9 5.0 7.0],[1.0E9 4.0 6.0],[1.0E9 5.0 6.0],[8.0 4.0 8.0],[1.0E9 5.0 8.0],[1.0E9 7.0 6.0],[8.0 1.0E9 8.0],[1.0E9 7.0 5.0],[1.0E9 7.0 7.0],[1.0E9 6.0 7.0]]
