N = 28;
T = 28;
K = 3;
C = 135.0;
furnance = 1;
color = 6;
machines = [1 2 3];
products = [86 248 154 55 115 419 77 104 39 213 139 182 84 105 111 258 257 201 160 256 120 161 3 466 8 48 159 24];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[16.0 0.0 16.0]];
Pik = [[4.6656 4.6656 4.6656],[3.93984 3.93984 3.93984],[3.3048 3.3048 3.3048],[4.44528 4.44528 4.44528],[3.4992 3.4992 3.4992],[4.0824 4.0824 4.0824],[1.8792 1.8792 1.8792],[4.9896 4.9896 4.9896],[3.5964 3.5964 3.5964],[5.2326 5.2326 5.2326],[2.97432 2.97432 2.97432],[4.20552 4.20552 4.20552],[5.00094 5.00094 5.00094],[5.346 5.346 5.346],[4.0824 4.0824 4.0824],[5.2488 5.2488 5.2488],[3.564 3.564 3.564],[5.346 5.346 5.346],[4.19904 4.19904 4.19904],[3.564 3.564 3.564],[2.916 2.916 2.916],[4.19904 4.19904 4.19904],[3.820608 3.820608 3.820608],[4.54896 4.54896 4.54896],[3.402 3.402 3.402],[4.51008 4.51008 4.51008],[4.44528 4.44528 4.44528],[4.08564 4.08564 4.08564]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0 0.0 0.0 0.0 0.0 0.0 0.0 24.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0],[0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0],[0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 29.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 28.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0],[0.0 0.0 0.0 0.0 0.0 0.0 36.0 0.0 0.0 0.0 0.0 0.0 0.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]];
Sijk = [[[0.0 0.0 0.0],[8.0 6.0 1.0E9],[7.0 4.0 1.0E9],[9.0 4.0 6.0],[7.0 6.0 9.0],[6.0 6.0 5.0],[5.0 2.0 5.0],[9.0 5.0 1.0E9],[8.0 5.0 1.0E9],[9.0 7.0 1.0E9],[8.0 3.0 7.0],[1.0E9 7.0 6.0],[8.0 7.0 1.0E9],[8.0 6.0 1.0E9],[5.0 6.0 6.0],[1.0E9 8.0 6.0],[1.0E9 4.0 8.0],[1.0E9 8.0 5.0],[1.0E9 5.0 9.0],[1.0E9 6.0 8.0],[7.0 3.0 7.0],[1.0E9 5.0 6.0],[6.0 6.0 7.0],[1.0E9 7.0 7.0],[8.0 5.0 5.0],[6.0 7.0 7.0],[1.0E9 5.0 9.0],[6.0 1.0E9 9.0]]
[[7.0 7.0 1.0E9],[0.0 0.0 0.0],[7.0 4.0 1.0E9],[5.0 5.0 9.0],[9.0 3.0 8.0],[6.0 6.0 9.0],[5.0 3.0 4.0],[7.0 7.0 1.0E9],[8.0 4.0 1.0E9],[7.0 6.0 1.0E9],[8.0 3.0 5.0],[1.0E9 6.0 7.0],[9.0 5.0 1.0E9],[8.0 6.0 1.0E9],[7.0 4.0 9.0],[1.0E9 5.0 6.0],[1.0E9 4.0 5.0],[1.0E9 9.0 9.0],[1.0E9 6.0 9.0],[1.0E9 4.0 7.0],[9.0 3.0 9.0],[1.0E9 5.0 5.0],[6.0 6.0 8.0],[1.0E9 6.0 5.0],[6.0 4.0 5.0],[7.0 6.0 7.0],[1.0E9 6.0 6.0],[5.0 1.0E9 8.0]]
[[6.0 5.0 1.0E9],[9.0 6.0 1.0E9],[0.0 0.0 0.0],[9.0 5.0 9.0],[8.0 6.0 6.0],[6.0 6.0 6.0],[4.0 3.0 5.0],[8.0 8.0 1.0E9],[7.0 4.0 1.0E9],[5.0 6.0 1.0E9],[9.0 5.0 8.0],[1.0E9 6.0 8.0],[9.0 8.0 1.0E9],[7.0 6.0 1.0E9],[7.0 5.0 8.0],[1.0E9 8.0 5.0],[1.0E9 5.0 6.0],[1.0E9 9.0 9.0],[1.0E9 5.0 9.0],[1.0E9 6.0 8.0],[6.0 5.0 6.0],[1.0E9 7.0 6.0],[9.0 4.0 9.0],[1.0E9 6.0 9.0],[7.0 5.0 7.0],[6.0 7.0 9.0],[1.0E9 5.0 6.0],[7.0 1.0E9 9.0]]
[[5.0 5.0 1.0E9],[5.0 5.0 1.0E9],[8.0 6.0 1.0E9],[0.0 0.0 0.0],[5.0 5.0 6.0],[6.0 4.0 6.0],[6.0 3.0 5.0],[9.0 8.0 1.0E9],[8.0 4.0 1.0E9],[9.0 6.0 1.0E9],[5.0 4.0 6.0],[1.0E9 4.0 6.0],[6.0 6.0 1.0E9],[9.0 5.0 1.0E9],[7.0 5.0 6.0],[1.0E9 6.0 5.0],[1.0E9 5.0 5.0],[1.0E9 7.0 7.0],[1.0E9 5.0 7.0],[1.0E9 6.0 8.0],[6.0 4.0 6.0],[1.0E9 6.0 8.0],[9.0 5.0 7.0],[1.0E9 5.0 9.0],[7.0 5.0 8.0],[7.0 6.0 9.0],[1.0E9 6.0 7.0],[5.0 1.0E9 9.0]]
[[9.0 5.0 1.0E9],[7.0 6.0 1.0E9],[8.0 4.0 1.0E9],[7.0 6.0 5.0],[0.0 0.0 0.0],[6.0 5.0 9.0],[4.0 2.0 5.0],[9.0 7.0 1.0E9],[5.0 4.0 1.0E9],[6.0 5.0 1.0E9],[7.0 3.0 8.0],[1.0E9 6.0 7.0],[6.0 8.0 1.0E9],[8.0 6.0 1.0E9],[7.0 4.0 6.0],[1.0E9 6.0 7.0],[1.0E9 4.0 6.0],[1.0E9 7.0 9.0],[1.0E9 7.0 8.0],[1.0E9 5.0 7.0],[8.0 5.0 6.0],[1.0E9 7.0 5.0],[8.0 6.0 7.0],[1.0E9 6.0 7.0],[9.0 4.0 6.0],[9.0 8.0 5.0],[1.0E9 7.0 5.0],[7.0 1.0E9 7.0]]
[[6.0 7.0 1.0E9],[7.0 6.0 1.0E9],[8.0 5.0 1.0E9],[5.0 7.0 6.0],[9.0 5.0 5.0],[0.0 0.0 0.0],[6.0 2.0 4.0],[9.0 6.0 1.0E9],[7.0 4.0 1.0E9],[8.0 6.0 1.0E9],[8.0 4.0 7.0],[1.0E9 5.0 5.0],[8.0 7.0 1.0E9],[8.0 7.0 1.0E9],[9.0 6.0 9.0],[1.0E9 5.0 9.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0],[1.0E9 6.0 9.0],[1.0E9 5.0 6.0],[7.0 3.0 9.0],[1.0E9 6.0 6.0],[6.0 4.0 8.0],[1.0E9 7.0 7.0],[6.0 5.0 7.0],[6.0 7.0 5.0],[1.0E9 6.0 6.0],[9.0 1.0E9 7.0]]
[[8.0 7.0 1.0E9],[6.0 4.0 1.0E9],[7.0 5.0 1.0E9],[7.0 4.0 5.0],[8.0 4.0 9.0],[8.0 5.0 9.0],[0.0 0.0 0.0],[6.0 7.0 1.0E9],[6.0 5.0 1.0E9],[8.0 7.0 1.0E9],[9.0 3.0 7.0],[1.0E9 6.0 7.0],[8.0 5.0 1.0E9],[9.0 7.0 1.0E9],[7.0 6.0 8.0],[1.0E9 6.0 5.0],[1.0E9 4.0 8.0],[1.0E9 9.0 8.0],[1.0E9 6.0 9.0],[1.0E9 3.0 8.0],[9.0 4.0 6.0],[1.0E9 6.0 8.0],[6.0 5.0 6.0],[1.0E9 6.0 7.0],[7.0 6.0 9.0],[7.0 6.0 6.0],[1.0E9 7.0 7.0],[6.0 1.0E9 5.0]]
