N = 14;
T = 14;
K = 3;
C = 135.0;
furnance = 1;
color = 1;
machines = [1 2 3];
products = [33 85 9 22 118 56 51 30 112 38 415 252 88 87];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
MAXik = [[16.0 8.0 0.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[16.0 8.0 16.0],[0.0 8.0 16.0],[0.0 8.0 16.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[16.0 8.0 0.0],[0.0 8.0 16.0],[16.0 8.0 16.0],[16.0 0.0 16.0],[16.0 8.0 16.0]];
Pik = [[5.508 5.508 5.508],[1.6524 1.6524 1.6524],[3.402 3.402 3.402],[4.76928 4.76928 4.76928],[2.916 2.916 2.916],[4.212 4.212 4.212],[3.564 3.564 3.564],[4.86 4.86 4.86],[4.44528 4.44528 4.44528],[5.346 5.346 5.346],[3.888 3.888 3.888],[3.73248 3.73248 3.73248],[3.84912 3.84912 3.84912],[2.03796 2.03796 2.03796]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0],[0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 43.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 30.0],[0.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 18.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 52.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 22.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0],[0.0 0.0 0.0 0.0 0.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0 54.0],[0.0 0.0 0.0 0.0 0.0 0.0 54.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0],[0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 47.0 0.0 0.0 0.0 0.0 0.0 0.0 47.0],[0.0 0.0 0.0 0.0 0.0 0.0 49.0 0.0 0.0 0.0 0.0 0.0 0.0 49.0],[0.0 0.0 0.0 0.0 0.0 0.0 26.0 0.0 0.0 0.0 0.0 0.0 0.0 26.0]];
Sijk = [[[0.0 0.0 0.0],[5.0 2.0 5.0],[5.0 5.0 8.0],[5.0 6.0 8.0],[7.0 4.0 9.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0],[7.0 7.0 1.0E9],[6.0 4.0 1.0E9],[5.0 5.0 1.0E9],[1.0E9 4.0 9.0],[5.0 4.0 9.0],[6.0 1.0E9 6.0],[7.0 3.0 6.0]]
[[9.0 7.0 1.0E9],[0.0 0.0 0.0],[6.0 6.0 8.0],[5.0 4.0 9.0],[8.0 5.0 7.0],[1.0E9 7.0 8.0],[1.0E9 4.0 6.0],[7.0 8.0 1.0E9],[6.0 7.0 1.0E9],[9.0 9.0 1.0E9],[1.0E9 5.0 7.0],[8.0 4.0 8.0],[6.0 1.0E9 8.0],[6.0 2.0 5.0]]
[[5.0 5.0 1.0E9],[4.0 3.0 5.0],[0.0 0.0 0.0],[8.0 6.0 8.0],[9.0 4.0 9.0],[1.0E9 6.0 6.0],[1.0E9 4.0 6.0],[8.0 8.0 1.0E9],[6.0 7.0 1.0E9],[7.0 6.0 1.0E9],[1.0E9 5.0 8.0],[9.0 4.0 6.0],[7.0 1.0E9 8.0],[5.0 4.0 4.0]]
[[7.0 7.0 1.0E9],[5.0 3.0 4.0],[6.0 4.0 6.0],[0.0 0.0 0.0],[8.0 5.0 8.0],[1.0E9 7.0 8.0],[1.0E9 4.0 7.0],[7.0 5.0 1.0E9],[8.0 6.0 1.0E9],[6.0 7.0 1.0E9],[1.0E9 6.0 7.0],[7.0 4.0 7.0],[7.0 1.0E9 6.0],[5.0 3.0 6.0]]
[[6.0 9.0 1.0E9],[6.0 2.0 4.0],[7.0 6.0 5.0],[5.0 4.0 7.0],[0.0 0.0 0.0],[1.0E9 5.0 9.0],[1.0E9 5.0 8.0],[8.0 5.0 1.0E9],[6.0 5.0 1.0E9],[9.0 5.0 1.0E9],[1.0E9 4.0 7.0],[7.0 6.0 8.0],[6.0 1.0E9 6.0],[6.0 3.0 4.0]]
[[8.0 9.0 1.0E9],[6.0 2.0 5.0],[7.0 4.0 6.0],[7.0 7.0 9.0],[6.0 4.0 7.0],[0.0 0.0 0.0],[1.0E9 6.0 8.0],[8.0 6.0 1.0E9],[5.0 7.0 1.0E9],[7.0 9.0 1.0E9],[1.0E9 6.0 7.0],[6.0 5.0 7.0],[7.0 1.0E9 9.0],[4.0 3.0 7.0]]
[[9.0 6.0 1.0E9],[5.0 3.0 3.0],[7.0 5.0 9.0],[7.0 8.0 9.0],[6.0 5.0 6.0],[1.0E9 5.0 7.0],[0.0 0.0 0.0],[9.0 5.0 1.0E9],[9.0 6.0 1.0E9],[6.0 7.0 1.0E9],[1.0E9 6.0 7.0],[9.0 4.0 8.0],[9.0 1.0E9 7.0],[4.0 4.0 6.0]]
