N = 31;
T = 28;
K = 5;
C = 365.0;
furnance = 2;
color = 2;
machines = [4 5 6 7 8];
products = [73 240 423 146 171 418 187 195 173 190 430 130 167 126 438 428 411 169 413 53 71 109 136 157 409 193 166 172 465 202 467];
MINik = [[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0],[12.0 12.0 16.0 12.0 12.0]];
MAXik = [[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 20.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0],[16.0 16.0 0.0 20.0 20.0]];
Pik = [[2.128266 2.128266 2.128266 2.128266 2.128266],[3.2089130640000003 3.2089130640000003 3.2089130640000003 3.2089130640000003 3.2089130640000003],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[2.112264 2.112264 2.112264 2.112264 2.112264],[4.608576 4.608576 4.608576 4.608576 4.608576],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003 3.6868608000000003],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[3.4820352000000003 3.4820352000000003 3.4820352000000003 3.4820352000000003 3.4820352000000003],[2.9571696000000003 2.9571696000000003 2.9571696000000003 2.9571696000000003 2.9571696000000003],[2.6499312 2.6499312 2.6499312 2.6499312 2.6499312],[4.576572 4.576572 4.576572 4.576572 4.576572],[2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002 2.5616001600000002],[4.4149518 4.4149518 4.4149518 4.4149518 4.4149518],[3.9172896 3.9172896 3.9172896 3.9172896 3.9172896],[3.936492 3.936492 3.936492 3.936492 3.936492],[4.576572 4.576572 4.576572 4.576572 4.576572],[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[1.36209024 1.36209024 1.36209024 1.36209024 1.36209024],[2.0066508 2.0066508 2.0066508 2.0066508 2.0066508],[1.12014 1.12014 1.12014 1.12014 1.12014],[2.784348 2.784348 2.784348 2.784348 2.784348],[2.88036 2.88036 2.88036 2.88036 2.88036],[5.184648 5.184648 5.184648 5.184648 5.184648],[3.4820352000000003 3.4820352000000003 3.4820352000000003 3.4820352000000003 3.4820352000000003],[5.408676 5.408676 5.408676 5.408676 5.408676],[4.3781472 4.3781472 4.3781472 4.3781472 4.3781472],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616],[4.928616 4.928616 4.928616 4.928616 4.928616],[4.4933616 4.4933616 4.4933616 4.4933616 4.4933616]];
Dit = [[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0 0.0 0.0 0.0 34.0],[0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 51.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0 0.0 0.0 0.0 0.0 0.0 0.0 41.0],[0.0 0.0 0.0 0.0 0.0 0.0 68.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 68.0],[0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0],[0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0],[0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0 0.0 0.0 0.0 0.0 0.0 0.0 37.0],[0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 42.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0],[0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0],[0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 40.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 50.0],[0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 58.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0],[0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 43.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0],[0.0 0.0 0.0 0.0 0.0 0.0 32.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 32.0],[0.0 0.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0 0.0 0.0 0.0 0.0 0.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0 17.0],[0.0 0.0 0.0 0.0 0.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 44.0],[0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0 0.0 0.0 0.0 0.0 0.0 0.0 46.0],[0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0],[0.0 0.0 0.0 0.0 0.0 0.0 44.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0 0.0 0.0 0.0 0.0 0.0 0.0 55.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 65.0 0.0 0.0 0.0 0.0 0.0 0.0 62.0],[0.0 0.0 0.0 0.0 0.0 0.0 56.0 0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 56.0],[0.0 0.0 0.0 0.0 0.0 0.0 64.0 0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 69.0],[0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 63.0 0.0 0.0 0.0 0.0 0.0 0.0 63.0],[0.0 0.0 0.0 0.0 0.0 0.0 67.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0 0.0 0.0 0.0 0.0 0.0 0.0 66.0 0.0 0.0 0.0 0.0 0.0 0.0 57.0]];
Sijk = [[[0.0 0.0 0.0 0.0 0.0],[11.0 10.0 12.0 9.0 12.0],[12.0 14.0 8.0 8.0 8.0],[5.0 6.0 6.0 8.0 6.0],[9.0 13.0 1.0E9 14.0 11.0],[15.0 8.0 12.0 11.0 12.0],[7.0 7.0 1.0E9 15.0 12.0],[12.0 9.0 1.0E9 13.0 13.0],[11.0 12.0 1.0E9 11.0 10.0],[8.0 10.0 1.0E9 13.0 9.0],[7.0 8.0 10.0 8.0 7.0],[5.0 5.0 10.0 10.0 11.0],[12.0 13.0 1.0E9 11.0 13.0],[8.0 8.0 7.0 10.0 11.0],[13.0 10.0 1.0E9 12.0 11.0],[13.0 8.0 1.0E9 13.0 14.0],[11.0 9.0 1.0E9 13.0 11.0],[13.0 13.0 1.0E9 13.0 15.0],[10.0 9.0 1.0E9 11.0 10.0],[4.0 3.0 6.0 6.0 4.0],[4.0 5.0 7.0 5.0 8.0],[3.0 3.0 4.0 5.0 4.0],[8.0 8.0 6.0 9.0 6.0],[7.0 6.0 11.0 9.0 11.0],[10.0 9.0 1.0E9 13.0 12.0],[6.0 9.0 1.0E9 8.0 12.0],[14.0 14.0 1.0E9 13.0 9.0],[8.0 11.0 1.0E9 11.0 12.0],[12.0 10.0 1.0E9 14.0 11.0],[12.0 11.0 1.0E9 11.0 10.0],[11.0 12.0 1.0E9 12.0 13.0]]
[[6.0 7.0 6.0 6.0 8.0],[0.0 0.0 0.0 0.0 0.0],[9.0 13.0 10.0 13.0 8.0],[7.0 4.0 6.0 8.0 8.0],[11.0 8.0 1.0E9 8.0 12.0],[10.0 10.0 14.0 9.0 12.0],[9.0 7.0 1.0E9 10.0 13.0],[8.0 14.0 1.0E9 10.0 12.0],[8.0 12.0 1.0E9 8.0 9.0],[10.0 8.0 1.0E9 10.0 11.0],[8.0 6.0 7.0 11.0 11.0],[8.0 9.0 6.0 9.0 10.0],[11.0 9.0 1.0E9 9.0 9.0],[5.0 8.0 7.0 9.0 8.0],[10.0 9.0 1.0E9 12.0 10.0],[7.0 8.0 1.0E9 10.0 11.0],[8.0 8.0 1.0E9 13.0 12.0],[11.0 15.0 1.0E9 9.0 14.0],[8.0 11.0 1.0E9 13.0 11.0],[4.0 4.0 4.0 6.0 5.0],[6.0 5.0 5.0 5.0 8.0],[2.0 3.0 4.0 4.0 5.0],[6.0 8.0 8.0 11.0 8.0],[7.0 8.0 8.0 10.0 11.0],[13.0 12.0 1.0E9 12.0 9.0],[11.0 11.0 1.0E9 13.0 13.0],[15.0 13.0 1.0E9 8.0 9.0],[8.0 9.0 1.0E9 14.0 12.0],[8.0 14.0 1.0E9 13.0 13.0],[14.0 12.0 1.0E9 13.0 10.0],[14.0 11.0 1.0E9 11.0 13.0]]
[[6.0 4.0 8.0 8.0 5.0],[9.0 7.0 11.0 12.0 8.0],[0.0 0.0 0.0 0.0 0.0],[7.0 6.0 7.0 5.0 5.0],[10.0 15.0 1.0E9 10.0 8.0],[8.0 8.0 14.0 10.0 14.0],[7.0 12.0 1.0E9 15.0 8.0],[11.0 8.0 1.0E9 10.0 9.0],[11.0 8.0 1.0E9 14.0 9.0],[10.0 10.0 1.0E9 9.0 11.0],[10.0 6.0 11.0 8.0 8.0],[6.0 8.0 9.0 9.0 7.0],[13.0 14.0 1.0E9 13.0 14.0],[5.0 8.0 6.0 10.0 9.0],[11.0 10.0 1.0E9 9.0 12.0],[8.0 8.0 1.0E9 9.0 13.0],[12.0 13.0 1.0E9 15.0 9.0],[13.0 13.0 1.0E9 11.0 12.0],[8.0 13.0 1.0E9 13.0 14.0],[4.0 3.0 4.0 6.0 3.0],[7.0 6.0 8.0 7.0 8.0],[4.0 3.0 4.0 5.0 4.0],[8.0 6.0 10.0 11.0 11.0],[8.0 6.0 9.0 8.0 8.0],[14.0 13.0 1.0E9 11.0 11.0],[10.0 8.0 1.0E9 13.0 11.0],[15.0 15.0 1.0E9 10.0 9.0],[9.0 11.0 1.0E9 8.0 15.0],[8.0 10.0 1.0E9 12.0 8.0],[12.0 12.0 1.0E9 8.0 10.0],[9.0 13.0 1.0E9 12.0 11.0]]
[[5.0 5.0 8.0 7.0 5.0],[9.0 7.0 10.0 7.0 12.0],[13.0 12.0 13.0 14.0 14.0],[0.0 0.0 0.0 0.0 0.0],[15.0 9.0 1.0E9 9.0 9.0],[14.0 9.0 9.0 13.0 12.0],[6.0 10.0 1.0E9 8.0 11.0],[10.0 8.0 1.0E9 13.0 15.0],[14.0 12.0 1.0E9 8.0 10.0],[11.0 8.0 1.0E9 9.0 10.0],[6.0 7.0 8.0 7.0 9.0],[8.0 7.0 8.0 9.0 9.0],[8.0 10.0 1.0E9 9.0 14.0],[8.0 7.0 6.0 7.0 6.0],[13.0 9.0 1.0E9 12.0 15.0],[11.0 9.0 1.0E9 13.0 9.0],[7.0 9.0 1.0E9 12.0 13.0],[8.0 9.0 1.0E9 13.0 11.0],[10.0 10.0 1.0E9 12.0 14.0],[4.0 4.0 4.0 4.0 5.0],[7.0 5.0 5.0 5.0 8.0],[4.0 4.0 5.0 3.0 5.0],[9.0 5.0 7.0 8.0 7.0],[8.0 6.0 9.0 9.0 9.0],[14.0 13.0 1.0E9 13.0 13.0],[11.0 10.0 1.0E9 13.0 8.0],[8.0 10.0 1.0E9 10.0 10.0],[13.0 14.0 1.0E9 11.0 12.0],[15.0 10.0 1.0E9 13.0 14.0],[14.0 13.0 1.0E9 13.0 8.0],[13.0 14.0 1.0E9 8.0 13.0]]
[[6.0 6.0 6.0 7.0 7.0],[8.0 6.0 10.0 8.0 11.0],[15.0 11.0 13.0 8.0 11.0],[6.0 4.0 5.0 8.0 8.0],[0.0 0.0 0.0 0.0 0.0],[14.0 11.0 12.0 12.0 12.0],[7.0 11.0 1.0E9 14.0 11.0],[11.0 8.0 1.0E9 9.0 14.0],[9.0 14.0 1.0E9 10.0 11.0],[8.0 8.0 1.0E9 12.0 8.0],[9.0 9.0 10.0 8.0 12.0],[9.0 7.0 9.0 7.0 10.0],[8.0 11.0 1.0E9 15.0 10.0],[7.0 7.0 10.0 9.0 10.0],[9.0 12.0 1.0E9 11.0 12.0],[12.0 9.0 1.0E9 15.0 14.0],[7.0 8.0 1.0E9 11.0 14.0],[11.0 11.0 1.0E9 13.0 9.0],[10.0 8.0 1.0E9 15.0 13.0],[4.0 5.0 5.0 5.0 4.0],[5.0 6.0 7.0 5.0 6.0],[3.0 2.0 4.0 4.0 3.0],[8.0 8.0 9.0 10.0 10.0],[7.0 9.0 10.0 11.0 11.0],[10.0 11.0 1.0E9 9.0 11.0],[10.0 10.0 1.0E9 9.0 13.0],[11.0 8.0 1.0E9 13.0 14.0],[13.0 10.0 1.0E9 14.0 11.0],[11.0 9.0 1.0E9 12.0 14.0],[8.0 10.0 1.0E9 12.0 8.0],[12.0 15.0 1.0E9 13.0 10.0]]
[[6.0 5.0 9.0 7.0 9.0],[8.0 6.0 10.0 12.0 9.0],[13.0 14.0 15.0 9.0 12.0],[4.0 4.0 6.0 8.0 5.0],[12.0 12.0 1.0E9 8.0 9.0],[0.0 0.0 0.0 0.0 0.0],[10.0 8.0 1.0E9 11.0 9.0],[13.0 13.0 1.0E9 14.0 13.0],[9.0 12.0 1.0E9 12.0 8.0],[8.0 8.0 1.0E9 10.0 12.0],[9.0 8.0 12.0 9.0 11.0],[6.0 7.0 10.0 9.0 11.0],[10.0 14.0 1.0E9 10.0 14.0],[6.0 8.0 6.0 9.0 10.0],[13.0 9.0 1.0E9 9.0 10.0],[8.0 8.0 1.0E9 12.0 14.0],[11.0 11.0 1.0E9 13.0 9.0],[15.0 8.0 1.0E9 8.0 9.0],[13.0 12.0 1.0E9 12.0 11.0],[3.0 4.0 5.0 4.0 5.0],[7.0 5.0 7.0 7.0 8.0],[3.0 3.0 3.0 4.0 4.0],[8.0 6.0 12.0 9.0 10.0],[5.0 8.0 8.0 11.0 8.0],[13.0 10.0 1.0E9 13.0 9.0],[8.0 8.0 1.0E9 8.0 13.0],[11.0 14.0 1.0E9 14.0 11.0],[11.0 10.0 1.0E9 8.0 8.0],[14.0 10.0 1.0E9 14.0 9.0],[12.0 9.0 1.0E9 13.0 10.0],[14.0 11.0 1.0E9 9.0 11.0]]
